Station,Year,Month,Day,Daily Rainfall Total,Highest 30 Min Rainfall,Highest 60 Min Rainfall,Highest 120 Min Rainfall,Mean Temperature,Maximum Temperature,Minimum Temperature,Mean Wind Speed,Max Wind Speed
Boon Lay (East),2012,6,1,15.2,,,,28,30.7,24.3,6.6,33.5
Boon Lay (East),2012,6,2,13.6,,,,28.7,30.5,25.8,4.6,20.2
Boon Lay (East),2012,6,3,0,,,,28.7,31.2,26.7,5.7,23
Boon Lay (East),2012,6,4,0,,,,29.6,32.2,27.5,4.6,22.7
Boon Lay (East),2012,6,5,0,,,,29.8,32.9,27.3,5.3,21.2
Boon Lay (East),2012,6,6,8.8,,,,29.3,33,24.9,13.1,45
Boon Lay (East),2012,6,7,0,,,,30.4,32.9,28.6,9.2,29.2
Boon Lay (East),2012,6,8,0.6,,,,29.2,31.4,27.7,5.8,32.8
Boon Lay (East),2012,6,9,39,,,,26.8,29.4,23.1,8.8,34.9
Boon Lay (East),2012,6,10,0.2,,,,29.3,32.2,26.9,8.1,27
Boon Lay (East),2012,6,11,0,,,,29.4,31.1,27.9,4.9,29.2
Boon Lay (East),2012,6,12,0,,,,29.2,31.5,28,6.7,30.6
Boon Lay (East),2012,6,13,0,,,,30,33.5,27.8,7.9,25.6
Boon Lay (East),2012,6,14,0,,,,30.1,33.1,27.5,7.3,30.6
Boon Lay (East),2012,6,15,0,,,,29.8,32.6,27.8,8,29.2
Boon Lay (East),2012,6,16,0,,,,29.8,32.4,27.8,8.4,32.4
Boon Lay (East),2012,6,17,0,,,,29.7,32.1,27.7,9.8,34.9
Boon Lay (East),2012,6,18,0,,,,29.8,32.7,27.5,8.4,32
Boon Lay (East),2012,6,19,0,,,,29.4,32.1,27.8,7.9,26.6
Boon Lay (East),2012,6,20,0,,,,29.6,32.7,27.6,6.8,26.6
Boon Lay (East),2012,6,21,0,,,,29,31.6,27.7,5.8,27.7
Boon Lay (East),2012,6,22,0,,,,29.9,33.9,26.6,6.3,27.4
Boon Lay (East),2012,6,23,0,,,,30.1,33.2,27.8,6.8,29.2
Boon Lay (East),2012,6,24,0,,,,30,33,28.1,6.8,35.3
Boon Lay (East),2012,6,25,0,,,,29.7,32.8,27.9,6.4,34.2
Boon Lay (East),2012,6,26,0,,,,29.5,33.2,27.5,6.7,29.5
Boon Lay (East),2012,6,27,35.4,,,,28,30.1,22.4,5.5,27.4
Boon Lay (East),2012,6,28,0,,,,28.5,30.8,25.7,7.5,35.6
Boon Lay (East),2012,6,29,0,,,,29.4,32,27.3,6.6,28.1
Boon Lay (East),2012,6,30,4.4,,,,28.1,31.1,23.6,5.1,43.9
Boon Lay (East),2012,7,1,0,,,,28.8,31.5,26,8.4,37.4
Boon Lay (East),2012,7,2,18.6,,,,28.2,32.1,25,6,31
Boon Lay (East),2012,7,3,47.6,,,,26.8,29.6,23.9,5.6,32.4
Boon Lay (East),2012,7,4,57.8,,,,27,29.5,23.4,6.4,42.8
Boon Lay (East),2012,7,5,7.2,,,,26.6,29.1,24.2,6.8,26.6
Boon Lay (East),2012,7,6,0,,,,28.1,30.4,26.1,8.6,32
Boon Lay (East),2012,7,7,2.6,,,,28,30.7,25.6,5.6,33.5
Boon Lay (East),2012,7,8,9.6,,,,27.6,31.7,23.2,9,56.9
Boon Lay (East),2012,7,9,0,,,,28.4,30.3,26.8,9.2,28.4
Boon Lay (East),2012,7,10,0,,,,27.7,30.5,25.8,7.6,34.9
Boon Lay (East),2012,7,11,0.2,,,,27.8,30.4,26,7.9,41
Boon Lay (East),2012,7,12,0,,,,28.1,31,26,10.9,31
Boon Lay (East),2012,7,13,3,,,,28.5,31,26,8.1,45
Boon Lay (East),2012,7,14,10.2,,,,26.9,28.7,25,5.2,23
Boon Lay (East),2012,7,15,0,,,,27.9,31.1,26.4,6.5,36
Boon Lay (East),2012,7,16,7.2,,,,26.9,29.7,25.1,5,27.4
Boon Lay (East),2012,7,17,63.4,,,,26.7,29.5,23.7,6,84.6
Boon Lay (East),2012,7,18,0,,,,27.5,31,25.6,7.2,24.1
Boon Lay (East),2012,7,19,20.6,,,,26.9,29.7,24.3,4.4,27
Boon Lay (East),2012,7,20,0,,,,28,31.3,24.9,6.9,29.5
Boon Lay (East),2012,7,21,0,,,,28.9,31.9,26.7,7.2,28.4
Boon Lay (East),2012,7,22,0,,,,29.1,31.9,27.3,8.6,31
Boon Lay (East),2012,7,23,0,,,,29.3,31,28.2,13.9,38.9
Boon Lay (East),2012,7,24,0,,,,29.4,32.2,27.5,11.4,33.1
Boon Lay (East),2012,7,25,0,,,,29.2,32.2,27.3,8.8,31.7
Boon Lay (East),2012,7,26,0,,,,29.5,32.5,27.8,8.6,34.6
Boon Lay (East),2012,7,27,0,,,,29.2,31.8,27.3,9.5,34.9
Boon Lay (East),2012,7,28,6.6,,,,28.2,31.9,23.9,7.8,44.6
Boon Lay (East),2012,7,29,0,,,,28.4,30.7,26.5,10.5,29.9
Boon Lay (East),2012,7,30,0,,,,28.8,31.1,27.3,9.1,36.4
Boon Lay (East),2012,7,31,0,,,,28.9,31.3,27,8.6,33.1
Boon Lay (East),2012,8,1,0,,,,28.3,30.8,27.1,6,33.5
Boon Lay (East),2012,8,2,0,,,,28.9,31.5,26.7,7.2,28.8
Boon Lay (East),2012,8,3,21.8,,,,28.3,31.9,24.5,7.4,31.7
Boon Lay (East),2012,8,4,1.6,,,,27.6,30.8,25.4,5,28.1
Boon Lay (East),2012,8,5,0,,,,28.4,31.2,26.5,6.6,36
Boon Lay (East),2012,8,6,0.8,,,,27.9,31.2,25.8,7.1,46.4
Boon Lay (East),2012,8,7,0,,,,28.5,31.6,25.3,8.4,34.6
Boon Lay (East),2012,8,8,0,,,,28.8,31,26.8,8.6,36.7
Boon Lay (East),2012,8,9,0,,,,28.8,32.2,26.3,8.2,31.7
Boon Lay (East),2012,8,10,0,,,,29.2,32.4,26.9,8,32.4
Boon Lay (East),2012,8,11,0,,,,29.2,32.3,27.2,6.7,26.6
Boon Lay (East),2012,8,12,0,,,,29.1,31.8,27.5,6.1,30.2
Boon Lay (East),2012,8,13,0,,,,29,32.6,25.6,6.8,30.2
Boon Lay (East),2012,8,14,0,,,,29.5,32.8,27.3,7.1,27.4
Boon Lay (East),2012,8,15,0,,,,29.4,32.8,27.3,6.7,34.6
Boon Lay (East),2012,8,16,0,,,,29.1,31.4,27.1,7.3,31.7
Boon Lay (East),2012,8,17,39,,,,27.3,29.9,22.7,5.6,37.4
Boon Lay (East),2012,8,18,0.2,,,,28.5,31.5,26.4,5.7,31.3
Boon Lay (East),2012,8,19,0.8,,,,28.5,32.2,25.7,4.8,25.9
Boon Lay (East),2012,8,20,0,,,,29,32.6,27.3,5.8,27
Boon Lay (East),2012,8,21,0.2,,,,28.3,32.7,26.3,7.9,50.8
Boon Lay (East),2012,8,22,0,,,,28.2,32,25.5,7.1,33.8
Boon Lay (East),2012,8,23,36,,,,27.5,29.8,22.8,8.2,52.2
Boon Lay (East),2012,8,24,0,,,,28.8,31.9,26.7,8.7,28.4
Boon Lay (East),2012,8,25,0,,,,28.9,31.3,27.4,5.8,33.5
Boon Lay (East),2012,8,26,0,,,,28.6,31.3,26.5,4.3,30.2
Boon Lay (East),2012,8,27,11.4,,,,26.1,30.6,24.1,5.2,36.4
Boon Lay (East),2012,8,28,3.4,,,,26.4,29.2,24.6,7.9,31
Boon Lay (East),2012,8,29,0,,,,27.8,29.7,26.3,8.9,27.4
Boon Lay (East),2012,8,30,43.4,,,,26.6,29.7,22.9,4.7,26.6
Boon Lay (East),2012,8,31,17.2,,,,26.4,28.7,23.2,6.2,27.7
Boon Lay (East),2012,9,1,0,,,,28.8,31.8,26.8,8.2,32.4
Boon Lay (East),2012,9,2,0,,,,29,32.1,26.5,7,26.3
Boon Lay (East),2012,9,3,0,,,,29.2,32.6,26.8,6.7,31
Boon Lay (East),2012,9,4,0.6,,,,29.1,32.4,26.5,9.1,33.8
Boon Lay (East),2012,9,5,0.2,,,,26.6,28.5,25.1,9.1,34.9
Boon Lay (East),2012,9,6,0,,,,27.5,30.7,24.9,6.9,34.2
Boon Lay (East),2012,9,7,0.2,,,,27.9,31.3,26,6.3,32
Boon Lay (East),2012,9,8,3.2,,,,28.2,32,25.4,5.5,20.2
Boon Lay (East),2012,9,9,16,,,,26.9,30.9,25.1,4.7,21.2
Boon Lay (East),2012,9,10,24.4,,,,26.8,29.1,23.7,7.9,37.4
Boon Lay (East),2012,9,11,12.6,,,,27.8,30.4,24.1,7.5,47.5
Boon Lay (East),2012,9,12,0,,,,28.7,31,26.5,7.1,33.8
Boon Lay (East),2012,9,13,0,,,,28.5,30.8,26.4,8.6,37.8
Boon Lay (East),2012,9,14,0,,,,28.7,30.7,26.3,6.3,28.1
Boon Lay (East),2012,9,15,0,,,,29,31.8,27,6.2,27.4
Boon Lay (East),2012,9,16,0,,,,29.2,31.5,27.7,7.1,27
Boon Lay (East),2012,9,17,0,,,,29.3,32.7,27.5,5.2,24.5
Boon Lay (East),2012,9,18,0,,,,29.9,33.2,27.4,6,29.9
Boon Lay (East),2012,9,19,0,,,,29.6,32.5,27.6,5.6,24.5
Boon Lay (East),2012,9,20,2.2,,,,29.2,33.8,25.5,5.8,27.7
Boon Lay (East),2012,9,21,36.6,,,,27.8,31.4,23.6,6.2,27.4
Boon Lay (East),2012,9,22,1.8,,,,28.1,31.7,25.4,6.4,23.8
Boon Lay (East),2012,9,23,0,,,,28.9,32.1,26.4,6.1,30.2
Boon Lay (East),2012,9,24,3.8,,,,28.4,32.1,26.5,7.1,35.6
Boon Lay (East),2012,9,25,32.6,,,,28,30.4,24,6.5,54.7
Boon Lay (East),2012,9,26,22,,,,27.2,29.5,22.7,7,40
Boon Lay (East),2012,9,27,24.2,,,,28.4,32.5,22.8,8.7,73.1
Boon Lay (East),2012,9,28,1.4,,,,28.9,33.4,24.7,7.7,30.6
Boon Lay (East),2012,9,29,0,,,,29,31.3,27.6,4.8,21.2
Boon Lay (East),2012,9,30,0,,,,28.8,32.3,27.1,5.4,27
Boon Lay (East),2012,10,1,0,,,,29.4,33.8,25.7,6.5,27.7
Boon Lay (East),2012,10,2,0.2,,,,28.8,33.8,25.7,6.3,27.7
Boon Lay (East),2012,10,3,0,,,,29.7,33.3,27.3,7.2,31.7
Boon Lay (East),2012,10,4,5.8,,,,29,32,24,8.6,41
Boon Lay (East),2012,10,5,0.2,,,,27.9,30.4,26.2,7.3,32
Boon Lay (East),2012,10,6,0,,,,28.3,31,24.8,7.2,32.8
Boon Lay (East),2012,10,7,0.6,,,,27.6,29.5,25.5,7.8,33.5
Boon Lay (East),2012,10,8,0,,,,28.9,32,25.9,6.1,25.2
Boon Lay (East),2012,10,9,9,,,,28.2,32.4,24.5,6.3,33.8
Boon Lay (East),2012,10,10,0,,,,28.5,32.7,25.6,5.6,31.3
Boon Lay (East),2012,10,11,1.2,,,,28,33.2,25.9,5.6,32
Boon Lay (East),2012,10,12,1,,,,28.5,32.5,26,5.7,33.1
Boon Lay (East),2012,10,13,0.8,,,,26.9,30.4,25.3,6,23.8
Boon Lay (East),2012,10,14,0,,,,27.7,32.5,25.4,5.3,27.4
Boon Lay (East),2012,10,15,0,,,,28.2,32.7,25.4,6.9,27.4
Boon Lay (East),2012,10,16,0,,,,28.3,32.6,26,5.7,40.3
Boon Lay (East),2012,10,17,30.6,,,,27.1,31.9,24.1,4.9,27.7
Boon Lay (East),2012,10,18,13.6,,,,26.7,31.7,24.1,5.1,37.8
Boon Lay (East),2012,10,19,3.6,,,,26.7,29.4,25,6.2,72.4
Boon Lay (East),2012,10,20,32.2,,,,27.1,32.1,23.6,7.3,39.2
Boon Lay (East),2012,10,21,30.2,,,,26.2,30.2,23.6,4.3,42.5
Boon Lay (East),2012,10,22,0,,,,28.1,32.9,24.8,6.7,74.9
Boon Lay (East),2012,10,23,0,,,,29.1,32.7,25.5,5.5,19.8
Boon Lay (East),2012,10,24,0,,,,29.5,33.3,26.5,6.3,22
Boon Lay (East),2012,10,25,0,,,,29.9,34.6,27.4,7,25.9
Boon Lay (East),2012,10,26,2,,,,28.9,33.7,27,6.9,28.8
Boon Lay (East),2012,10,27,0,,,,28.9,32.9,26.4,6.5,25.2
Boon Lay (East),2012,10,28,0,,,,29.4,34.1,27,7.9,27.4
Boon Lay (East),2012,10,29,3.2,,,,29.5,34.5,26.4,5.6,27.7
Boon Lay (East),2012,10,30,4.2,,,,28.6,32.9,25.7,5.9,29.5
Boon Lay (East),2012,10,31,84.4,,,,26.6,30.9,23.6,5.8,33.8
Boon Lay (East),2012,11,1,0.8,,,,27.1,31.4,24.8,5.5,22.7
Boon Lay (East),2012,11,2,0,,,,28.1,32.9,25.3,6.1,24.8
Boon Lay (East),2012,11,3,3.4,,,,26.1,28.8,24,8.3,29.2
Boon Lay (East),2012,11,4,4.6,,,,26.7,31.6,24.5,8.5,35.6
Boon Lay (East),2012,11,5,4.4,,,,26.6,29.5,23.3,8.9,31.3
Boon Lay (East),2012,11,6,1.2,,,,27.3,31.4,25.5,6.4,21.2
Boon Lay (East),2012,11,7,0.6,,,,27.9,33.5,25.3,5.4,26.6
Boon Lay (East),2012,11,8,8,,,,27.6,33.8,25.6,5.9,33.1
Boon Lay (East),2012,11,9,1.6,,,,27.4,33.5,25.5,6.1,25.9
Boon Lay (East),2012,11,10,0,,,,27.1,30.2,25.3,5.5,27
Boon Lay (East),2012,11,11,0,,,,28.2,31.8,25.8,7.1,29.5
Boon Lay (East),2012,11,12,24.2,,,,27.2,31.6,24.5,6.2,103.3
Boon Lay (East),2012,11,13,1.6,,,,26.6,31.3,25,6.6,38.9
Boon Lay (East),2012,11,14,20.4,,,,26.9,32.4,24,5.2,50.4
Boon Lay (East),2012,11,15,1.2,,,,27.7,31.9,25.7,3.8,24.5
Boon Lay (East),2012,11,16,0,,,,28.9,33.5,26.2,5.3,29.5
Boon Lay (East),2012,11,17,80.8,,,,27.2,33.5,22.8,5.8,45.7
Boon Lay (East),2012,11,18,30.6,,,,27.2,33.1,24.3,4.9,22.7
Boon Lay (East),2012,11,19,0.6,,,,27.1,29.7,24.6,7.4,38.2
Boon Lay (East),2012,11,20,0,,,,28.4,32.1,24.4,6.9,30.2
Boon Lay (East),2012,11,21,6.2,,,,28.3,33.6,25.6,5.7,26.3
Boon Lay (East),2012,11,22,7.8,,,,27.2,29.4,24.1,5.4,45
Boon Lay (East),2012,11,23,13.6,,,,27.5,33.6,23.9,5.2,40
Boon Lay (East),2012,11,24,3.4,,,,27.7,31.2,23.8,10.5,30.2
Boon Lay (East),2012,11,25,0.6,,,,27.5,30.5,26,4.4,16.9
Boon Lay (East),2012,11,26,0,,,,27.8,32,25.9,6,25.9
Boon Lay (East),2012,11,27,0,,,,27.9,32.8,25.7,6.3,32
Boon Lay (East),2012,11,28,3.6,,,,28,32.8,25.6,5.3,23
Boon Lay (East),2012,11,29,0,,,,27.8,32.7,25,5.2,38.2
Boon Lay (East),2012,11,30,0,,,,28.8,32.9,26.1,5.2,23
Boon Lay (East),2012,12,1,8.4,,,,27.4,30.1,25.6,4.8,19.4
Boon Lay (East),2012,12,2,0,,,,27.6,30.6,25,6.4,23
Boon Lay (East),2012,12,3,36.6,,,,26.6,30.6,23.4,8.1,31
Boon Lay (East),2012,12,4,20.4,,,,26.8,32.3,24.2,5.3,42.8
Boon Lay (East),2012,12,5,0.8,,,,26.8,31.3,24.7,4.7,26.3
Boon Lay (East),2012,12,6,17.4,,,,27.3,32.9,24.6,6,32.4
Boon Lay (East),2012,12,7,0,,,,28.7,32.9,25.7,7.2,28.8
Boon Lay (East),2012,12,8,0,,,,28.3,30.6,26,6.6,25.2
Boon Lay (East),2012,12,9,16.2,,,,26.9,31.6,24.7,5,30.2
Boon Lay (East),2012,12,10,36.4,,,,26.9,32.9,23.8,5.6,29.2
Boon Lay (East),2012,12,11,2.6,,,,26.8,30.2,24.5,5.7,31
Boon Lay (East),2012,12,12,58,,,,26.2,33.7,23.7,6.4,36
Boon Lay (East),2012,12,13,13,,,,26.2,30.9,24.2,7.3,38.2
Boon Lay (East),2012,12,14,0.2,,,,27.5,31.7,25,4.2,18.4
Boon Lay (East),2012,12,15,10,,,,26.3,30.4,24.6,4.9,24.1
Boon Lay (East),2012,12,16,15.4,,,,25.6,30.1,24.4,5.2,33.8
Boon Lay (East),2012,12,17,31,,,,26.3,30.9,23.4,5,56.2
Boon Lay (East),2012,12,18,5.2,,,,25.7,29,24.1,4.6,32
Boon Lay (East),2012,12,19,3.8,,,,26.1,31.7,24.1,5.5,45.4
Boon Lay (East),2012,12,20,2,,,,27.6,31.7,24.7,6,24.5
Boon Lay (East),2012,12,21,24.8,,,,27.3,32.5,24,5.4,30.6
Boon Lay (East),2012,12,22,1.8,,,,26.9,32.1,24.7,5.8,31
Boon Lay (East),2012,12,23,1,,,,27.1,32,24.7,7.9,32
Boon Lay (East),2012,12,24,0,,,,26.8,29.6,24.9,9.3,28.1
Boon Lay (East),2012,12,25,1.6,,,,25.4,27.8,24,6.2,28.8
Boon Lay (East),2012,12,26,1,,,,26.8,31.1,24,6.3,25.2
Boon Lay (East),2012,12,27,0,,,,27.6,30.6,25.3,7,27.7
Boon Lay (East),2012,12,28,5.2,,,,27.4,31.1,25,8,29.2
Boon Lay (East),2012,12,29,0.2,,,,27.3,31.3,25.2,6.3,37.4
Boon Lay (East),2012,12,30,0.8,,,,28,31.8,25.4,7,33.8
Boon Lay (East),2012,12,31,55.6,,,,26.1,29.8,22.7,6.5,42.8
Boon Lay (East),2013,1,1,0,,,,27.3,32.4,24.2,5.4,22
Boon Lay (East),2013,1,2,14.4,,,,26.7,32.8,23.6,7.4,43.6
Boon Lay (East),2013,1,3,0.4,,,,27.5,32.2,25.1,7.8,28.4
Boon Lay (East),2013,1,4,0.2,,,,27.9,32.6,25.2,8.6,39.6
Boon Lay (East),2013,1,5,0,,,,28.1,32,25.5,10.7,37.1
Boon Lay (East),2013,1,6,0,,,,28.8,32.8,25.9,7.3,31.7
Boon Lay (East),2013,1,7,0,,,,29.8,34.9,26.2,11,40.7
Boon Lay (East),2013,1,8,2.8,,,,27.7,33.9,25.3,11.5,54
Boon Lay (East),2013,1,9,3.8,,,,27.1,32.4,25.4,10.9,43.2
Boon Lay (East),2013,1,10,0.8,,,,27.4,31.6,24.7,8.6,26.3
Boon Lay (East),2013,1,11,9.2,,,,28,32.5,25.5,8.4,31
Boon Lay (East),2013,1,12,0,,,,28,32.7,25.9,7.1,26.6
Boon Lay (East),2013,1,13,0.6,,,,27.4,31.2,25.8,5.9,27
Boon Lay (East),2013,1,14,25,,,,27.6,32.4,23.5,7.2,34.2
Boon Lay (East),2013,1,15,7.8,,,,27.7,32.3,25.7,8.5,32.4
Boon Lay (East),2013,1,16,0,,,,27.9,30.8,26.2,8.9,36
Boon Lay (East),2013,1,17,0,,,,28.2,32.3,25.5,10.4,38.9
Boon Lay (East),2013,1,18,0.6,,,,27.6,34,24.4,10.5,35.3
Boon Lay (East),2013,1,19,62.8,,,,24,25.2,22.8,7.8,28.4
Boon Lay (East),2013,1,20,6.4,,,,24.8,27.2,23.8,7,28.8
Boon Lay (East),2013,1,21,0,,,,27.2,31.4,24,7.7,28.8
Boon Lay (East),2013,1,22,1.2,,,,26.7,29.4,24.8,7.4,30.6
Boon Lay (East),2013,1,23,0,,,,27.7,32.4,24.8,8.2,31.3
Boon Lay (East),2013,1,24,10.4,,,,27.9,32,25.4,7.6,34.6
Boon Lay (East),2013,1,25,0,,,,27.9,31.8,25,7.7,31.3
Boon Lay (East),2013,1,26,0,,,,28,32.3,25.4,9.3,29.5
Boon Lay (East),2013,1,27,0,,,,27.6,32.1,25.7,8.6,29.5
Boon Lay (East),2013,1,28,0,,,,28.3,32.4,25.7,8.1,28.1
Boon Lay (East),2013,1,29,0,,,,28.1,31.7,25.5,9.9,35.3
Boon Lay (East),2013,1,30,0,,,,28.3,33.2,25.5,9.3,32.4
Boon Lay (East),2013,1,31,0,,,,28.3,32.3,25.8,9.5,32.4
Boon Lay (East),2013,2,1,0.4,,,,28.4,31.6,26.1,10.9,38.2
Boon Lay (East),2013,2,2,0,,,,28.8,33,25.9,9.7,34.2
Boon Lay (East),2013,2,3,29.4,,,,26.2,28.8,24.4,6.6,32.4
Boon Lay (East),2013,2,4,0.8,,,,27.5,30.5,25.3,6.9,27.4
Boon Lay (East),2013,2,5,63.8,,,,26.4,30.9,23,6.2,29.2
Boon Lay (East),2013,2,6,65.2,,,,26.2,30.1,24.2,5.8,33.5
Boon Lay (East),2013,2,7,30,,,,26.4,32,23.9,5.2,31.3
Boon Lay (East),2013,2,8,37,,,,26,30.5,24,5.5,34.2
Boon Lay (East),2013,2,9,4,,,,26.3,32.1,24.3,5.4,25.9
Boon Lay (East),2013,2,10,46.2,,,,24.8,26.4,23.2,6.3,26.6
Boon Lay (East),2013,2,11,0.2,,,,25.6,30,23.6,6.3,31.3
Boon Lay (East),2013,2,12,2.6,,,,26,29.1,24.2,7.3,31.3
Boon Lay (East),2013,2,13,4.8,,,,27,29.7,25.1,7.1,31
Boon Lay (East),2013,2,14,21.4,,,,25.3,28.2,23.8,5.2,36
Boon Lay (East),2013,2,15,17.8,,,,25.7,30.2,23.8,7.1,29.9
Boon Lay (East),2013,2,16,6,,,,25.9,31,24.2,6.4,33.5
Boon Lay (East),2013,2,17,1.6,,,,25.2,26.2,24.4,5.8,24.5
Boon Lay (East),2013,2,18,18.8,,,,26.8,32.8,24.2,6.6,30.6
Boon Lay (East),2013,2,19,4.2,,,,26.6,29.2,25.2,6.5,23.4
Boon Lay (East),2013,2,20,7.2,,,,27.7,32.6,25.1,7.3,27
Boon Lay (East),2013,2,21,0.4,,,,27.2,30.1,25.3,7.2,28.8
Boon Lay (East),2013,2,22,0,,,,28.1,33.1,24.8,11.2,34.2
Boon Lay (East),2013,2,23,0,,,,28.3,32.8,24.8,12.1,39.2
Boon Lay (East),2013,2,24,0,,,,28,31,25.6,11.3,40
Boon Lay (East),2013,2,25,1.2,,,,27.9,32.6,25.5,9.2,36
Boon Lay (East),2013,2,26,12,,,,27.6,33.3,25.2,7.7,25.9
Boon Lay (East),2013,2,27,0,,,,27.9,33.4,24.9,6.8,29.2
Boon Lay (East),2013,2,28,0,,,,28.7,33.5,25.8,7.4,24.1
Boon Lay (East),2013,3,1,0,,,,29,34.2,26.1,7.7,26.3
Boon Lay (East),2013,3,2,3,,,,28.6,34.4,26.3,7.6,27.7
Boon Lay (East),2013,3,3,0,,,,28.4,32.2,26.2,9.5,32.4
Boon Lay (East),2013,3,4,0,,,,28.6,33.1,25.6,9.6,42.1
Boon Lay (East),2013,3,5,1.4,,,,28.2,32.2,25.7,9.1,33.8
Boon Lay (East),2013,3,6,0,,,,28.3,31.9,25.4,8,29.5
Boon Lay (East),2013,3,7,1.4,,,,28.9,33,26.1,7.5,30.2
Boon Lay (East),2013,3,8,8,,,,28.3,32.3,25,8.9,41.8
Boon Lay (East),2013,3,9,42,,,,27.4,33,23.8,6.9,35.3
Boon Lay (East),2013,3,10,32.2,,,,27.7,33.1,24.1,6.6,40.3
Boon Lay (East),2013,3,11,0,,,,28.5,33.2,25.9,7.5,25.2
Boon Lay (East),2013,3,12,0,,,,28.8,34.1,25.6,7.9,27.7
Boon Lay (East),2013,3,13,3.4,,,,28.4,33.4,25.7,6.6,29.9
Boon Lay (East),2013,3,14,19.6,,,,27.9,33.7,24.6,7,28.4
Boon Lay (East),2013,3,15,0,,,,29.1,33.6,25.5,6.9,28.4
Boon Lay (East),2013,3,16,0,,,,29.3,33.2,26.3,7.8,28.1
Boon Lay (East),2013,3,17,10.2,,,,27.8,31.9,25.6,6,27.4
Boon Lay (East),2013,3,18,6.4,,,,29,34.8,26.1,8.6,24.8
Boon Lay (East),2013,3,19,0,,,,29,35.2,26.4,8.8,27.7
Boon Lay (East),2013,3,20,0,,,,29.4,33.4,26.5,7.4,27
Boon Lay (East),2013,3,21,1.8,,,,29.8,33,27.9,7.5,27.4
Boon Lay (East),2013,3,22,4.6,,,,29.1,32.8,25.9,6,25.9
Boon Lay (East),2013,3,23,8.6,,,,28.5,32.8,26.1,5.4,29.5
Boon Lay (East),2013,3,24,11.4,,,,28.6,33.7,25.6,5.6,28.1
Boon Lay (East),2013,3,25,13,,,,28.6,33.4,25.5,6.3,31.3
Boon Lay (East),2013,3,26,2.6,,,,28.7,33,24.6,5.5,29.9
Boon Lay (East),2013,3,27,11.6,,,,29.2,32.5,26.4,5.9,28.1
Boon Lay (East),2013,3,28,27.4,,,,28.8,34.3,25.1,5,34.2
Boon Lay (East),2013,3,29,13.4,,,,28.3,32.9,25.6,5.4,27.7
Boon Lay (East),2013,3,30,6.8,,,,28.9,34.2,26.4,5.5,31.3
Boon Lay (East),2013,3,31,6,,,,29,34.6,25.8,4.8,43.2
Boon Lay (East),2013,4,1,16.6,,,,29.1,36,26.1,5.7,27.4
Boon Lay (East),2013,4,2,25.8,,,,28.8,34.6,25.1,4.7,34.2
Boon Lay (East),2013,4,3,3,,,,28.9,34.7,26.2,5.5,28.1
Boon Lay (East),2013,4,4,2,,,,28.8,33.2,25.9,6.9,30.2
Boon Lay (East),2013,4,5,1.2,,,,29.4,33.9,25.8,8.7,32
Boon Lay (East),2013,4,6,15.8,,,,27.7,29.8,25.1,10.5,56.9
Boon Lay (East),2013,4,7,0,,,,28.2,30.5,25.9,11,50.8
Boon Lay (East),2013,4,8,6.2,,,,28.7,33,24.4,6.1,36
Boon Lay (East),2013,4,9,0.4,,,,28.4,32.1,26,4.2,20.5
Boon Lay (East),2013,4,10,0,,,,29.3,33.3,27,6.3,28.8
Boon Lay (East),2013,4,11,0.2,,,,28.1,31.6,25.7,6.6,23.4
Boon Lay (East),2013,4,12,0,,,,29.6,34.6,26,6.8,24.8
Boon Lay (East),2013,4,13,0,,,,30.1,34.5,27.7,6.7,42.5
Boon Lay (East),2013,4,14,4.6,,,,27.3,29.6,22.6,5.5,54.4
Boon Lay (East),2013,4,15,0,,,,30.1,35.1,26.1,6.4,24.5
Boon Lay (East),2013,4,16,0,,,,31,35.5,27.8,6.4,25.9
Boon Lay (East),2013,4,17,11.6,,,,29,32.5,24.3,10.3,49.3
Boon Lay (East),2013,4,18,0,,,,30.6,34.8,27.6,8.3,38.9
Boon Lay (East),2013,4,19,13.6,,,,27.9,30.1,24.4,4.9,27
Boon Lay (East),2013,4,20,0,,,,29.9,33.2,26.8,6.7,26.3
Boon Lay (East),2013,4,21,19.4,,,,27.2,32.2,23.4,5.5,57.6
Boon Lay (East),2013,4,22,0,,,,28.7,34.4,24.4,6.3,28.8
Boon Lay (East),2013,4,23,15,,,,28.5,32.3,24.1,5.1,31
Boon Lay (East),2013,4,24,0,,,,29.1,34,26.5,5.3,27.4
Boon Lay (East),2013,4,25,0,,,,29.6,34.9,26.4,4.7,22
Boon Lay (East),2013,4,26,54.6,,,,27.7,31.3,23.4,5.2,54
Boon Lay (East),2013,4,27,19.6,,,,28.4,32.3,24.6,4.6,19.4
Boon Lay (East),2013,4,28,2.6,,,,26.8,27.9,24.8,3.9,29.9
Boon Lay (East),2013,4,29,0,,,,28.6,32.1,25.5,5.7,36
Boon Lay (East),2013,4,30,0,,,,29.6,33.5,25.9,5.6,31.3
Boon Lay (East),2013,5,1,0,,,,29,31.3,27.1,5.5,26.3
Boon Lay (East),2013,5,2,6.2,,,,28.9,32.4,26.8,5.2,27
Boon Lay (East),2013,5,3,2,,,,28.5,31.9,25.8,5.4,28.4
Boon Lay (East),2013,5,4,1.4,,,,29.3,33.4,25.2,6.5,29.9
Boon Lay (East),2013,5,5,25.6,,,,28.1,31.8,25.1,4.5,33.8
Boon Lay (East),2013,5,6,5.4,,,,28.3,32.3,25.9,4.4,20.5
