Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Sentosa Island,2021,9,1,    15.0,    13.0,    14.2,    14.6,    28.0,    32.2,    24.4,     9.1,    34.6
Sentosa Island,2021,9,2,    34.2,    19.0,    26.0,    29.6,    26.2,    27.9,    23.9,     7.0,    40.0
Sentosa Island,2021,9,3,     0.0,     0.0,     0.0,     0.0,    28.4,    31.4,    25.8,     4.8,    19.1
Sentosa Island,2021,9,4,     2.8,     2.8,     2.8,     2.8,    28.7,    34.0,    24.7,     6.0,    32.4
Sentosa Island,2021,9,5,     0.0,     0.0,     0.0,     0.0,    29.1,    34.3,    26.4,     6.0,    23.3
Sentosa Island,2021,9,6,     3.2,     3.2,     3.2,     3.2,    28.5,    33.8,    24.5,     4.3,    35.2
Sentosa Island,2021,9,7,     0.4,     0.2,     0.4,     0.4,    28.4,    31.7,    25.8,     5.5,    32.4
Sentosa Island,2021,9,8,    11.0,     8.4,     9.2,    10.2,    28.1,    30.8,    23.3,     9.5,    40.4
Sentosa Island,2021,9,9,     0.0,     0.0,     0.0,     0.0,    29.2,    31.7,    27.5,     6.8,    23.0
Sentosa Island,2021,9,10,    32.2,    24.4,    31.2,    32.0,    27.4,    30.1,    23.3,     6.1,    47.6
Sentosa Island,2021,9,11,     0.0,     0.0,     0.0,     0.0,    29.1,    32.6,    26.6,     5.6,    27.0
Sentosa Island,2021,9,12,     0.0,     0.0,     0.0,     0.0,    29.2,    31.7,    27.7,     5.3,    27.4
Sentosa Island,2021,9,13,     0.4,     0.2,     0.2,     0.2,    27.9,    28.9,    26.6,     5.7,    30.9
Sentosa Island,2021,9,14,     0.2,     0.2,     0.2,     0.2,    28.5,    30.6,    27.5,     5.6,    19.8
Sentosa Island,2021,9,15,     0.0,     0.0,     0.0,     0.0,    29.0,    34.0,    27.0,     6.5,    35.2
Sentosa Island,2021,9,16,     3.8,     3.0,     3.8,     3.8,    28.6,    32.5,    25.5,     7.0,    30.9
Sentosa Island,2021,9,17,     0.0,     0.0,     0.0,     0.0,    29.5,    34.8,    27.4,     7.0,    30.2
Sentosa Island,2021,9,18,     0.0,     0.0,     0.0,     0.0,    29.1,    34.7,    27.6,     5.6,    33.2
Sentosa Island,2021,9,19,     7.8,     7.2,     7.2,     7.2,    27.8,    28.6,    24.7,     6.0,    35.2
Sentosa Island,2021,9,20,     9.8,     9.8,     9.8,     9.8,    28.8,    31.9,    23.9,     6.7,    25.6
Sentosa Island,2021,9,21,     1.4,     1.4,     1.4,     1.4,    29.3,    32.6,    27.5,     5.7,    23.0
Sentosa Island,2021,9,22,     1.0,     1.0,     1.0,     1.0,    28.8,    31.6,    25.2,     6.7,    32.0
Sentosa Island,2021,9,23,     5.0,     4.4,     5.0,     5.0,    28.5,    32.3,    24.6,     6.1,    39.3
Sentosa Island,2021,9,24,     0.0,     0.0,     0.0,     0.0,    29.3,    33.2,    27.0,     4.7,    26.7
Sentosa Island,2021,9,25,     0.2,     0.2,     0.2,     0.2,    29.4,    32.4,    27.7,     5.1,    18.7
Sentosa Island,2021,9,26,    10.2,     6.6,     6.6,     6.6,    29.2,    32.8,    25.5,     5.9,    29.8
Sentosa Island,2021,9,27,    19.2,     9.6,    10.0,    10.0,    26.9,    30.9,    24.9,     4.3,    23.0
Sentosa Island,2021,9,28,    18.8,    16.8,    18.8,    18.8,    27.7,    31.7,    24.6,     4.0,    22.4
Sentosa Island,2021,9,29,     0.0,     0.0,     0.0,     0.0,    28.6,    32.0,    25.8,     5.1,    23.0
Sentosa Island,2021,9,30,    40.0,    18.8,    21.8,    27.2,    26.8,    29.0,    24.0,     8.3,    48.2
