Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Clementi,2022,10,1,    15.2,    10.2,    15.0,    15.2,    27.1,    33.1,    24.4,     3.8,    25.2
Clementi,2022,10,2,    16.8,    10.0,    10.0,    10.0,    26.8,    33.9,    22.6,     3.8,    22.4
Clementi,2022,10,3,    55.6,    32.4,    46.8,    50.6,    26.1,    31.8,    23.0,     3.1,    21.7
Clementi,2022,10,4,     1.8,     0.8,     1.2,     1.8,    26.4,    30.2,    24.4,     3.9,    19.4
Clementi,2022,10,5,    74.0,    23.2,    35.0,    61.8,    26.2,    29.4,    23.1,     3.8,    25.6
Clementi,2022,10,6,     7.6,     6.4,     6.4,     6.4,    26.0,    30.4,    24.2,     3.4,    23.7
Clementi,2022,10,7,    12.2,     3.6,     6.0,     7.6,    25.2,    28.4,    23.5,     4.1,    27.0
Clementi,2022,10,8,     0.0,     0.0,     0.0,     0.0,    26.9,    31.7,    23.8,     4.3,    20.6
Clementi,2022,10,9,     1.2,     0.4,     0.6,     1.2,    27.7,    31.6,    24.9,     3.6,    17.2
Clementi,2022,10,10,     2.6,     2.0,     2.0,     2.4,    26.7,    29.0,    23.5,     4.8,    45.4
Clementi,2022,10,11,     1.8,     0.8,     1.4,     1.8,    28.3,    32.8,    24.9,     4.2,    22.4
Clementi,2022,10,12,    37.2,    13.2,    15.4,    27.4,    26.2,    29.5,    22.5,     5.0,    24.8
Clementi,2022,10,13,     0.0,     0.0,     0.0,     0.0,    28.6,    33.0,    25.4,     4.2,    21.3
Clementi,2022,10,14,     5.0,     4.8,     4.8,     4.8,    27.7,    30.7,    24.3,     5.6,    23.7
Clementi,2022,10,15,     0.0,     0.0,     0.0,     0.0,    28.7,    32.5,    26.1,     6.0,    22.4
Clementi,2022,10,16,    96.8,    31.2,    50.8,    71.4,    27.0,    31.4,    22.2,     4.1,    32.0
Clementi,2022,10,17,    13.8,    11.0,    12.8,    13.2,    27.5,    32.2,    23.4,     4.0,    23.0
Clementi,2022,10,18,     0.0,     0.0,     0.0,     0.0,    28.3,    31.6,    25.5,     4.0,    16.9
Clementi,2022,10,19,     1.6,     1.2,     1.2,     1.2,    28.8,    33.6,    26.9,     4.0,    17.6
Clementi,2022,10,20,     0.0,     0.0,     0.0,     0.0,    29.6,    34.0,    26.7,     3.9,    19.8
Clementi,2022,10,21,    17.8,     8.8,    11.2,    16.0,    26.5,    29.6,    23.8,     3.4,    23.0
Clementi,2022,10,22,     2.2,     0.8,     1.2,     1.4,    26.6,    32.0,    24.4,     4.7,    19.8
Clementi,2022,10,23,     0.2,     0.2,     0.2,     0.2,    26.8,    30.3,    24.0,     4.6,    22.6
Clementi,2022,10,24,     0.4,     0.2,     0.4,     0.4,    27.4,    30.8,    25.6,     4.1,    20.6
Clementi,2022,10,25,    10.4,     3.2,     4.4,     7.8,    26.9,    32.0,    23.3,     4.5,    25.2
Clementi,2022,10,26,     9.4,     3.8,     4.8,     5.8,    25.8,    29.1,    23.0,     4.5,    26.7
Clementi,2022,10,27,     1.8,     1.8,     1.8,     1.8,    27.6,    32.1,    24.1,     7.1,    27.4
Clementi,2022,10,28,     1.6,     0.6,     0.6,     1.0,    27.9,    32.8,    25.0,     6.1,    22.0
Clementi,2022,10,29,     0.0,     0.0,     0.0,     0.0,    27.9,    32.1,    25.3,     4.3,    21.7
Clementi,2022,10,30,    66.4,    30.2,    42.6,    54.0,    28.0,    32.8,    23.2,     4.9,    40.7
Clementi,2022,10,31,     2.8,     9.2,    39.4,    43.6,    27.3,    31.9,    23.3,     4.9,    21.3
