Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Sembawang,2021,3,1,     0.0,     0.0,     0.0,     0.0,-,    34.2,    24.5,-,-
Sembawang,2021,3,2,     0.0,     0.0,     0.0,     0.0,-,    34.5,    24.9,-,-
Sembawang,2021,3,3,     0.0,     0.0,     0.0,     0.0,-,    34.1,    25.0,-,-
Sembawang,2021,3,4,     0.0,     0.0,     0.0,     0.0,-,    34.4,    25.5,-,-
Sembawang,2021,3,5,     0.0,     0.0,     0.0,     0.0,-,    34.6,    26.0,-,-
Sembawang,2021,3,6,     1.0,     1.0,     1.0,     1.0,-,-,-,-,-
Sembawang,2021,3,7,    38.5,    15.3,    26.1,    32.2,-,-,-,-,-
Sembawang,2021,3,8,     0.0,     0.0,     0.0,     0.0,-,    33.9,    21.5,-,-
Sembawang,2021,3,9,     0.0,     0.0,     0.0,     0.0,-,    33.2,    23.8,-,-
Sembawang,2021,3,10,     0.0,     0.0,     0.0,     0.0,-,    33.9,    22.8,-,-
Sembawang,2021,3,11,     0.0,     0.0,     0.0,     0.0,-,    33.1,    24.7,-,-
Sembawang,2021,3,12,    22.1,    10.0,    13.9,    13.9,-,    30.7,    24.1,-,-
Sembawang,2021,3,13,    37.3,    25.1,    30.8,    32.4,-,-,-,-,-
Sembawang,2021,3,14,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Sembawang,2021,3,15,    14.5,    12.5,    13.1,    14.5,-,    32.9,    24.4,-,-
Sembawang,2021,3,16,     3.4,     3.4,     3.4,     3.4,-,    32.8,    24.1,-,-
Sembawang,2021,3,17,    33.0,    20.9,    31.0,    33.0,-,    33.4,    23.3,-,-
Sembawang,2021,3,18,    41.2,    31.8,    38.0,    41.2,-,    33.0,    23.8,-,-
Sembawang,2021,3,19,    14.7,    13.7,    14.7,    14.7,-,    33.2,    23.8,-,-
Sembawang,2021,3,20,     9.2,     4.4,     7.8,     9.2,-,-,-,-,-
Sembawang,2021,3,21,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Sembawang,2021,3,22,     0.6,     0.6,     0.6,     0.6,-,    34.1,    24.3,-,-
Sembawang,2021,3,23,     1.0,     0.4,     0.6,     0.8,-,    33.1,    24.0,-,-
Sembawang,2021,3,24,     7.8,     2.6,     2.8,     3.2,-,    31.0,    24.5,-,-
Sembawang,2021,3,25,     0.2,     0.2,     0.2,     0.2,-,    28.7,    24.0,-,-
Sembawang,2021,3,26,     0.0,     0.0,     0.0,     0.0,-,    32.9,    24.2,-,-
Sembawang,2021,3,27,     3.6,     1.6,     2.0,     3.4,-,    31.7,    23.7,-,-
Sembawang,2021,3,28,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Sembawang,2021,3,29,    21.1,     6.8,    11.1,    17.9,-,    32.4,    23.7,-,-
Sembawang,2021,3,30,     0.0,     0.0,     0.0,     0.0,-,    33.9,    23.4,-,-
Sembawang,2021,3,31,     2.6,     1.2,     2.0,     2.6,-,    33.7,    24.1,-,-
