Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Marina Barrage,2021,6,1,     0.0,     0.0,     0.0,     0.0,    30.1,    34.1,    28.3,     5.4,    29.8
Marina Barrage,2021,6,2,     1.2,     1.0,     1.2,     1.2,    29.8,    33.6,    28.1,     4.9,    23.7
Marina Barrage,2021,6,3,     0.0,     0.0,     0.0,     0.0,    30.9,    35.0,    28.6,     5.6,    28.2
Marina Barrage,2021,6,4,     2.4,     2.2,     2.2,     2.2,    30.5,    35.5,    28.8,     4.7,    25.2
Marina Barrage,2021,6,5,     1.4,     1.2,     1.4,     1.4,    30.2,    33.5,    27.7,     7.2,    29.4
Marina Barrage,2021,6,6,     0.0,     0.0,     0.0,     0.0,    30.6,    34.7,    27.5,     6.8,    23.7
Marina Barrage,2021,6,7,     2.6,     2.6,     2.6,     2.6,    30.4,    33.5,    26.5,     9.1,    32.4
Marina Barrage,2021,6,8,     0.0,     0.0,     0.0,     0.0,    30.4,    33.4,    28.6,     7.3,    26.7
Marina Barrage,2021,6,9,     0.0,     0.0,     0.0,     0.0,    29.8,    33.1,    28.5,     6.1,    30.2
Marina Barrage,2021,6,10,    11.2,     6.6,    10.2,    10.4,    29.0,    34.3,    24.9,     5.7,    26.3
Marina Barrage,2021,6,11,     0.0,     0.0,     0.2,     0.8,    29.5,    33.7,    25.7,     5.8,    23.7
Marina Barrage,2021,6,12,     0.4,     0.4,     0.4,     0.4,    30.3,    34.8,    28.0,     6.3,    22.6
Marina Barrage,2021,6,13,    12.4,     9.0,    10.2,    10.8,    29.5,    33.7,    25.6,     7.9,    36.7
Marina Barrage,2021,6,14,     0.0,     0.0,     0.0,     0.0,    29.9,    34.0,    27.4,     4.1,    25.2
Marina Barrage,2021,6,15,     1.2,     1.0,     1.2,     1.2,    28.7,    33.6,    26.6,     5.4,    39.3
Marina Barrage,2021,6,16,     0.0,     0.0,     0.0,     0.0,    29.0,    32.7,    26.3,     6.4,    31.3
Marina Barrage,2021,6,17,    11.2,    11.2,    11.2,    11.2,    29.8,    34.8,    25.5,     6.4,    26.3
Marina Barrage,2021,6,18,    33.4,    24.2,    29.0,    29.8,    27.3,    29.3,    24.8,     5.1,    33.2
Marina Barrage,2021,6,19,     0.6,     0.4,     0.6,     0.6,    28.8,    34.2,    26.3,     4.9,    30.2
Marina Barrage,2021,6,20,    20.0,    14.6,    17.4,    19.4,    28.4,    34.2,    23.3,     5.6,    45.0
Marina Barrage,2021,6,21,     0.2,     0.2,     0.2,     0.6,    29.4,    34.4,    25.0,     6.0,    22.6
Marina Barrage,2021,6,22,     0.0,     0.0,     0.0,     0.0,    29.3,    33.0,    25.0,     6.9,    27.4
Marina Barrage,2021,6,23,     0.0,     0.0,     0.0,     0.0,    29.6,    33.9,    25.4,     7.4,    27.8
Marina Barrage,2021,6,24,     1.2,     0.8,     1.0,     1.2,    29.5,    33.6,    26.4,     5.6,    26.7
Marina Barrage,2021,6,25,     2.0,     1.8,     1.8,     1.8,    28.8,    33.5,    24.9,     5.7,    33.5
Marina Barrage,2021,6,26,     8.4,     6.8,     8.4,     8.4,    28.9,    32.6,    25.6,     5.5,    27.4
Marina Barrage,2021,6,27,     0.6,     0.4,     0.4,     0.6,    28.2,    29.7,    26.8,     7.0,    22.0
Marina Barrage,2021,6,28,     0.0,     0.0,     0.0,     0.0,    29.8,    33.7,    26.8,     5.0,    20.9
Marina Barrage,2021,6,29,    20.6,     6.6,    10.0,    12.6,    28.5,    32.3,    25.0,     5.7,    35.0
Marina Barrage,2021,6,30,     0.2,     0.4,     1.4,     6.2,    29.0,    33.7,    24.8,     7.7,    23.7
