Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Tengah,2007,8,1,2.7,—,—,—,—,29.2,23,7.1,—
Tengah,2007,8,2,0,—,—,—,27,31.7,23.6,9.9,—
Tengah,2007,8,3,0,—,—,—,27.3,32.3,22.8,9.9,—
Tengah,2007,8,4,0,—,—,—,—,32.1,23,12.2,—
Tengah,2007,8,5,0,—,—,—,27.6,31.6,24,9.9,—
Tengah,2007,8,6,0,—,—,—,—,32.3,24,11.5,—
Tengah,2007,8,7,0,—,—,—,27.9,32.3,23.4,11.4,—
Tengah,2007,8,8,20.5,—,—,—,28.2,32.6,23.6,13.2,—
Tengah,2007,8,9,0,—,—,—,26.8,30.5,22.1,10.8,—
Tengah,2007,8,10,0,—,—,—,28.6,32.2,25.5,11.3,—
Tengah,2007,8,11,7.4,—,—,—,28.4,31.9,25.2,11.9,—
Tengah,2007,8,12,36.8,—,—,—,27.6,33,21.2,11.4,—
Tengah,2007,8,13,0,—,—,—,—,32.3,22.5,8.2,—
Tengah,2007,8,14,1.2,—,—,—,26.8,32.7,23.7,8.2,—
Tengah,2007,8,15,28.3,—,—,—,27.2,31.8,23.5,9.4,—
Tengah,2007,8,16,167.8,—,—,—,25.8,29.2,22.5,9.8,—
Tengah,2007,8,17,47.5,—,—,—,24.9,28,22.5,6.5,—
Tengah,2007,8,18,43,—,—,—,24,27.9,21.3,5.3,—
Tengah,2007,8,19,4.2,—,—,—,24.6,32,22.3,10.6,—
Tengah,2007,8,20,0.7,—,—,—,25.4,29.7,22.3,10.9,—
Tengah,2007,8,21,0.4,—,—,—,27,31.7,23,8.6,—
Tengah,2007,8,22,0.9,—,—,—,25.8,28.4,23.6,7.3,—
Tengah,2007,8,23,7.8,—,—,—,27.1,31.8,23.8,9,—
Tengah,2007,8,24,11.7,—,—,—,26,29.5,23.1,6.9,—
Tengah,2007,8,25,10.8,—,—,—,26.4,32.1,23.2,10.2,—
Tengah,2007,8,26,0,—,—,—,26.6,30.9,23.1,7,—
Tengah,2007,8,27,0.9,—,—,—,26.4,30.6,23.3,7,—
Tengah,2007,8,28,53.3,—,—,—,24.8,27.3,23,5.3,—
Tengah,2007,8,29,5.1,—,—,—,26.5,31.4,23.3,9.1,—
Tengah,2007,8,30,24.3,—,—,—,25.2,29,23.3,6.7,—
Tengah,2007,8,31,0,—,—,—,27,32.5,22.3,9.8,—
