Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Admiralty,2021,3,1,     0.0,     0.0,     0.0,     0.0,    28.0,    34.0,    25.0,    20.4,    41.9
Admiralty,2021,3,2,     0.0,     0.0,     0.0,     0.0,    27.9,    33.1,    24.5,    23.1,    48.9
Admiralty,2021,3,3,     0.0,     0.0,     0.0,     0.0,    28.3,    33.2,    25.1,    23.5,    45.7
Admiralty,2021,3,4,     0.0,     0.0,     0.0,     0.0,    28.1,    32.9,    25.6,    23.7,    52.6
Admiralty,2021,3,5,     0.0,     0.0,     0.0,     0.0,    28.4,    33.0,    26.0,    24.1,    47.2
Admiralty,2021,3,6,     7.4,     4.2,     5.6,     5.6,    27.8,    32.2,    25.4,    24.9,    50.7
Admiralty,2021,3,7,    70.8,    30.0,    39.4,    62.8,    25.6,    30.9,    22.9,    15.9,    51.5
Admiralty,2021,3,8,     0.0,     0.0,     0.0,     0.0,    27.3,    33.3,    23.5,    17.9,    47.2
Admiralty,2021,3,9,     0.0,     0.0,     0.0,     0.0,    27.4,    31.9,    24.4,    23.1,    51.9
Admiralty,2021,3,10,     0.0,     0.0,     0.0,     0.0,    27.7,    33.2,    24.2,    22.6,    53.7
Admiralty,2021,3,11,     0.0,     0.0,     0.0,     0.0,    27.7,    32.2,    25.1,    23.2,    56.1
Admiralty,2021,3,12,-,-,-,-,-,-,-,-,-
Admiralty,2021,3,13,-,-,-,-,-,-,-,-,-
Admiralty,2021,3,14,-,-,-,-,-,-,-,-,-
Admiralty,2021,3,15,-,-,-,-,-,-,-,-,-
Admiralty,2021,3,16,-,-,-,-,-,-,-,-,-
Admiralty,2021,3,17,-,-,-,-,-,-,-,-,-
Admiralty,2021,3,18,-,-,-,-,-,-,-,-,-
Admiralty,2021,3,19,     0.0,-,-,-,-,-,-,-,-
Admiralty,2021,3,20,     0.8,     0.4,     0.8,     0.8,    27.7,    33.1,    25.8,    17.9,    35.0
Admiralty,2021,3,21,     0.0,     0.0,     0.0,     0.0,    28.2,    35.3,    25.4,    16.4,    35.2
Admiralty,2021,3,22,     0.0,     0.0,     0.0,     0.0,    28.1,    33.3,    25.3,    21.5,    62.6
Admiralty,2021,3,23,    12.2,    10.4,    10.4,    10.4,    27.1,    32.5,    23.5,    18.4,    55.0
Admiralty,2021,3,24,    16.8,    11.4,    11.6,    11.8,    25.4,    31.2,    24.2,    13.7,    46.5
Admiralty,2021,3,25,     0.0,     0.0,     0.0,     0.0,    25.9,    28.2,    24.2,    18.4,    46.1
Admiralty,2021,3,26,     0.0,     0.0,     0.0,     0.0,    28.0,    33.2,    25.5,    20.3,    45.0
Admiralty,2021,3,27,     5.2,     1.8,     3.0,     4.4,    26.4,    31.5,    23.8,    16.1,    38.2
Admiralty,2021,3,28,     8.8,     8.8,     8.8,     8.8,    28.2,    33.5,    24.3,    13.5,    32.4
Admiralty,2021,3,29,    29.2,    20.4,    24.0,    27.6,    26.5,    32.0,    23.4,    13.8,    35.6
Admiralty,2021,3,30,     0.2,     0.2,     0.2,     0.2,    27.7,    34.0,    24.5,    14.2,    42.8
Admiralty,2021,3,31,     2.8,     1.6,     2.4,     2.8,    28.4,    32.5,    24.1,    12.8,    42.8
