Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Tai Seng,1991,12,1,0,—,—,—,—,—,—,—,—
Tai Seng,1991,12,2,0,—,—,—,—,—,—,—,—
Tai Seng,1991,12,3,9.4,—,—,—,—,—,—,—,—
Tai Seng,1991,12,4,21.9,—,—,—,—,—,—,—,—
Tai Seng,1991,12,5,25.7,—,—,—,—,—,—,—,—
Tai Seng,1991,12,6,23.4,—,—,—,—,—,—,—,—
Tai Seng,1991,12,7,58.2,—,—,—,—,—,—,—,—
Tai Seng,1991,12,8,11.6,—,—,—,—,—,—,—,—
Tai Seng,1991,12,9,3.4,—,—,—,—,—,—,—,—
Tai Seng,1991,12,10,10.7,—,—,—,—,—,—,—,—
Tai Seng,1991,12,11,0,—,—,—,—,—,—,—,—
Tai Seng,1991,12,12,0,—,—,—,—,—,—,—,—
Tai Seng,1991,12,13,0,—,—,—,—,—,—,—,—
Tai Seng,1991,12,14,9.2,—,—,—,—,—,—,—,—
Tai Seng,1991,12,15,36.1,—,—,—,—,—,—,—,—
Tai Seng,1991,12,16,0,—,—,—,—,—,—,—,—
Tai Seng,1991,12,17,0,—,—,—,—,—,—,—,—
Tai Seng,1991,12,18,15.3,—,—,—,—,—,—,—,—
Tai Seng,1991,12,19,11.4,—,—,—,—,—,—,—,—
Tai Seng,1991,12,20,6.5,—,—,—,—,—,—,—,—
Tai Seng,1991,12,21,13,—,—,—,—,—,—,—,—
Tai Seng,1991,12,22,67.7,—,—,—,—,—,—,—,—
Tai Seng,1991,12,23,57.9,—,—,—,—,—,—,—,—
Tai Seng,1991,12,24,0,—,—,—,—,—,—,—,—
Tai Seng,1991,12,25,1.3,—,—,—,—,—,—,—,—
Tai Seng,1991,12,26,44.5,—,—,—,—,—,—,—,—
Tai Seng,1991,12,27,0,—,—,—,—,—,—,—,—
Tai Seng,1991,12,28,68.7,—,—,—,—,—,—,—,—
Tai Seng,1991,12,29,1.8,—,—,—,—,—,—,—,—
Tai Seng,1991,12,30,0.6,—,—,—,—,—,—,—,—
Tai Seng,1991,12,31,1.6,—,—,—,—,—,—,—,—
