Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Tai Seng,2023,11,1,     0.0,     0.0,     0.0,     0.0,    29.0,    34.2,    27.3,     5.6,    25.9
Tai Seng,2023,11,2,     0.0,     0.0,     0.0,     0.0,    29.8,    34.9,    26.8,     5.1,    18.3
Tai Seng,2023,11,3,     0.0,     0.0,     0.0,     0.0,    30.1,    33.8,    27.3,     6.1,    27.0
Tai Seng,2023,11,4,     0.0,     0.0,     0.0,     0.0,    29.4,    32.8,    27.8,     6.1,    29.4
Tai Seng,2023,11,5,    24.6,    15.8,    22.4,    23.0,    28.7,    33.1,    24.4,     5.0,    41.1
Tai Seng,2023,11,6,     0.0,     0.0,     0.0,     0.0,    29.0,    33.3,    27.2,     5.0,    23.3
Tai Seng,2023,11,7,     2.0,     1.8,     1.8,     1.8,    28.3,    32.8,    25.5,     4.6,    33.2
Tai Seng,2023,11,8,     0.0,     0.0,     0.0,     0.0,    28.6,    31.8,    26.3,     4.8,    24.1
Tai Seng,2023,11,9,    15.4,     7.6,     9.0,     9.2,    28.1,    32.8,    25.5,     5.6,    21.3
Tai Seng,2023,11,10,     4.2,     3.8,     4.2,     4.2,    28.3,    33.0,    26.4,     5.6,    25.6
Tai Seng,2023,11,11,     0.0,     0.0,     0.0,     0.0,    29.7,    34.2,    26.8,     5.6,    23.0
Tai Seng,2023,11,12,    13.6,    10.4,    12.2,    12.6,    28.5,    34.3,    25.3,     6.3,    40.0
Tai Seng,2023,11,13,     0.0,     0.0,     0.0,     0.0,    29.1,    33.8,    26.7,     5.6,    28.9
Tai Seng,2023,11,14,    25.4,    21.2,    23.6,    25.4,    27.7,    32.4,    25.0,     6.6,    46.9
Tai Seng,2023,11,15,     1.4,     1.4,     1.4,     1.4,    28.4,    33.7,    26.2,     6.0,    33.9
Tai Seng,2023,11,16,     0.2,     0.2,     0.2,     0.2,    28.2,    33.1,    26.2,     6.0,    28.9
Tai Seng,2023,11,17,    37.2,    34.2,    37.0,    37.2,    27.9,    35.0,    23.8,     6.9,    39.6
Tai Seng,2023,11,18,    17.0,    14.0,    16.0,    16.2,    28.7,    32.8,    25.3,     9.7,    33.2
Tai Seng,2023,11,19,     0.0,     0.0,     0.0,     0.0,    27.8,    29.2,    26.6,     9.0,    29.8
Tai Seng,2023,11,20,    16.2,    13.0,    15.8,    16.2,    28.2,    32.8,    24.5,     7.0,    32.4
Tai Seng,2023,11,21,    70.8,    43.6,    64.8,    69.2,    27.2,    31.1,    24.7,     6.0,    42.0
Tai Seng,2023,11,22,     0.0,     0.0,     0.0,     0.0,    28.0,    30.9,    25.7,     5.6,    23.7
Tai Seng,2023,11,23,     5.4,     5.0,     5.2,     5.4,    27.9,    32.4,    25.2,     7.7,    32.8
Tai Seng,2023,11,24,     1.6,     0.8,     1.0,     1.2,    27.6,    31.7,    25.8,     7.7,    27.0
Tai Seng,2023,11,25,     3.2,     1.6,     2.6,     3.0,    27.4,    31.4,    26.3,     6.3,    33.5
Tai Seng,2023,11,26,     2.0,     0.8,     1.2,     1.4,    27.0,    31.8,    24.6,     6.5,    27.8
Tai Seng,2023,11,27,    14.0,    13.8,    13.8,    14.0,    27.2,    32.6,    25.4,     4.7,    25.9
Tai Seng,2023,11,28,     2.6,     1.6,     1.6,     2.2,    27.7,    32.6,    25.8,     7.3,    34.3
Tai Seng,2023,11,29,     0.4,     0.4,     0.4,     0.4,    27.9,    32.8,    26.0,     6.4,    22.6
Tai Seng,2023,11,30,    35.4,     8.6,    11.2,    11.4,    27.3,    32.6,    25.1,     8.4,    44.6
