Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Choa Chu Kang (South),2021,8,1,    97.8,    45.2,    61.6,    97.0,    26.9,    31.2,    22.9,     8.3,    28.9
Choa Chu Kang (South),2021,8,2,     0.8,     0.2,     0.4,     0.6,    27.9,    32.5,    25.2,     9.3,    30.2
Choa Chu Kang (South),2021,8,3,     8.2,     7.2,     8.0,     8.0,    28.5,    33.2,    22.4,     9.8,    35.6
Choa Chu Kang (South),2021,8,4,     6.8,     3.4,     6.0,     6.8,    27.2,    29.6,    23.1,     9.5,    45.0
Choa Chu Kang (South),2021,8,5,     0.0,     0.0,     0.0,     0.0,    29.1,    32.3,    26.2,    10.6,    32.0
Choa Chu Kang (South),2021,8,6,     0.0,     0.0,     0.0,     0.0,    28.6,    32.5,    26.4,    11.0,    41.1
Choa Chu Kang (South),2021,8,7,     1.2,     1.2,     1.2,     1.2,    27.9,    33.6,    25.5,     9.0,    28.5
Choa Chu Kang (South),2021,8,8,     0.4,     0.2,     0.2,     0.2,    26.8,    33.5,    24.3,     9.3,    32.4
Choa Chu Kang (South),2021,8,9,     0.0,     0.0,     0.0,     0.0,    28.5,    34.1,    23.9,     9.1,    25.6
Choa Chu Kang (South),2021,8,10,     0.2,     0.2,     0.2,     0.2,    29.3,    32.9,    26.9,    10.2,    31.7
Choa Chu Kang (South),2021,8,11,     2.8,     2.8,     2.8,     2.8,    28.5,    31.1,    26.3,    10.0,    31.7
Choa Chu Kang (South),2021,8,12,     5.8,     5.6,     5.8,     5.8,    28.2,    31.4,    25.4,    10.5,    35.6
Choa Chu Kang (South),2021,8,13,     0.0,     0.0,     0.0,     0.0,    27.5,    32.4,    25.2,    10.3,    35.9
Choa Chu Kang (South),2021,8,14,    52.6,    37.0,    40.8,    44.2,    26.5,    33.1,    24.0,     8.4,    37.4
Choa Chu Kang (South),2021,8,15,    16.4,    11.4,    11.4,    14.2,    27.2,    32.2,    24.0,     9.0,    42.0
Choa Chu Kang (South),2021,8,16,     1.4,     0.8,     0.8,     6.2,    27.5,    31.9,    24.2,     7.7,    24.8
Choa Chu Kang (South),2021,8,17,     3.0,     1.4,     2.4,     2.8,    26.2,    30.0,    25.0,     8.6,    25.2
Choa Chu Kang (South),2021,8,18,     6.4,     5.8,     6.2,     6.2,    25.4,    27.6,    23.2,     8.6,    29.8
Choa Chu Kang (South),2021,8,19,    22.4,     3.8,     6.4,     9.8,    26.3,    30.4,    22.3,     9.0,    30.9
Choa Chu Kang (South),2021,8,20,    56.8,    34.8,    47.2,    54.8,    25.1,    26.7,    22.6,     8.5,    24.4
Choa Chu Kang (South),2021,8,21,     0.2,     0.2,     0.2,     0.2,    27.3,    30.5,    24.4,     9.8,    27.8
Choa Chu Kang (South),2021,8,22,     1.6,     0.8,     1.2,     1.2,    26.2,    31.2,    24.1,    10.2,    36.7
Choa Chu Kang (South),2021,8,23,     0.0,     0.0,     0.0,     0.0,    27.1,    32.3,    23.8,     9.8,    29.1
Choa Chu Kang (South),2021,8,24,   109.0,    29.6,    47.0,    52.6,    25.0,    27.5,    22.9,     8.0,    33.5
Choa Chu Kang (South),2021,8,25,    21.0,    20.4,    21.0,    21.0,    25.8,    28.4,    23.2,    11.1,    35.2
Choa Chu Kang (South),2021,8,26,     0.0,     0.0,     0.0,     0.0,    26.9,    31.9,    23.9,    10.4,    33.5
Choa Chu Kang (South),2021,8,27,     0.0,     0.0,     0.0,     0.0,    27.7,    32.2,    24.4,    11.9,    38.9
Choa Chu Kang (South),2021,8,28,     0.0,     0.0,     0.0,     0.0,    28.7,    32.6,    25.9,    11.1,    31.7
Choa Chu Kang (South),2021,8,29,    28.2,    20.2,    24.4,    24.6,    26.3,    31.1,    24.0,    10.0,    31.7
Choa Chu Kang (South),2021,8,30,    85.2,    44.0,    58.6,    63.4,    25.3,    28.4,    22.9,     9.0,    31.7
Choa Chu Kang (South),2021,8,31,    53.4,    17.2,    27.2,    43.4,    26.7,    31.7,    23.4,     8.5,    23.7
