Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Khatib,2020,9,1,     4.2,     4.0,     4.0,     4.0,    27.4,    32.4,    24.9,     3.9,    27.4
Khatib,2020,9,2,    25.2,    14.6,    15.0,    15.4,    27.0,    33.0,    24.5,     3.0,    18.0
Khatib,2020,9,3,     9.4,     7.0,     7.2,     7.6,    25.5,    30.2,    24.1,     2.4,    22.4
Khatib,2020,9,4,     5.2,     4.6,     4.6,     4.6,    26.0,    31.1,    23.8,     3.0,    21.3
Khatib,2020,9,5,    18.2,     5.4,     7.4,     9.8,    24.0,    25.4,    23.0,     2.5,    22.6
Khatib,2020,9,6,    27.0,    11.2,    18.8,    25.4,    25.1,    31.5,    22.9,     2.9,    27.8
Khatib,2020,9,7,     0.2,     0.2,     0.2,     0.2,    26.8,    31.8,    23.2,     4.7,    24.4
Khatib,2020,9,8,     0.0,     0.0,     0.0,     0.0,    26.9,    31.5,    23.8,     3.9,    24.4
Khatib,2020,9,9,     0.0,     0.0,     0.0,     0.0,    27.3,    32.5,    24.4,     3.3,    24.8
Khatib,2020,9,10,     1.6,     1.6,     1.6,     1.6,    26.3,    31.2,    24.3,     2.1,    15.7
Khatib,2020,9,11,    15.6,    13.6,    14.4,    14.6,    26.7,    31.7,    22.8,     2.7,    23.0
Khatib,2020,9,12,     8.0,     6.2,     6.4,     7.0,    24.5,    30.5,    22.4,     2.0,    25.9
Khatib,2020,9,13,    16.2,     8.6,    11.2,    14.0,    23.7,    27.9,    22.0,     3.1,    32.0
Khatib,2020,9,14,    14.4,    12.0,    13.0,    13.6,    24.3,    29.8,    22.1,     2.4,    22.0
Khatib,2020,9,15,     0.0,     0.0,     0.0,     0.0,    26.5,    31.4,    22.9,     2.9,    22.0
Khatib,2020,9,16,     6.4,     2.4,     4.2,     6.0,    25.5,    29.7,    21.0,     2.8,    30.9
Khatib,2020,9,17,     0.0,     0.0,     0.0,     0.0,    27.0,    33.6,    23.0,     3.0,    26.3
Khatib,2020,9,18,     0.0,     0.0,     0.0,     0.0,    27.7,    32.0,    23.7,     4.4,    26.7
Khatib,2020,9,19,    31.8,    16.0,    24.0,    27.2,    27.5,    32.7,    22.5,     3.6,    29.4
Khatib,2020,9,20,     2.2,     1.8,     2.0,     2.0,    27.7,    31.7,    25.2,     4.0,    32.8
Khatib,2020,9,21,     2.2,     1.0,     1.4,     1.6,    25.3,    29.0,    24.0,     2.9,    19.8
Khatib,2020,9,22,     3.2,     2.0,     2.0,     2.0,    26.2,    31.8,    23.6,     2.8,    18.7
Khatib,2020,9,23,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Khatib,2020,9,24,-,-,-,-,-,-,-,-,-
Khatib,2020,9,25,-,-,-,-,-,-,-,-,-
Khatib,2020,9,26,-,-,-,-,-,-,-,-,-
Khatib,2020,9,27,-,-,-,-,-,-,-,-,-
Khatib,2020,9,28,-,-,-,-,-,-,-,-,-
Khatib,2020,9,29,-,-,-,-,-,-,-,-,-
Khatib,2020,9,30,-,-,-,-,-,-,-,-,-
