Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Seletar,2006,1,1,1.7,—,—,—,26,31.7,24.4,8.5,—
Seletar,2006,1,2,0,—,—,—,26.5,29.2,24.5,10.1,—
Seletar,2006,1,3,0,—,—,—,27.5,32.2,24.4,8.5,—
Seletar,2006,1,4,9.1,—,—,—,25.7,30.2,23.1,7.3,—
Seletar,2006,1,5,9.5,—,—,—,26,30.8,23.8,7.3,—
Seletar,2006,1,6,11.1,—,—,—,26.1,29.2,23.8,10.5,—
Seletar,2006,1,7,51.3,—,—,—,25.9,28.4,24.3,11,—
Seletar,2006,1,8,85.5,—,—,—,24.8,25.6,23.6,12.8,—
Seletar,2006,1,9,47.3,—,—,—,25.1,27.8,23.5,11.2,—
Seletar,2006,1,10,17.4,—,—,—,25,25.8,23.8,14.2,—
Seletar,2006,1,11,51.7,—,—,—,25.9,29,23.2,15.9,—
Seletar,2006,1,12,34.9,—,—,—,23.6,25,22.5,7.1,—
Seletar,2006,1,13,0,—,—,—,26.4,31,22.4,12.7,—
Seletar,2006,1,14,0,—,—,—,27.4,31.8,24.4,15.7,—
Seletar,2006,1,15,0,—,—,—,27.2,32.1,24.3,15.3,—
Seletar,2006,1,16,0,—,—,—,27,31.4,23.2,9.8,—
Seletar,2006,1,17,0,—,—,—,26.7,31.7,24.3,7.3,—
Seletar,2006,1,18,6.7,—,—,—,26.8,31.8,23.8,8.2,—
Seletar,2006,1,19,3.3,—,—,—,26.9,31.7,24,5,—
Seletar,2006,1,20,18.5,—,—,—,27,32.3,23.8,6.2,—
Seletar,2006,1,21,9.2,—,—,—,26.8,32.5,23.2,7,—
Seletar,2006,1,22,0,—,—,—,27.2,32.7,24.2,9.8,—
Seletar,2006,1,23,0,—,—,—,27.1,31.2,24.7,15.8,—
Seletar,2006,1,24,0,—,—,—,26.7,30.3,24.2,16.1,—
Seletar,2006,1,25,0,—,—,—,27.1,31.5,24.3,19.8,—
Seletar,2006,1,26,0,—,—,—,27.2,31.7,24.1,19.1,—
Seletar,2006,1,27,0,—,—,—,27.2,31.6,24.6,19.3,—
Seletar,2006,1,28,0,—,—,—,27.4,32.3,24,13.1,—
Seletar,2006,1,29,0,—,—,—,27.4,32.5,23.7,12.7,—
Seletar,2006,1,30,0,—,—,—,27.2,32.1,23.9,16.7,—
Seletar,2006,1,31,0,—,—,—,27.5,32.4,23.8,17.1,—
