Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Tai Seng,2021,3,1,     0.0,     0.0,     0.0,     0.0,    28.4,    33.8,    25.7,    14.8,    34.3
Tai Seng,2021,3,2,     0.0,     0.0,     0.0,     0.0,    28.1,    32.7,    25.5,    19.4,    43.2
Tai Seng,2021,3,3,     0.0,     0.0,     0.0,     0.0,    28.6,    32.9,    26.0,    18.2,    45.7
Tai Seng,2021,3,4,     0.0,     0.0,     0.0,     0.0,    28.6,    32.4,    26.3,    19.0,    47.8
Tai Seng,2021,3,5,     0.0,     0.0,     0.0,     0.0,    28.8,    32.9,    26.7,    17.9,    43.2
Tai Seng,2021,3,6,     0.0,     0.0,     0.0,     0.0,    28.8,    33.0,    26.4,    21.3,    48.9
Tai Seng,2021,3,7,    24.4,    15.4,    17.0,    19.8,    26.5,    31.5,    24.1,    15.6,    45.7
Tai Seng,2021,3,8,     0.0,     0.0,     0.0,     0.0,    27.9,    32.8,    25.0,    17.8,    40.7
Tai Seng,2021,3,9,     0.0,     0.0,     0.0,     0.0,    28.1,    31.7,    25.6,    21.2,    50.4
Tai Seng,2021,3,10,     0.0,     0.0,     0.0,     0.0,    28.5,    32.8,    25.9,    21.5,    49.6
Tai Seng,2021,3,11,     0.0,     0.0,     0.0,     0.0,    28.5,    32.3,    26.4,    21.6,    47.6
Tai Seng,2021,3,12,     5.0,     3.0,     3.0,     3.8,    27.2,    31.3,    25.8,    14.9,    31.7
Tai Seng,2021,3,13,    50.6,    36.8,    45.4,    50.2,    27.1,    31.9,    23.8,    16.2,    46.1
Tai Seng,2021,3,14,     0.0,     0.0,     0.0,     0.0,    27.8,    30.7,    25.6,    14.9,    35.0
Tai Seng,2021,3,15,     0.4,     0.4,     0.4,     0.4,    27.8,    31.7,    26.4,    15.4,    35.9
Tai Seng,2021,3,16,     0.0,     0.0,     0.0,     0.0,    28.2,    31.8,    25.9,    13.7,    37.4
Tai Seng,2021,3,17,     6.0,     3.0,     3.0,     6.0,    27.5,    32.6,    24.7,    12.2,    39.3
Tai Seng,2021,3,18,    16.8,    15.8,    16.6,    16.8,    27.6,    32.6,    24.2,    12.5,    36.7
Tai Seng,2021,3,19,     0.0,     0.0,     0.0,     0.0,    28.8,    33.2,    26.4,    13.0,    29.8
Tai Seng,2021,3,20,     1.0,     1.0,     1.0,     1.0,    28.1,    31.8,    25.0,    13.2,    46.5
Tai Seng,2021,3,21,     0.0,     0.0,     0.0,     0.0,    28.7,    33.8,    26.4,    12.9,    30.6
Tai Seng,2021,3,22,     0.0,     0.0,     0.0,     0.0,    28.8,    33.0,    26.9,    17.1,    52.2
Tai Seng,2021,3,23,     7.6,     7.0,     7.0,     7.0,    28.0,    32.4,    25.5,    15.2,    43.2
Tai Seng,2021,3,24,    34.0,    25.8,    28.4,    28.4,    26.6,    31.3,    24.6,    13.8,    29.8
Tai Seng,2021,3,25,     0.6,     0.2,     0.2,     0.2,    26.6,    29.0,    25.3,    14.7,    34.6
Tai Seng,2021,3,26,     0.0,     0.0,     0.0,     0.0,    28.6,    33.5,    26.2,    12.7,    31.3
Tai Seng,2021,3,27,     2.0,     1.4,     1.4,     1.4,    27.6,    31.4,    25.2,    12.0,    35.6
Tai Seng,2021,3,28,     0.0,     0.0,     0.0,     0.0,    28.8,    33.0,    25.9,    10.2,    28.2
Tai Seng,2021,3,29,    88.8,    37.2,    63.4,    73.8,    27.0,    31.8,    23.2,    12.7,    41.5
Tai Seng,2021,3,30,     0.0,     0.0,     0.0,     0.0,    28.4,    33.1,    26.0,    11.8,    35.0
Tai Seng,2021,3,31,    48.6,    26.4,    37.8,    48.0,    29.1,    33.8,    23.5,    11.2,    35.9
