Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Admiralty,2023,7,1,     4.2,     2.4,     3.0,     3.8,    27.7,    32.3,    23.6,     9.2,    49.6
Admiralty,2023,7,2,     0.0,     0.0,     0.0,     0.0,    29.5,    33.0,    27.3,     6.0,    21.3
Admiralty,2023,7,3,     1.2,     1.0,     1.0,     1.0,    28.5,    31.4,    26.9,     7.1,    25.6
Admiralty,2023,7,4,     0.0,     0.0,     0.0,     0.0,    29.4,    33.1,    26.6,     8.6,    34.3
Admiralty,2023,7,5,     0.0,     0.0,     0.0,     0.0,    28.5,    34.3,    25.2,     6.8,    35.0
Admiralty,2023,7,6,     1.2,     0.4,     0.6,     0.8,    26.9,    29.0,    25.0,     6.0,    20.6
Admiralty,2023,7,7,     0.4,     0.2,     0.4,     0.4,    27.8,    32.4,    26.2,     5.5,    40.7
Admiralty,2023,7,8,     0.0,     0.0,     0.0,     0.2,    28.6,    32.2,    25.9,     6.4,    27.0
Admiralty,2023,7,9,     8.6,     6.8,     8.0,     8.4,    27.6,    31.7,    24.5,     5.0,    45.4
Admiralty,2023,7,10,     0.0,     0.0,     0.0,     0.0,    27.7,    31.7,    25.4,     6.1,    28.9
Admiralty,2023,7,11,     3.2,     1.0,     2.0,     2.8,    25.8,    27.6,    24.9,     6.1,    29.4
Admiralty,2023,7,12,     7.2,     6.6,     6.6,     6.8,    27.3,    30.8,    25.1,     4.2,    24.4
Admiralty,2023,7,13,     0.0,     0.0,     0.0,     0.0,    29.2,    33.8,    25.3,     5.2,    22.0
Admiralty,2023,7,14,    20.0,     4.4,     6.2,    11.0,    26.0,    28.7,    23.6,     6.4,    32.0
Admiralty,2023,7,15,     0.2,     0.2,     0.2,     0.2,    27.9,    31.9,    24.9,     6.7,    30.2
Admiralty,2023,7,16,     0.0,     0.0,     0.0,     0.0,    29.5,    32.8,    27.3,     6.9,    29.4
Admiralty,2023,7,17,    12.6,    10.2,    12.4,    12.6,    28.3,    31.5,    24.1,     7.3,    33.9
Admiralty,2023,7,18,     0.6,     0.2,     0.2,     0.4,    27.6,    31.3,    25.1,     6.0,    26.7
Admiralty,2023,7,19,     2.4,     1.0,     1.0,     1.2,    27.3,    29.5,    25.0,     5.3,    26.7
Admiralty,2023,7,20,    56.8,    22.4,    36.0,    39.6,    25.5,    27.5,    21.8,     5.9,    51.5
Admiralty,2023,7,21,     0.0,     0.0,     0.0,     0.0,    28.6,    32.5,    25.7,     6.9,    25.6
Admiralty,2023,7,22,     0.0,     0.0,     0.0,     0.0,    29.2,    32.3,    26.9,     7.2,    30.6
Admiralty,2023,7,23,     2.0,     1.8,     1.8,     1.8,    28.6,    31.2,    27.2,     6.6,    33.5
Admiralty,2023,7,24,     0.0,     0.0,     0.0,     0.0,    29.1,    34.0,    26.2,     7.0,    32.0
Admiralty,2023,7,25,     0.0,     0.0,     0.0,     0.0,    29.9,    34.1,    27.3,     7.6,    27.0
Admiralty,2023,7,26,     0.0,     0.0,     0.0,     0.0,    29.8,    33.5,    27.7,     7.6,    33.2
Admiralty,2023,7,27,     0.0,     0.0,     0.0,     0.0,    29.9,    33.2,    28.0,     7.6,    33.2
Admiralty,2023,7,28,     0.2,     0.2,     0.2,     0.2,    29.7,    32.7,    27.7,     7.4,    29.1
Admiralty,2023,7,29,     0.4,     0.4,     0.4,     0.4,    29.6,    33.3,    27.8,     9.4,    33.9
Admiralty,2023,7,30,     2.4,     2.4,     2.4,     2.4,    29.5,    33.1,    26.9,     9.7,    36.7
Admiralty,2023,7,31,     1.8,     1.8,     1.8,     1.8,    29.2,    32.9,    27.2,     9.8,    30.9
