Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Khatib,2021,2,1,     0.0,     0.0,     0.0,     0.0,    27.4,    31.6,    25.1,     7.6,    30.9
Khatib,2021,2,2,     0.0,     0.0,     0.0,     0.0,    27.4,    31.6,    25.4,     7.7,    32.8
Khatib,2021,2,3,     0.0,     0.0,     0.0,     0.0,    27.5,    32.3,    25.4,     7.9,    30.9
Khatib,2021,2,4,     0.0,     0.0,     0.0,     0.0,    27.3,    32.3,    24.6,     8.4,    35.2
Khatib,2021,2,5,     0.0,     0.0,     0.0,     0.0,    27.5,    32.8,    23.7,     7.3,    29.1
Khatib,2021,2,6,     0.0,     0.0,     0.0,     0.0,    28.0,    32.6,    25.2,     7.8,    30.2
Khatib,2021,2,7,     0.0,     0.0,     0.0,     0.0,    28.1,    33.6,    24.5,     7.7,    27.4
Khatib,2021,2,8,     0.4,     0.4,     0.4,     0.4,    27.8,    33.4,    25.3,     8.1,    30.9
Khatib,2021,2,9,     0.0,     0.0,     0.0,     0.0,    27.9,    32.7,    25.1,     6.4,    24.1
Khatib,2021,2,10,     0.0,     0.0,     0.0,     0.0,    27.6,    31.6,    25.0,     6.1,    23.3
Khatib,2021,2,11,     2.4,     2.4,     2.4,     2.4,    27.7,    32.7,    24.6,     5.8,    21.7
Khatib,2021,2,12,    11.2,     4.2,     4.4,     6.6,    27.3,    31.3,    25.1,     6.5,    31.3
Khatib,2021,2,13,     0.2,     0.2,     0.2,     0.2,    27.6,    32.4,    25.1,     6.6,    28.5
Khatib,2021,2,14,     1.2,     1.0,     1.0,     1.0,    27.2,    31.4,    25.0,     7.1,    28.5
Khatib,2021,2,15,     0.0,     0.0,     0.0,     0.0,    27.2,    32.0,    24.5,     7.3,    28.5
Khatib,2021,2,16,     0.0,     0.0,     0.0,     0.0,    27.0,    31.9,    24.0,     6.7,    28.2
Khatib,2021,2,17,     0.0,     0.0,     0.0,     0.0,    27.2,    32.2,    24.1,     7.4,    29.1
Khatib,2021,2,18,     0.0,     0.0,     0.0,     0.0,    27.2,    32.3,    23.6,     8.9,    31.3
Khatib,2021,2,19,     0.0,     0.0,     0.0,     0.0,    27.4,    32.1,    24.5,     8.8,    33.2
Khatib,2021,2,20,     0.4,     0.4,     0.4,     0.4,    27.2,    32.0,    24.7,     8.3,    32.4
Khatib,2021,2,21,     0.0,     0.0,     0.0,     0.0,    27.2,    32.5,    24.5,     7.3,    29.8
Khatib,2021,2,22,     0.0,     0.0,     0.0,     0.0,    27.5,    32.6,    24.5,     7.2,    26.7
Khatib,2021,2,23,     0.0,     0.0,     0.0,     0.0,    27.3,    32.9,    24.0,     6.6,    26.3
Khatib,2021,2,24,     0.8,     0.4,     0.6,     0.8,    26.8,    31.0,    23.8,     5.6,    19.8
Khatib,2021,2,25,     2.4,     2.4,     2.4,     2.4,    28.1,    34.8,    23.9,     6.4,    24.1
Khatib,2021,2,26,     0.0,     0.0,     0.0,     0.0,-,-,-,     4.9,    25.9
Khatib,2021,2,27,     0.0,     0.0,     0.0,     0.0,    28.9,    35.2,    25.2,     4.7,    26.3
Khatib,2021,2,28,     0.0,     0.0,     0.0,     0.0,    28.5,    34.4,    25.7,     5.7,    27.4
