Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Newton,2022,4,1,     0.0,     0.0,     0.0,     0.0,    28.9,    35.0,    25.7,     7.6,    34.3
Newton,2022,4,2,     5.6,     5.2,     5.6,     5.6,    28.2,    32.3,    25.3,     5.4,    44.6
Newton,2022,4,3,    24.6,    12.2,    18.4,    23.4,    26.8,    30.8,    23.8,     4.7,    33.2
Newton,2022,4,4,     0.0,     0.0,     0.0,     0.0,    27.9,    33.1,    24.2,     6.0,    29.1
Newton,2022,4,5,     0.0,     0.0,     0.0,     0.0,    28.2,    32.0,    26.4,     6.9,    34.3
Newton,2022,4,6,     1.0,     0.8,     0.8,     1.0,    27.6,    32.5,    24.9,     6.0,    50.7
Newton,2022,4,7,     0.4,     0.2,     0.2,     0.2,    25.9,    27.2,    24.7,     5.9,    37.0
Newton,2022,4,8,     0.0,     0.0,     0.0,     0.0,    27.8,    32.6,    24.8,     6.5,    29.8
Newton,2022,4,9,     4.6,     3.8,     4.0,     4.4,    26.1,    29.4,    22.4,     5.7,    27.0
Newton,2022,4,10,     1.2,     1.2,     1.2,     1.2,    27.3,    32.8,    25.7,     5.5,    27.4
Newton,2022,4,11,    33.2,    20.6,    29.2,    32.8,    26.5,    31.3,    22.8,     4.8,    26.3
Newton,2022,4,12,     0.0,     0.0,     0.0,     0.0,    28.1,    32.7,    25.1,     5.0,    27.4
Newton,2022,4,13,     0.8,     0.6,     0.6,     0.6,    27.9,    30.8,    26.0,     6.3,    33.5
Newton,2022,4,14,     0.2,     0.2,     0.2,     0.2,    28.3,    32.6,    23.0,     7.5,    40.0
Newton,2022,4,15,     6.8,     3.8,     4.4,     5.6,    28.0,    31.7,    24.1,     7.3,    29.4
Newton,2022,4,16,    12.2,     9.8,    12.0,    12.0,    28.4,    32.5,    23.0,     6.5,    45.4
Newton,2022,4,17,    43.8,    19.4,    25.6,    33.8,    28.1,    33.5,    24.6,     7.5,    32.4
Newton,2022,4,18,    36.2,    10.6,    16.0,    24.6,    26.8,    33.4,    23.7,     7.0,    35.2
Newton,2022,4,19,     3.8,     1.2,     1.4,     2.2,    27.0,    32.1,    24.6,     5.6,    27.8
Newton,2022,4,20,    11.6,    11.0,    11.6,    11.6,    27.3,    33.5,    23.6,     6.2,    34.3
Newton,2022,4,21,     9.4,     5.8,     7.0,     7.4,    26.0,    27.9,    23.8,     4.3,    30.9
Newton,2022,4,22,     0.0,     0.0,     0.0,     0.0,    28.5,    33.4,    25.1,     7.1,    35.9
Newton,2022,4,23,     8.2,     6.2,     6.2,     8.2,    28.2,    35.1,    23.3,     5.8,    35.2
Newton,2022,4,24,     0.0,     0.0,     0.0,     0.0,    28.6,    32.6,    26.4,     6.8,    34.3
Newton,2022,4,25,     3.0,     3.0,     3.0,     3.0,    28.5,    33.6,    26.4,     6.0,    31.3
Newton,2022,4,26,     0.0,     0.0,     0.0,     0.0,    28.3,    31.6,    25.5,     5.2,    21.3
Newton,2022,4,27,     3.0,     2.8,     2.8,     2.8,    28.0,    32.1,    26.3,     5.8,    26.3
Newton,2022,4,28,     0.2,     0.2,     0.2,     0.2,    28.1,    31.7,    26.4,     5.8,    24.4
Newton,2022,4,29,     0.0,     0.0,     0.0,     0.0,    29.1,    33.8,    25.7,     6.3,    30.2
Newton,2022,4,30,    12.8,    12.0,    12.0,    12.0,    27.9,    33.4,    23.3,     6.1,    41.1
