Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Newton,2021,8,1,    23.4,    11.4,    20.0,    23.4,    27.4,    30.4,    22.8,     5.4,    40.7
Newton,2021,8,2,     0.0,     0.0,     0.0,     0.0,    28.4,    31.9,    26.8,     7.6,    36.3
Newton,2021,8,3,     3.4,     2.6,     3.2,     3.2,    28.2,    32.1,    23.2,     7.8,    29.4
Newton,2021,8,4,     0.0,     0.0,     0.0,     0.0,    26.9,    28.2,    23.4,     9.5,    58.3
Newton,2021,8,5,     0.0,     0.0,     0.0,     0.0,    28.5,    32.3,    26.9,    11.2,    38.2
Newton,2021,8,6,     0.0,     0.0,     0.0,     0.0,    28.8,    31.8,    27.7,     8.8,    45.0
Newton,2021,8,7,     6.4,     5.4,     5.6,     6.4,    28.4,    32.7,    26.6,     7.7,    42.0
Newton,2021,8,8,     0.2,     0.2,     0.2,     0.2,    27.2,    31.9,    24.6,     6.1,    29.1
Newton,2021,8,9,     0.0,     0.0,     0.0,     0.0,    28.1,    32.2,    24.4,     7.6,    33.5
Newton,2021,8,10,     0.0,     0.0,     0.0,     0.0,    28.8,    32.1,    27.3,     9.1,    42.0
Newton,2021,8,11,     9.0,     5.0,     5.0,     5.0,    28.1,    30.0,    24.2,     8.4,    45.0
Newton,2021,8,12,    25.4,    22.6,    23.0,    23.0,    27.9,    29.9,    22.2,     9.0,    44.3
Newton,2021,8,13,     0.6,     0.2,     0.2,     0.4,    27.3,    30.5,    25.5,     7.3,    38.5
Newton,2021,8,14,     7.4,     6.2,     6.6,     6.8,    27.6,    33.4,    24.4,     6.7,    35.2
Newton,2021,8,15,    17.6,     9.8,    13.2,    14.6,    27.5,    31.6,    24.0,     7.4,    59.8
Newton,2021,8,16,     0.8,     0.8,     2.4,     4.4,    27.3,    31.0,    24.1,     6.8,    60.7
Newton,2021,8,17,    19.8,     4.8,     7.4,     8.6,    26.1,    28.4,    24.5,     6.0,    30.6
Newton,2021,8,18,    17.8,     8.0,     9.0,     9.0,    25.3,    27.0,    23.5,     6.8,    60.7
Newton,2021,8,19,    29.4,     9.6,    10.6,    11.8,    26.2,    30.4,    22.4,     9.2,    39.3
Newton,2021,8,20,    18.6,     9.6,    10.6,    13.4,    25.4,    27.3,    23.3,     5.1,    42.8
Newton,2021,8,21,     0.0,     0.0,     0.0,     0.0,    27.1,    29.4,    25.5,     6.9,    28.5
Newton,2021,8,22,     6.8,     3.2,     3.8,     5.4,    26.2,    32.0,    22.8,     6.9,    42.8
Newton,2021,8,23,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Newton,2021,8,24,    53.4,    23.0,    28.4,    30.6,-,-,-,-,-
Newton,2021,8,25,-,-,-,-,-,-,-,-,-
Newton,2021,8,26,     1.0,     0.8,     1.0,     1.0,    26.8,    30.9,    25.2,     6.0,    41.9
Newton,2021,8,27,     0.0,     0.0,     0.0,     0.0,    27.4,    30.9,    25.5,     7.7,    37.8
Newton,2021,8,28,     0.0,     0.0,     0.0,     0.0,    28.2,    31.3,    26.5,     7.7,    34.3
Newton,2021,8,29,    21.6,     9.4,    10.6,    11.6,    26.4,    29.5,    23.5,     8.3,    70.6
Newton,2021,8,30,    63.2,    21.0,    29.6,    35.4,    25.5,    28.5,    22.2,     7.2,    36.7
Newton,2021,8,31,    29.2,    19.2,    24.6,    27.4,    26.9,    30.2,    23.1,     6.1,    28.9
