Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Seletar,2023,5,1,     0.0,     0.0,     0.0,     0.0,    29.2,    33.7,    25.2,     8.7,    25.9
Seletar,2023,5,2,     0.0,     0.0,     0.0,     0.0,    29.6,    33.6,    26.4,     8.7,    29.6
Seletar,2023,5,3,     5.2,     5.2,     5.2,     5.2,    28.4,    34.0,    24.9,     5.9,    53.7
Seletar,2023,5,4,    15.0,    14.2,    14.8,    15.0,    28.2,    33.5,    26.0,     4.9,    35.2
Seletar,2023,5,5,     0.0,     0.0,     0.0,     0.0,    28.6,    33.2,    25.8,     5.9,    24.1
Seletar,2023,5,6,     1.8,     1.0,     1.6,     1.8,    29.0,    32.9,    25.3,     7.2,    31.5
Seletar,2023,5,7,     2.4,     1.0,     1.2,     1.8,    28.3,    31.6,    25.3,    10.3,    40.7
Seletar,2023,5,8,     0.2,     0.2,     0.2,     0.2,    30.1,    33.5,    27.1,    12.0,    33.3
Seletar,2023,5,9,     0.0,     0.0,     0.0,     0.0,    29.8,    34.2,    26.5,     8.3,    31.5
Seletar,2023,5,10,     0.0,     0.0,     0.0,     0.0,    30.7,    34.4,    28.5,     9.6,    25.9
Seletar,2023,5,11,     0.0,     0.0,     0.0,     0.0,    30.4,    34.5,    28.1,    11.1,    50.0
Seletar,2023,5,12,     0.0,     0.0,     0.0,     0.0,    30.3,    34.8,    27.2,    10.5,    24.1
Seletar,2023,5,13,     0.0,     0.0,     0.0,     0.0,    30.6,    35.7,    26.5,     7.4,    25.9
Seletar,2023,5,14,    15.8,    15.2,    15.8,    15.8,    29.2,    34.5,    23.9,     6.6,    48.2
Seletar,2023,5,15,     0.0,     0.0,     0.0,     0.0,    28.5,    33.5,    26.3,     5.6,    44.4
Seletar,2023,5,16,     7.8,     6.6,     7.6,     7.6,    27.3,    30.7,    23.6,     6.2,    44.4
Seletar,2023,5,17,     4.4,     2.8,     4.4,     4.4,    27.8,    33.3,    24.5,     4.7,    40.7
Seletar,2023,5,18,     0.0,     0.0,     0.0,     0.0,    29.0,    33.5,    25.5,     5.8,    29.6
Seletar,2023,5,19,     0.4,     0.4,     0.4,     0.4,    28.8,    32.4,    25.5,     6.3,    27.8
Seletar,2023,5,20,     0.0,     0.0,     0.0,     0.0,    29.4,    32.5,    26.9,     8.2,    35.2
Seletar,2023,5,21,    12.8,    12.4,    12.8,    12.8,    27.0,    29.2,    22.6,     4.7,    50.0
Seletar,2023,5,22,     0.0,     0.0,     0.0,     0.0,    29.2,    33.5,    24.9,     7.8,    35.2
Seletar,2023,5,23,     1.8,     1.4,     1.4,     1.4,    28.8,    33.1,    24.4,     7.2,    37.0
Seletar,2023,5,24,     0.0,     0.0,     0.0,     0.0,    29.9,    33.5,    26.5,     7.9,    35.2
Seletar,2023,5,25,     0.0,     0.0,     0.0,     0.0,    30.1,    33.4,    28.1,     9.4,    31.5
Seletar,2023,5,26,    21.4,    15.2,    20.0,    20.8,    28.6,    31.6,    25.1,     7.9,    33.3
Seletar,2023,5,27,     0.0,     0.0,     0.0,     0.0,    28.8,    33.5,    26.1,     5.6,    31.5
Seletar,2023,5,28,     0.0,     0.0,     0.0,     0.0,    29.2,    33.2,    26.5,     7.5,    31.5
Seletar,2023,5,29,     0.4,     0.4,     0.4,     0.4,    29.8,    33.7,    25.7,     8.4,    38.9
Seletar,2023,5,30,     0.6,     0.6,     0.6,     0.6,    29.6,    33.8,    26.8,     9.0,    31.5
Seletar,2023,5,31,     0.0,     0.0,     0.0,     0.0,    30.4,    33.9,    27.6,    10.5,    29.6
