Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Tai Seng,2022,8,1,     0.2,     0.2,     0.2,     0.2,    28.7,    32.0,    27.0,     5.1,    21.7
Tai Seng,2022,8,2,    10.0,     4.4,     5.8,     8.2,    27.5,    31.7,    24.7,     6.0,    42.0
Tai Seng,2022,8,3,     0.6,     0.6,     0.6,     0.6,    27.3,    29.3,    25.1,     5.3,    28.9
Tai Seng,2022,8,4,     1.2,     0.4,     0.6,     1.0,    26.7,    29.0,    24.3,     4.7,    21.3
Tai Seng,2022,8,5,     0.0,     0.0,     0.0,     0.0,    28.1,    30.7,    26.0,     5.6,    22.4
Tai Seng,2022,8,6,     0.0,     0.0,     0.0,     0.0,    29.2,    32.7,    26.8,     6.1,    32.4
Tai Seng,2022,8,7,     0.0,     0.0,     0.0,     0.0,    29.0,    31.0,    26.6,     7.2,    38.5
Tai Seng,2022,8,8,     0.0,     0.0,     0.0,     0.0,    29.7,    32.7,    28.2,     8.0,    37.4
Tai Seng,2022,8,9,     0.0,     0.0,     0.0,     0.0,    29.7,    33.0,    27.8,     7.0,    29.8
Tai Seng,2022,8,10,     0.0,     0.0,     0.0,     0.0,    29.9,    32.9,    27.9,     8.6,    38.5
Tai Seng,2022,8,11,     0.0,     0.0,     0.0,     0.0,    30.2,    33.3,    28.4,     8.5,    32.4
Tai Seng,2022,8,12,     0.0,     0.0,     0.0,     0.0,    29.8,    33.1,    28.5,     6.0,    35.9
Tai Seng,2022,8,13,    21.2,    14.4,    20.0,    21.0,    28.4,    31.2,    24.5,     4.9,    36.7
Tai Seng,2022,8,14,     0.0,     0.0,     0.0,     0.0,    28.9,    33.3,    26.4,     5.2,    53.7
Tai Seng,2022,8,15,     0.0,     0.0,     0.0,     0.0,    29.5,    32.2,    28.0,     6.4,    29.8
Tai Seng,2022,8,16,     8.4,     8.0,     8.4,     8.4,    28.4,    32.0,    23.7,     5.2,    28.9
Tai Seng,2022,8,17,     0.0,     0.0,     0.0,     0.0,    29.6,    33.1,    27.5,     7.2,    39.6
Tai Seng,2022,8,18,     4.0,     3.4,     3.8,     4.0,    29.3,    33.2,    26.0,     6.2,    37.4
Tai Seng,2022,8,19,     0.0,     0.0,     0.0,     0.0,    29.3,    31.8,    28.1,     6.2,    29.4
Tai Seng,2022,8,20,    24.8,    16.0,    23.6,    23.6,    28.3,    31.8,    25.8,     5.7,    32.8
Tai Seng,2022,8,21,    11.0,     6.0,     9.8,    10.8,    27.1,    30.6,    23.3,     6.5,    26.7
Tai Seng,2022,8,22,     0.0,     0.0,     0.0,     0.0,    29.1,    32.3,    26.7,     7.6,    31.3
Tai Seng,2022,8,23,    10.0,     7.2,     7.6,     8.6,    27.3,    30.2,    24.9,     4.7,    30.6
Tai Seng,2022,8,24,    21.6,    20.0,    20.8,    21.4,    27.8,    31.5,    23.3,     6.0,    39.3
Tai Seng,2022,8,25,     6.6,     3.4,     5.2,     5.6,    27.8,    30.1,    25.5,     6.4,    37.4
Tai Seng,2022,8,26,     3.8,     1.6,     1.6,     1.8,    26.4,    27.6,    25.4,     4.1,    29.1
Tai Seng,2022,8,27,    16.8,     6.8,     8.8,     9.8,    26.7,    32.1,    24.8,     6.1,    32.8
Tai Seng,2022,8,28,     0.0,     0.0,     0.2,     2.4,    27.3,    31.0,    25.0,     4.8,    24.8
Tai Seng,2022,8,29,    12.8,     8.4,     9.8,    10.2,    27.2,    30.9,    23.8,     4.7,    21.3
Tai Seng,2022,8,30,     0.8,     0.6,     0.8,     0.8,    27.6,    30.2,    26.4,     5.3,    27.8
Tai Seng,2022,8,31,     0.0,     0.0,     0.0,     0.0,    28.9,    32.3,    26.5,     5.3,    28.5
