Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Choa Chu Kang (South),2022,3,1,     2.4,     1.6,     1.6,     1.6,    26.8,    31.4,    25.0,    11.8,    31.3
Choa Chu Kang (South),2022,3,2,    63.6,    26.4,    50.0,    63.0,    26.5,    33.6,    23.3,    10.6,    43.9
Choa Chu Kang (South),2022,3,3,    28.2,    19.6,    21.0,    24.6,    26.5,    32.9,    24.3,    10.4,    37.8
Choa Chu Kang (South),2022,3,4,     0.0,     0.0,     0.0,     1.2,    27.6,    32.1,    25.0,    10.6,    32.0
Choa Chu Kang (South),2022,3,5,     1.0,     1.0,     1.0,     1.0,    27.6,    33.9,    24.9,    10.4,    29.4
Choa Chu Kang (South),2022,3,6,     0.0,     0.0,     0.0,     0.0,    27.3,    32.0,    25.0,    10.2,    22.6
Choa Chu Kang (South),2022,3,7,   125.2,    49.6,    93.4,   124.4,    26.7,    33.0,    23.3,    10.6,    38.9
Choa Chu Kang (South),2022,3,8,     0.0,     0.0,     0.0,     0.0,    27.5,    32.3,    24.6,    10.8,    25.9
Choa Chu Kang (South),2022,3,9,    18.8,     8.8,    14.8,    18.2,    27.7,    32.4,    25.3,    11.3,    33.2
Choa Chu Kang (South),2022,3,10,     6.2,     3.0,     3.0,     4.2,    27.3,    32.1,    23.2,    12.0,    38.9
Choa Chu Kang (South),2022,3,11,     1.8,     1.2,     1.6,     1.8,    27.7,    34.1,    25.2,    10.7,    32.4
Choa Chu Kang (South),2022,3,12,    16.0,     6.0,     9.6,    16.0,    27.5,    34.4,    24.3,    11.0,    40.4
Choa Chu Kang (South),2022,3,13,     7.8,     7.8,     7.8,     7.8,    28.6,    35.2,    23.8,    11.1,    35.0
Choa Chu Kang (South),2022,3,14,     0.0,     0.0,     0.0,     0.0,    28.4,    33.1,    26.7,    11.0,    24.1
Choa Chu Kang (South),2022,3,15,     4.6,     1.8,     2.4,     3.0,    26.7,    31.4,    24.6,    11.1,    33.2
Choa Chu Kang (South),2022,3,16,     0.0,     0.0,     0.0,     0.0,    28.2,    33.5,    24.8,    10.9,    31.7
Choa Chu Kang (South),2022,3,17,    13.0,     9.6,    12.8,    13.0,    27.4,    33.6,    24.3,    10.4,    43.2
Choa Chu Kang (South),2022,3,18,     0.0,     0.0,     0.0,     0.0,    28.3,    33.1,    25.2,     9.9,    26.3
Choa Chu Kang (South),2022,3,19,     0.0,     0.0,     0.0,     0.0,    30.0,    35.2,    26.3,    11.1,    29.4
Choa Chu Kang (South),2022,3,20,     0.0,     0.0,     0.0,     0.0,    29.1,    33.1,    26.7,    11.8,    28.5
Choa Chu Kang (South),2022,3,21,     6.0,     2.6,     2.8,     4.4,    28.1,    32.7,    23.0,    10.4,    48.5
Choa Chu Kang (South),2022,3,22,     3.8,     2.8,     3.8,     3.8,    28.3,    31.5,    25.9,    11.6,    28.9
Choa Chu Kang (South),2022,3,23,     8.0,     7.2,     7.6,     8.0,    27.7,    33.3,    25.0,    11.2,    49.3
Choa Chu Kang (South),2022,3,24,     0.0,     0.0,     0.0,     0.0,    28.3,    34.3,    25.1,    11.0,    35.2
Choa Chu Kang (South),2022,3,25,     0.0,     0.0,     0.0,     0.0,    28.7,    35.7,    26.2,    11.4,    29.8
Choa Chu Kang (South),2022,3,26,     0.2,     0.2,     0.2,     0.2,    28.5,    34.8,    25.8,    10.9,    33.5
Choa Chu Kang (South),2022,3,27,     0.0,     0.0,     0.0,     0.0,    29.2,    35.1,    25.0,    10.4,    29.4
Choa Chu Kang (South),2022,3,28,     0.8,     0.6,     0.8,     0.8,    28.4,    34.0,    26.0,    10.3,    40.4
Choa Chu Kang (South),2022,3,29,    15.6,     8.2,    14.0,    15.6,    27.8,    34.9,    23.8,    10.8,    39.3
Choa Chu Kang (South),2022,3,30,     0.0,     0.0,     0.0,     0.0,    28.8,    34.6,    25.2,    10.7,    35.0
Choa Chu Kang (South),2022,3,31,     1.8,     1.4,     1.6,     1.8,    28.0,    32.7,    26.2,    10.3,    45.4
