Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Sentosa Island,2020,7,1,     0.0,     0.0,     0.0,     0.0,    28.9,    31.1,    27.6,     6.2,    25.2
Sentosa Island,2020,7,2,     0.0,     0.0,     0.0,     0.0,    29.1,    33.2,    27.7,     7.8,    24.4
Sentosa Island,2020,7,3,     0.0,     0.0,     0.0,     0.0,    29.3,    32.4,    27.8,     7.1,    27.8
Sentosa Island,2020,7,4,    33.8,    21.4,    22.2,    22.8,    28.3,    32.3,    23.6,     6.8,    37.8
Sentosa Island,2020,7,5,     0.0,     0.0,     0.0,     0.0,    28.4,    32.3,    25.7,     5.6,    24.4
Sentosa Island,2020,7,6,     0.0,     0.0,     0.0,     0.0,    29.1,    32.7,    27.4,     7.3,    25.9
Sentosa Island,2020,7,7,     2.8,     2.6,     2.6,     2.6,    27.7,    30.4,    25.7,     5.0,    33.9
Sentosa Island,2020,7,8,     0.0,     0.0,     0.0,     0.0,    27.8,    30.0,    26.7,     5.4,    22.0
Sentosa Island,2020,7,9,    38.8,    18.2,    24.6,    28.8,    26.0,    28.1,    24.0,     7.5,    31.3
Sentosa Island,2020,7,10,     0.0,     0.0,     0.0,     0.0,    27.4,    30.5,    25.6,     3.5,    24.1
Sentosa Island,2020,7,11,     1.2,     0.8,     1.0,     1.0,    27.7,    29.6,    25.9,     4.5,    23.0
Sentosa Island,2020,7,12,     2.4,     2.2,     2.2,     2.2,    28.4,    30.9,    25.5,     5.8,    27.0
Sentosa Island,2020,7,13,    31.6,    19.6,    23.6,    26.0,    26.4,    29.3,    24.5,     7.1,    28.9
Sentosa Island,2020,7,14,     0.2,     0.2,     0.2,     0.2,    27.0,    27.9,    26.0,     6.0,    21.3
Sentosa Island,2020,7,15,     0.0,     0.0,     0.0,     0.0,    27.7,    29.9,    26.5,     6.7,    25.9
Sentosa Island,2020,7,16,     0.0,-,-,-,-,-,-,-,-
Sentosa Island,2020,7,17,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Sentosa Island,2020,7,18,     5.4,     5.4,     5.4,     5.4,    27.7,    32.1,    24.4,     4.6,    27.0
Sentosa Island,2020,7,19,     0.0,     0.0,     0.0,     0.0,    28.4,    31.7,    26.1,     5.4,    21.3
Sentosa Island,2020,7,20,     0.0,     0.0,     0.0,     0.0,    29.0,    32.8,    27.3,     6.2,    29.1
Sentosa Island,2020,7,21,     0.0,     0.0,     0.0,     0.0,    28.9,    31.9,    27.2,     5.5,    27.0
Sentosa Island,2020,7,22,     0.2,     0.2,     0.2,     0.2,    28.4,    31.2,    27.1,     4.1,    27.8
Sentosa Island,2020,7,23,    18.4,    16.0,    18.2,    18.2,    27.6,    30.0,    22.7,     4.9,    31.3
Sentosa Island,2020,7,24,     1.0,     0.4,     0.6,     0.6,    27.4,    30.1,    25.7,     4.8,    25.9
Sentosa Island,2020,7,25,    21.0,     8.5,     9.5,    14.0,    26.7,    30.5,    24.7,     4.7,    33.9
Sentosa Island,2020,7,26,     5.0,     3.0,     3.5,     5.0,    27.3,    31.1,    24.7,     5.6,    47.8
Sentosa Island,2020,7,27,    16.0,     5.5,     7.5,    10.5,    27.0,    29.3,    24.1,     5.5,    35.6
Sentosa Island,2020,7,28,     1.0,     0.5,     0.5,     1.0,    28.1,    30.7,    26.2,     5.7,    28.2
Sentosa Island,2020,7,29,    17.5,     6.0,    10.5,    13.5,    26.2,    28.6,    24.1,     4.3,    31.3
Sentosa Island,2020,7,30,     0.5,     0.5,     0.5,     0.5,    28.2,    32.1,    25.7,     5.4,    19.1
Sentosa Island,2020,7,31,     1.5,     1.5,     1.5,     1.5,    28.3,    30.7,    24.9,     6.4,    27.8
