Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Sembawang,1999,9,1,0,—,—,—,27.6,31.8,22.4,9.6,—
Sembawang,1999,9,2,0,—,—,—,27.8,32.6,23.4,8.8,—
Sembawang,1999,9,3,44.5,—,—,—,26.2,29.9,21.6,6.4,—
Sembawang,1999,9,4,4.3,—,—,—,26.1,29.1,22.4,9,—
Sembawang,1999,9,5,0.9,—,—,—,26,30.2,21.4,8.3,—
Sembawang,1999,9,6,0,—,—,—,27.5,31.8,24,8.7,—
Sembawang,1999,9,7,0,—,—,—,28,31.7,24.1,11.2,—
Sembawang,1999,9,8,2.6,—,—,—,28.5,32.7,25.9,10.4,—
Sembawang,1999,9,9,5.7,—,—,—,26.3,31.5,22.8,5.5,—
Sembawang,1999,9,10,0,—,—,—,26.3,31,23.7,9.4,—
Sembawang,1999,9,11,0,—,—,—,27.7,31.8,23.8,8.6,—
Sembawang,1999,9,12,0,—,—,—,27.9,33.2,22.4,7.6,—
Sembawang,1999,9,13,0,—,—,—,28.1,32,23.7,8.7,—
Sembawang,1999,9,14,5.7,—,—,—,27.7,32.5,24.6,11.1,—
Sembawang,1999,9,15,0.6,—,—,—,26.6,31.1,23.9,11.6,—
Sembawang,1999,9,16,0,—,—,—,27.7,32.1,23.2,11.5,—
Sembawang,1999,9,17,0,—,—,—,29.1,33.5,24.6,11.2,—
Sembawang,1999,9,18,0,—,—,—,28,33.5,23.8,10.1,—
Sembawang,1999,9,19,6.5,—,—,—,26.4,30.9,23.6,6.1,—
Sembawang,1999,9,20,7,—,—,—,27.1,32.4,23.2,7.7,—
Sembawang,1999,9,21,1.2,—,—,—,27.3,32,23.2,6.5,—
Sembawang,1999,9,22,0,—,—,—,28,32.8,23.4,8.4,—
Sembawang,1999,9,23,1.6,—,—,—,27.2,32.8,23.9,10.8,—
Sembawang,1999,9,24,0,—,—,—,28.1,32.6,23.8,11.4,—
Sembawang,1999,9,25,2.5,—,—,—,27.1,32.3,24.2,8.3,—
Sembawang,1999,9,26,30.2,—,—,—,25.8,31.3,22.8,7.7,—
Sembawang,1999,9,27,33,—,—,—,26.1,29.8,23.5,6.1,—
Sembawang,1999,9,28,0,—,—,—,26.4,30.6,23.8,6.7,—
Sembawang,1999,9,29,25.1,—,—,—,25.1,27.7,23.2,7.6,—
Sembawang,1999,9,30,13.4,—,—,—,25.7,30.3,23.7,5.4,—
