Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Tuas South,2022,7,1,     0.0,     0.0,     0.0,     0.0,    29.1,    31.5,    27.5,     7.6,    31.3
Tuas South,2022,7,2,     0.0,     0.0,     0.0,     0.0,    29.4,    31.8,    27.8,     7.2,    25.6
Tuas South,2022,7,3,     0.0,     0.0,     0.0,     0.0,    29.5,    32.1,    28.0,     7.1,    26.7
Tuas South,2022,7,4,     0.0,     0.0,     0.0,     0.0,    29.7,    32.5,    27.5,     6.2,    23.0
Tuas South,2022,7,5,     8.4,     5.6,     7.0,     8.4,    27.8,    30.5,    24.1,     6.5,    53.3
Tuas South,2022,7,6,     0.0,     0.0,     0.0,     0.0,    28.4,    30.7,    27.2,     5.9,    20.9
Tuas South,2022,7,7,     0.0,     0.0,     0.0,     0.0,    29.5,    32.1,    27.3,     7.0,    27.4
Tuas South,2022,7,8,     5.8,     3.4,     4.4,     4.4,    28.6,    31.2,    25.3,     9.4,    41.9
Tuas South,2022,7,9,     0.0,     0.0,     0.0,     0.0,    29.7,    32.3,    28.1,     8.5,    28.2
Tuas South,2022,7,10,     0.2,     0.2,     0.2,     0.2,    28.0,    29.4,    25.4,     7.7,    32.8
Tuas South,2022,7,11,     0.0,     0.0,     0.0,     0.0,    28.7,    31.1,    26.5,     6.5,    27.0
Tuas South,2022,7,12,     0.0,     0.0,     0.0,     0.0,    28.5,    29.6,    27.7,     8.1,    29.4
Tuas South,2022,7,13,     0.0,     0.0,     0.0,     0.0,    29.1,    30.5,    27.7,     6.7,    19.1
Tuas South,2022,7,14,     0.0,     0.0,     0.0,     0.0,    29.5,    32.3,    27.3,     6.7,    24.8
Tuas South,2022,7,15,     0.0,     0.0,     0.0,     0.0,    29.3,    31.5,    28.1,     7.3,    28.9
Tuas South,2022,7,16,     0.0,     0.0,     0.0,     0.0,    29.5,    31.9,    28.1,     7.4,    32.4
Tuas South,2022,7,17,     0.0,     0.0,     0.0,     0.0,    30.4,    33.5,    28.7,     5.7,    28.5
Tuas South,2022,7,18,     0.0,     0.0,     0.0,     0.0,    30.2,    33.6,    28.5,     5.6,    32.4
Tuas South,2022,7,19,     0.0,     0.0,     0.0,     0.0,    30.3,    33.1,    28.6,     5.3,    32.0
Tuas South,2022,7,20,    18.4,     9.6,    10.0,    10.0,    27.1,    29.6,    23.3,     9.2,    75.6
Tuas South,2022,7,21,     0.2,     0.2,     0.2,     0.2,    28.9,    31.8,    27.1,     6.6,    26.3
Tuas South,2022,7,22,     6.0,     4.4,     4.4,     5.0,    27.2,    28.6,    25.3,     3.8,    21.3
Tuas South,2022,7,23,     8.0,     8.0,     8.0,     8.0,    27.8,    31.4,    24.1,     5.9,    31.7
Tuas South,2022,7,24,    37.6,    21.0,    36.6,    37.4,    27.4,    31.7,    23.7,     5.5,    33.9
Tuas South,2022,7,25,    20.6,    19.8,    20.2,    20.2,    27.8,    30.2,    24.4,     6.9,    57.2
Tuas South,2022,7,26,     5.8,     3.4,    20.2,    20.4,    27.0,    29.3,    24.5,     7.8,    47.6
Tuas South,2022,7,27,     0.0,     0.0,     0.0,     0.0,    29.4,    31.8,    27.3,     5.8,    32.8
Tuas South,2022,7,28,     1.6,     1.6,     1.6,     1.6,    29.2,    32.0,    27.5,     6.4,    41.5
Tuas South,2022,7,29,    11.0,     4.4,     4.4,     4.6,    28.1,    31.3,    24.8,     9.2,    62.6
Tuas South,2022,7,30,     0.0,     0.0,     0.0,     0.2,    28.6,    31.5,    26.1,     9.0,    29.4
Tuas South,2022,7,31,     0.0,     0.0,     0.0,     0.0,    29.3,    32.0,    27.7,     5.9,    30.2
