Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Pasir Panjang,2022,11,1,     0.0,     0.0,     0.0,     0.0,    28.0,    30.0,    25.0,    17.3,    53.0
Pasir Panjang,2022,11,2,     0.0,     0.0,     0.0,     0.0,    28.1,    30.6,    26.1,    14.0,    39.3
Pasir Panjang,2022,11,3,     0.4,     0.4,     0.4,     0.4,    27.9,    29.6,    26.5,    12.1,    30.2
Pasir Panjang,2022,11,4,    21.2,    15.0,    18.4,    18.4,    28.2,    31.8,    23.7,    13.4,    50.0
Pasir Panjang,2022,11,5,    27.4,    15.6,    18.2,    21.8,    26.0,    27.4,    22.4,    16.4,    88.2
Pasir Panjang,2022,11,6,     0.2,     0.2,     0.2,     0.2,    27.1,    30.1,    25.9,    11.8,    37.4
Pasir Panjang,2022,11,7,     3.6,     1.0,     1.6,     2.8,    26.9,    30.3,    25.1,    15.9,    40.0
Pasir Panjang,2022,11,8,     8.6,     4.4,     6.0,     8.4,    27.0,    31.4,    24.2,    16.7,    52.6
Pasir Panjang,2022,11,9,     0.2,     0.2,     0.2,     0.2,    27.0,    29.2,    25.2,    22.8,    49.6
Pasir Panjang,2022,11,10,    12.2,     4.0,     4.6,     5.0,    26.6,    29.9,    24.5,    20.8,    41.5
Pasir Panjang,2022,11,11,     0.4,     0.4,     0.4,     0.4,    27.2,    30.2,    25.5,    17.0,    39.3
Pasir Panjang,2022,11,12,     1.2,     1.0,     1.0,     1.0,    26.5,    30.1,    25.4,    16.9,    42.0
Pasir Panjang,2022,11,13,    16.6,     9.0,    11.6,    12.6,    26.7,    30.0,    25.0,    14.6,    48.5
Pasir Panjang,2022,11,14,    33.2,    15.8,    26.4,    32.2,    27.0,    29.9,    23.7,    13.8,    46.9
Pasir Panjang,2022,11,15,     1.6,     1.0,     1.4,     1.6,    27.9,    30.6,    24.7,    21.7,    80.2
Pasir Panjang,2022,11,16,     2.4,     1.6,     1.6,     1.6,    28.1,    32.8,    25.7,    16.1,    45.7
Pasir Panjang,2022,11,17,     2.2,     1.6,     2.0,     2.2,    27.9,    31.1,    24.2,    21.1,    61.9
Pasir Panjang,2022,11,18,     0.0,     0.0,     0.0,     0.0,    28.8,    30.5,    27.3,    20.6,    45.0
Pasir Panjang,2022,11,19,     5.8,     1.6,     2.8,     3.8,    26.6,    28.4,    23.4,    21.5,    68.0
Pasir Panjang,2022,11,20,     0.6,     0.4,     0.4,     0.4,    27.6,    29.4,    25.2,    21.8,    53.0
Pasir Panjang,2022,11,21,     0.2,     0.2,     0.2,     0.2,    28.4,    30.7,    24.5,    21.7,    69.5
Pasir Panjang,2022,11,22,     3.6,     3.6,     3.6,     3.6,    29.3,    31.2,    25.2,    22.1,    49.6
Pasir Panjang,2022,11,23,     0.6,     0.4,     0.6,     0.6,    27.8,    29.2,    24.3,    19.6,    60.7
Pasir Panjang,2022,11,24,     6.2,     4.8,     6.2,     6.2,    29.0,    32.0,    24.7,    17.5,    63.0
Pasir Panjang,2022,11,25,     3.8,     2.8,     6.6,     8.2,    28.3,    30.4,    24.3,    18.7,    56.5
Pasir Panjang,2022,11,26,     0.0,     0.0,     0.0,     0.0,    28.4,    30.2,    27.0,    11.8,    30.2
Pasir Panjang,2022,11,27,     4.8,     3.6,     4.6,     4.6,    26.7,    28.1,    24.0,    12.3,    46.1
Pasir Panjang,2022,11,28,     5.8,     5.0,     5.0,     5.6,    27.3,    31.7,    25.7,    13.3,    48.9
Pasir Panjang,2022,11,29,     6.6,     3.8,     3.8,     5.2,    27.2,    31.6,    24.4,    16.4,    45.4
Pasir Panjang,2022,11,30,    23.4,    16.8,    17.2,    20.0,    27.0,    32.2,    24.0,    17.3,    45.0
