Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Tai Seng,2022,5,1,     0.0,     0.0,     0.0,     0.0,    29.3,    32.9,    27.1,     4.9,    21.3
Tai Seng,2022,5,2,     5.2,     1.6,     2.8,     5.0,    28.4,    31.0,    24.7,     8.2,    32.4
Tai Seng,2022,5,3,     2.4,     1.0,     1.8,     2.4,    28.8,    32.3,    25.0,     7.6,    38.5
Tai Seng,2022,5,4,    16.8,     5.8,     7.8,    11.2,    28.5,    31.2,    24.3,     8.2,    30.2
Tai Seng,2022,5,5,     0.0,     0.0,     0.0,     0.0,    29.6,    31.9,    28.0,     7.3,    25.9
Tai Seng,2022,5,6,     0.0,     0.0,     0.0,     0.0,    30.4,    33.9,    28.1,     6.6,    26.3
Tai Seng,2022,5,7,    18.4,     9.2,     9.6,    10.0,    28.3,    32.5,    24.2,     5.9,    38.5
Tai Seng,2022,5,8,     1.8,     0.6,     1.0,     1.2,    28.4,    30.8,    25.9,     5.0,    25.2
Tai Seng,2022,5,9,     9.6,     9.4,     9.6,     9.6,    29.9,    33.8,    25.8,     5.5,    32.4
Tai Seng,2022,5,10,     0.0,     0.0,     0.0,     0.0,    30.3,    34.8,    27.6,     5.6,    21.3
Tai Seng,2022,5,11,    56.0,    24.4,    43.0,    52.8,    28.1,    30.8,    24.1,     5.8,    35.6
Tai Seng,2022,5,12,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Tai Seng,2022,5,13,     0.0,     0.0,     0.0,     0.0,    30.3,    34.2,    27.8,     5.9,    25.6
Tai Seng,2022,5,14,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Tai Seng,2022,5,15,     0.0,     0.0,     0.0,     0.0,    29.7,    35.3,    27.0,     5.8,    33.9
Tai Seng,2022,5,16,    19.0,    12.2,    14.6,    19.0,    28.0,    31.8,    24.2,     6.0,    31.7
Tai Seng,2022,5,17,     0.0,     0.0,     0.0,     0.0,    29.7,    33.2,    26.4,     5.8,    27.0
Tai Seng,2022,5,18,     0.0,     0.0,     0.0,     0.0,    30.7,    34.2,    28.3,     5.8,    29.4
Tai Seng,2022,5,19,    21.0,    13.8,    19.0,    20.8,    28.8,    33.3,    24.6,     5.0,    30.9
Tai Seng,2022,5,20,     0.0,     0.0,     0.0,     0.0,    28.8,    33.3,    27.1,     4.6,    27.8
Tai Seng,2022,5,21,     0.0,     0.0,     0.0,     0.0,    29.5,    33.3,    27.0,     5.5,    28.5
Tai Seng,2022,5,22,     0.0,     0.0,     0.0,     0.0,    30.2,    33.0,    28.5,     7.1,    32.0
Tai Seng,2022,5,23,    16.0,    11.2,    15.8,    16.0,    29.5,    34.1,    25.2,     6.0,    31.7
Tai Seng,2022,5,24,     0.0,     0.0,     0.0,     0.0,    30.0,    34.8,    26.5,     5.5,    25.9
Tai Seng,2022,5,25,     6.2,     2.0,     3.2,     5.2,    28.2,    34.6,    25.4,     6.5,    34.6
Tai Seng,2022,5,26,     0.0,     0.0,     0.0,     0.0,    29.4,    33.6,    26.1,     4.8,    26.3
Tai Seng,2022,5,27,     0.0,     0.0,     0.0,     0.0,    30.6,    34.0,    28.0,     5.7,    27.8
Tai Seng,2022,5,28,     0.0,     0.0,     0.0,     0.0,    30.1,    33.0,    27.7,     6.0,    27.0
Tai Seng,2022,5,29,     0.0,     0.0,     0.0,     0.0,    31.3,    35.0,    28.9,     5.6,    26.3
Tai Seng,2022,5,30,     0.0,     0.0,     0.0,     0.0,    31.1,    35.3,    28.0,     6.4,    26.7
Tai Seng,2022,5,31,     4.6,     4.0,     4.6,     4.6,    30.1,    34.6,    27.8,     5.7,    26.7
