Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Admiralty,2022,9,1,    14.4,    14.0,    14.4,    14.4,    27.6,    32.4,    23.9,     4.8,    35.9
Admiralty,2022,9,2,     0.8,     0.4,     0.4,     0.4,    26.5,    29.3,    25.3,     6.7,    29.4
Admiralty,2022,9,3,     0.0,     0.0,     0.0,     0.0,    28.3,    32.3,    25.9,     8.0,    44.3
Admiralty,2022,9,4,    12.8,     6.2,     8.8,    10.0,    27.6,    29.6,    25.2,     4.1,    18.3
Admiralty,2022,9,5,    43.6,    36.2,    42.4,    42.8,    26.5,    31.4,    22.6,     6.1,    49.6
Admiralty,2022,9,6,     0.8,     0.8,     0.8,     0.8,    27.6,    33.2,    24.6,     5.8,    41.5
Admiralty,2022,9,7,     0.2,     0.2,     0.2,     0.2,    26.7,    28.9,    25.8,     7.7,    34.3
Admiralty,2022,9,8,     5.6,     5.6,     5.6,     5.6,    28.1,    33.1,    26.1,     5.4,    37.8
Admiralty,2022,9,9,     7.0,     3.0,     3.8,     5.4,    26.0,    29.2,    24.4,     5.4,    28.9
Admiralty,2022,9,10,     0.0,     0.0,     0.0,     0.0,    28.2,    32.3,    25.6,     5.4,    21.7
Admiralty,2022,9,11,    11.6,    10.4,    10.4,    10.4,    26.7,    30.0,    23.2,     7.2,    39.3
Admiralty,2022,9,12,     3.4,     3.2,     3.4,     3.4,    27.5,    31.8,    24.9,     6.3,    30.6
Admiralty,2022,9,13,     4.6,     4.2,     4.4,     4.6,    27.0,    30.5,    23.5,     6.2,    28.9
Admiralty,2022,9,14,     0.0,     0.0,     0.0,     0.0,    26.8,    29.3,    25.5,     9.6,    47.8
Admiralty,2022,9,15,     0.0,     0.0,     0.0,     0.0,    27.9,    32.3,    25.5,     6.0,    27.4
Admiralty,2022,9,16,     0.0,     0.0,     0.0,     0.0,    28.7,    33.0,    25.9,     5.8,    35.6
Admiralty,2022,9,17,     1.2,     1.2,     1.2,     1.2,    28.1,    30.8,    25.8,     5.9,    29.8
Admiralty,2022,9,18,    42.8,    19.6,    20.8,    31.0,    25.6,    27.7,    22.6,     8.1,    40.0
Admiralty,2022,9,19,     0.0,     0.0,     0.0,     0.0,    27.4,    31.1,    25.4,     5.6,    24.1
Admiralty,2022,9,20,     0.0,     0.0,     0.0,     0.0,    27.1,    29.2,    23.9,     5.1,    32.0
Admiralty,2022,9,21,     0.0,     0.0,     0.0,     0.0,    28.7,    32.6,    25.6,     5.6,    27.4
Admiralty,2022,9,22,    36.0,    14.2,    17.8,    31.6,    26.4,    29.1,    22.4,     8.5,    40.4
Admiralty,2022,9,23,     0.0,     0.0,     0.0,     0.0,    28.8,    33.2,    26.1,     5.7,    23.0
Admiralty,2022,9,24,     0.0,     0.0,     0.0,     0.0,    28.0,    31.7,    25.8,     7.5,    28.9
Admiralty,2022,9,25,    61.2,    32.2,    42.0,    49.2,    26.2,    29.8,    22.2,     8.4,    41.9
Admiralty,2022,9,26,     0.0,     0.0,     0.0,     0.0,    27.7,    30.5,    25.5,     6.0,    23.0
Admiralty,2022,9,27,     0.0,     0.0,     0.0,     0.0,    28.7,    32.5,    25.5,     6.2,    29.8
Admiralty,2022,9,28,     0.0,     0.0,     0.0,     0.0,    28.3,    31.6,    26.1,     8.1,    32.0
Admiralty,2022,9,29,     1.6,     0.6,     0.8,     1.2,    28.2,    31.7,    24.2,     4.9,    35.2
Admiralty,2022,9,30,     0.0,     0.0,     0.0,     0.0,    28.8,    33.3,    26.3,     7.0,    34.3
