Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Ang Mo Kio,2010,10,1,0,—,—,—,28.2,32.3,24.6,4.9,22.3
Ang Mo Kio,2010,10,2,53.4,—,—,—,28.8,32.3,25.7,6,35.6
Ang Mo Kio,2010,10,3,0,—,—,—,28,31.8,22.9,6.1,58.7
Ang Mo Kio,2010,10,4,1.8,—,—,—,28.3,31.8,26.6,5.2,27.7
Ang Mo Kio,2010,10,5,0,—,—,—,28.7,32.7,25.3,5.1,26.6
Ang Mo Kio,2010,10,6,18.2,—,—,—,28.2,32.1,24.9,5.1,25.2
Ang Mo Kio,2010,10,7,3.4,—,—,—,26.5,28.2,23.8,3.7,39.2
Ang Mo Kio,2010,10,8,0,—,—,—,28.3,32.8,24.7,3.8,16.6
Ang Mo Kio,2010,10,9,0,—,—,—,29.9,34.2,26,5,28.4
Ang Mo Kio,2010,10,10,0,—,—,—,30.2,33.2,27.8,7.2,32.8
Ang Mo Kio,2010,10,11,0,—,—,—,29.8,33.2,26.8,5.6,28.8
Ang Mo Kio,2010,10,12,10.2,—,—,—,28.6,32.3,25.8,4.3,33.5
Ang Mo Kio,2010,10,13,0.6,—,—,—,27.4,30.7,23.1,4.6,35.6
Ang Mo Kio,2010,10,14,0,—,—,—,29.6,32.8,26.6,6,33.8
Ang Mo Kio,2010,10,15,0,—,—,—,30.1,34.1,26.8,6.2,38.2
Ang Mo Kio,2010,10,16,1.2,—,—,—,30.1,33.6,26.7,5.7,32.8
Ang Mo Kio,2010,10,17,9.8,—,—,—,28.7,32,25.1,6.5,26.6
Ang Mo Kio,2010,10,18,0.4,—,—,—,28.9,33.4,26.1,5.2,36.7
Ang Mo Kio,2010,10,19,1.6,—,—,—,27.9,31,25.6,4.1,28.1
Ang Mo Kio,2010,10,20,0,—,—,—,28.3,32.8,25.8,3.6,24.5
Ang Mo Kio,2010,10,21,4.2,—,—,—,27.7,29.5,25.6,3.8,21.6
Ang Mo Kio,2010,10,22,0.4,—,—,—,28.1,31.3,25.6,3.5,29.2
Ang Mo Kio,2010,10,23,61.6,—,—,—,27,33.2,23.9,4.3,25.9
Ang Mo Kio,2010,10,24,9.8,—,—,—,26.2,30.5,23.9,4.3,28.4
Ang Mo Kio,2010,10,25,4,—,—,—,26.8,29.3,25,4.2,23.4
Ang Mo Kio,2010,10,26,9.4,—,—,—,27.6,31.4,24.1,6.3,26.3
Ang Mo Kio,2010,10,27,0,—,—,—,26,28.4,23.3,6.2,39.2
Ang Mo Kio,2010,10,28,9.2,—,—,—,28.2,32.4,25.1,4.8,25.2
Ang Mo Kio,2010,10,29,34,—,—,—,26.7,33.3,22.7,5.5,47.5
Ang Mo Kio,2010,10,30,8.6,—,—,—,25.9,31.1,22,5.2,38.9
Ang Mo Kio,2010,10,31,5.6,—,—,—,27.5,30.8,24.5,7.2,31.7
