Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Choa Chu Kang (South),2017,2,1,0,0,0,0,27.3,31.2,24.5,5.4,26.6
Choa Chu Kang (South),2017,2,2,0,0,0,0,27.4,31.2,25.1,4.3,30.2
Choa Chu Kang (South),2017,2,3,5.8,2.8,3,4.6,27.7,33.1,24.8,6.5,37.1
Choa Chu Kang (South),2017,2,4,1.6,0.8,1,1.4,27,32.3,24.6,5.4,24.8
Choa Chu Kang (South),2017,2,5,0,0,0,0,—,33,24.8,5.8,23.4
Choa Chu Kang (South),2017,2,6,0,0,0,0,28.3,33.3,25.4,6.1,28.1
Choa Chu Kang (South),2017,2,7,11.4,10.8,11,11,26.8,31,23.9,5.4,25.2
Choa Chu Kang (South),2017,2,8,37.2,14.2,14.4,23.2,26.6,32.6,24.2,5,34.6
Choa Chu Kang (South),2017,2,9,0.2,0.2,0.2,0.2,27.6,31.9,24.7,4.7,23.4
Choa Chu Kang (South),2017,2,10,0,0,0,0,27.9,32.5,24.8,9.7,38.5
Choa Chu Kang (South),2017,2,11,0,0,0,0,27.4,31.5,25.4,11.9,41.4
Choa Chu Kang (South),2017,2,12,3.4,1.8,1.8,2.8,26.3,29.5,24.1,9,38.5
Choa Chu Kang (South),2017,2,13,2,1.2,1.4,1.4,26.2,29.7,24,10.1,42.8
Choa Chu Kang (South),2017,2,14,1.4,0.6,0.6,1.2,26.6,30,23.4,14.4,45
Choa Chu Kang (South),2017,2,15,2.4,0.6,0.8,1,25.5,29,23,9.7,43.9
Choa Chu Kang (South),2017,2,16,0.4,0.2,0.2,0.2,26.6,30.1,24.2,9.7,36
Choa Chu Kang (South),2017,2,17,0,0,0,0,27.3,31.5,24.4,9.7,32
Choa Chu Kang (South),2017,2,18,0,0,0,0,27.1,30,25.2,10.4,36.7
Choa Chu Kang (South),2017,2,19,1.6,1.2,1.6,1.6,27.4,31.4,25.5,10.1,32.8
Choa Chu Kang (South),2017,2,20,0,0,0,0,—,32.6,25.2,7.6,29.9
Choa Chu Kang (South),2017,2,21,34.2,28.2,34.2,34.2,26.8,32.5,24.2,6.1,27.4
Choa Chu Kang (South),2017,2,22,0,0,0,0,27.6,32.4,24.6,5,29.2
Choa Chu Kang (South),2017,2,23,8.8,6,8.6,8.8,26.8,32.2,24.5,4.3,30.2
Choa Chu Kang (South),2017,2,24,7.6,1.6,2.6,4.2,24.8,26.9,23.8,4.3,27.4
Choa Chu Kang (South),2017,2,25,8.6,7.4,8.4,8.6,26.4,31.7,23.6,4,24.1
Choa Chu Kang (South),2017,2,26,0.2,0.2,0.2,0.2,27.5,31.7,25,5.4,25.6
Choa Chu Kang (South),2017,2,27,1.6,1,1,1,—,30.6,24.5,7.9,38.5
Choa Chu Kang (South),2017,2,28,19,10.2,10.2,10.2,26.5,29.3,24.1,7.9,33.1
