Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
East Coast Parkway,2021,9,1,     1.4,     0.8,     1.4,     1.4,    27.6,    30.0,    25.2,    20.4,    45.0
East Coast Parkway,2021,9,2,    40.8,    18.4,    29.4,    34.6,    26.2,    28.0,    23.2,    14.8,    43.2
East Coast Parkway,2021,9,3,     0.0,     0.0,     0.0,     0.0,    28.2,    29.6,    25.9,     8.3,    26.7
East Coast Parkway,2021,9,4,     1.6,     1.4,     1.6,     1.6,    28.4,    30.4,    25.9,    13.4,    32.4
East Coast Parkway,2021,9,5,     0.0,     0.0,     0.0,     0.0,    28.6,    30.0,    26.9,    13.6,    37.0
East Coast Parkway,2021,9,6,     0.0,     0.0,     0.0,     0.0,    28.4,    29.8,    26.3,     8.7,    35.9
East Coast Parkway,2021,9,7,     0.0,     0.0,     0.0,     0.0,    28.2,    29.8,    25.8,    14.7,    36.3
East Coast Parkway,2021,9,8,     1.6,     1.4,     1.6,     1.6,    28.0,    29.3,    24.7,    21.5,    51.9
East Coast Parkway,2021,9,9,     2.8,     2.8,     2.8,     2.8,    28.5,    29.8,    25.5,    14.3,    42.4
East Coast Parkway,2021,9,10,     3.2,     1.4,     2.6,     3.0,    27.3,    28.6,    23.4,    13.6,    61.9
East Coast Parkway,2021,9,11,     0.0,     0.0,     0.0,     0.0,    28.6,    30.3,    26.1,    11.7,    26.7
East Coast Parkway,2021,9,12,     0.0,     0.0,     0.0,     0.0,    28.7,    30.0,    28.0,    11.5,    37.8
East Coast Parkway,2021,9,13,     2.6,     1.4,     1.4,     1.4,    27.4,    28.5,    26.0,     9.7,    36.3
East Coast Parkway,2021,9,14,     0.0,     0.0,     0.0,     0.0,    28.2,    28.9,    27.5,    12.9,    29.8
East Coast Parkway,2021,9,15,     0.0,     0.0,     0.0,     0.0,    28.8,    30.9,    26.7,    13.6,    29.1
East Coast Parkway,2021,9,16,     0.0,     0.0,     0.0,     0.0,    28.9,    30.0,    27.4,    13.2,    38.2
East Coast Parkway,2021,9,17,     0.0,     0.0,     0.0,     0.0,    29.1,    30.5,    27.7,    12.2,    35.2
East Coast Parkway,2021,9,18,     0.0,     0.0,     0.0,     0.0,    28.8,    30.4,    27.6,     9.3,    31.7
East Coast Parkway,2021,9,19,     0.0,     0.0,     0.0,     0.0,    28.6,    29.2,    26.6,    15.1,    43.5
East Coast Parkway,2021,9,20,     0.6,     0.6,     0.6,     0.6,    28.9,    31.1,    26.8,    12.0,    42.8
East Coast Parkway,2021,9,21,     5.2,     3.4,     3.4,     3.4,    29.5,    31.0,    27.2,    13.6,    24.8
East Coast Parkway,2021,9,22,     0.2,     0.2,     0.2,     0.2,    29.1,    30.9,    26.8,    13.9,    36.7
East Coast Parkway,2021,9,23,    22.0,    12.8,    21.6,    21.8,    28.6,    30.9,    24.4,    11.1,    30.2
East Coast Parkway,2021,9,24,     0.0,     0.0,     0.0,     0.0,    29.3,    30.4,    28.6,    10.8,    35.9
East Coast Parkway,2021,9,25,     1.4,     1.4,     1.4,     1.4,    29.2,    30.8,    27.9,     8.4,    32.4
East Coast Parkway,2021,9,26,     5.6,     4.4,     4.4,     4.4,    29.0,    32.2,    24.8,     8.9,    42.8
East Coast Parkway,2021,9,27,     4.8,     3.2,     3.4,     3.6,    27.4,    31.0,    25.0,     6.5,    33.9
East Coast Parkway,2021,9,28,     8.2,     7.0,     8.2,     8.2,    27.8,    31.3,    25.4,     5.4,    22.6
East Coast Parkway,2021,9,29,     0.0,     0.0,     0.0,     0.0,    28.6,    30.0,    26.2,    10.1,    28.2
East Coast Parkway,2021,9,30,    37.6,    22.8,    33.6,    35.4,    27.7,    29.4,    25.2,    20.0,    56.9
