Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Paya Lebar,2007,4,1,1.1,—,—,—,—,30.8,25.2,6,—
Paya Lebar,2007,4,2,0,—,—,—,—,34.2,25,8,—
Paya Lebar,2007,4,3,0.7,—,—,—,—,31.4,25.8,5.5,—
Paya Lebar,2007,4,4,0,—,—,—,—,34,25.9,13.5,—
Paya Lebar,2007,4,5,0,—,—,—,—,33.6,25.2,14.3,—
Paya Lebar,2007,4,6,0,—,—,—,—,34.4,25.4,9.8,—
Paya Lebar,2007,4,7,0,—,—,—,—,34.6,25.8,8.6,—
Paya Lebar,2007,4,8,0,—,—,—,—,34.3,26.2,10.6,—
Paya Lebar,2007,4,9,2,—,—,—,—,31.5,25.5,6.8,—
Paya Lebar,2007,4,10,2.3,—,—,—,—,33.5,25.4,7.9,—
Paya Lebar,2007,4,11,0,—,—,—,—,32.8,25.7,5.6,—
Paya Lebar,2007,4,12,57.5,—,—,—,—,32,23.5,8.4,—
Paya Lebar,2007,4,13,7.2,—,—,—,—,31.9,24.5,5.9,—
Paya Lebar,2007,4,14,3.2,—,—,—,—,34.8,24.3,6,—
Paya Lebar,2007,4,15,0,—,—,—,—,35,26.3,7.3,—
Paya Lebar,2007,4,16,0.3,—,—,—,—,34.5,25.5,6,—
Paya Lebar,2007,4,17,0,—,—,—,—,34.6,25.5,6.9,—
Paya Lebar,2007,4,18,0,—,—,—,—,33.8,25.5,6.7,—
Paya Lebar,2007,4,19,0.9,—,—,—,—,33.1,25.8,6.6,—
Paya Lebar,2007,4,20,0,—,—,—,—,35.4,26.3,9.1,—
Paya Lebar,2007,4,21,0,—,—,—,—,34.8,26.1,7.4,—
Paya Lebar,2007,4,22,0,—,—,—,—,34.4,26.4,5.8,—
Paya Lebar,2007,4,23,66,—,—,—,—,33.5,23,8,—
Paya Lebar,2007,4,24,7.9,—,—,—,—,28.4,23.4,5.6,—
Paya Lebar,2007,4,25,24.6,—,—,—,—,34.3,25,6.8,—
Paya Lebar,2007,4,26,3.8,—,—,—,—,29.8,24.5,5.6,—
Paya Lebar,2007,4,27,66.8,—,—,—,—,33,23.2,6.1,—
Paya Lebar,2007,4,28,10,—,—,—,—,32.2,23.7,5.2,—
Paya Lebar,2007,4,29,19.6,—,—,—,—,33,21.7,6.7,—
Paya Lebar,2007,4,30,24.5,—,—,—,—,32.2,23.2,9.4,—
