Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Newton,2022,5,1,     1.6,     1.4,     1.6,     1.6,    28.6,    32.2,    26.1,     6.2,    26.3
Newton,2022,5,2,     6.6,     3.6,     5.2,     6.4,    27.5,    30.6,    24.0,     8.6,    42.0
Newton,2022,5,3,     2.4,     1.2,     1.8,     2.4,    27.8,    30.8,    24.6,     8.6,    41.5
Newton,2022,5,4,    23.8,    11.0,    12.8,    16.6,    27.5,    29.9,    23.4,-,    35.0
Newton,2022,5,5,     3.6,     3.4,     3.4,     3.6,    28.5,    31.0,    25.7,     8.4,    41.9
Newton,2022,5,6,     0.0,     0.0,     0.0,     0.0,    29.3,    32.6,    27.4,     8.5,    34.6
Newton,2022,5,7,    25.4,    15.6,    22.0,    22.4,    27.4,    31.8,    23.2,     9.2,    55.4
Newton,2022,5,8,     2.2,     1.0,     1.6,     1.8,    27.6,    29.8,    25.3,     8.5,    33.5
Newton,2022,5,9,     0.0,     0.0,     0.0,     0.0,    29.1,    33.4,    27.2,    12.9,    83.5
Newton,2022,5,10,     0.0,     0.0,     0.0,     0.0,    29.9,    34.2,    27.5,    11.9,    47.2
Newton,2022,5,11,    39.8,    15.4,    25.0,    36.8,    27.4,    30.2,    23.7,-,    33.5
Newton,2022,5,12,     0.0,     0.0,     0.0,     0.0,    29.6,    33.1,    27.1,     9.3,    35.0
Newton,2022,5,13,     0.0,     0.0,     0.0,     0.0,    29.6,    34.6,    26.7,     7.1,    26.7
Newton,2022,5,14,    18.4,    15.8,    17.2,    18.4,    29.2,    33.8,    26.3,     9.7,    35.0
Newton,2022,5,15,     1.6,     1.6,     1.6,     1.6,    28.8,    33.3,    25.8,     8.7,    32.4
Newton,2022,5,16,    32.2,    16.0,    17.0,    18.8,    26.9,    30.7,    24.1,     7.1,    84.6
Newton,2022,5,17,     0.0,     0.0,     0.0,     0.0,    28.7,    32.7,    25.2,     7.9,    28.5
Newton,2022,5,18,     0.0,     0.0,     0.0,     0.0,    29.8,    34.0,    27.8,     9.4,    30.6
Newton,2022,5,19,     7.0,     3.0,     3.0,     3.6,    27.9,    32.0,    24.3,     8.9,    85.4
Newton,2022,5,20,     0.0,     0.0,     0.0,     0.0,    28.5,    32.7,    26.4,     6.3,    27.0
Newton,2022,5,21,     0.0,     0.0,     0.0,     0.0,    29.1,    33.0,    26.8,     7.5,    34.3
Newton,2022,5,22,     0.0,     0.0,     0.0,     0.0,    29.2,    31.7,    27.6,    10.3,    39.6
Newton,2022,5,23,     0.0,     0.0,     0.0,     0.0,    29.4,    33.4,    26.9,     8.7,    40.4
Newton,2022,5,24,     0.0,     0.0,     0.0,     0.0,    29.6,    35.0,    25.9,     9.6,    38.9
Newton,2022,5,25,    52.6,    37.2,    43.6,    43.6,    27.2,    34.5,    23.1,     9.0,    38.2
Newton,2022,5,26,     0.0,     0.0,     0.0,     0.0,    28.4,    32.0,    25.1,     6.9,    23.7
Newton,2022,5,27,     0.0,     0.0,     0.0,     0.0,    29.6,    34.9,    27.4,     8.2,    36.7
Newton,2022,5,28,     0.0,     0.0,     0.0,     0.0,    29.2,    32.2,    26.5,     7.5,    36.7
Newton,2022,5,29,     0.0,     0.0,     0.0,     0.0,    30.1,    33.7,    28.0,     8.0,    28.9
Newton,2022,5,30,     0.0,     0.0,     0.0,     0.0,    30.4,    34.0,    28.1,     7.8,    35.2
Newton,2022,5,31,     0.0,     0.0,     0.0,     0.0,    29.8,    33.6,    27.9,     7.7,    35.2
