Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Pasir Panjang,2023,11,1,     0.0,     0.0,     0.0,     0.0,    28.3,    31.2,    26.7,    18.0,    51.1
Pasir Panjang,2023,11,2,     0.0,     0.0,     0.0,     0.0,    29.1,    32.3,    26.8,    18.2,    40.4
Pasir Panjang,2023,11,3,     0.0,     0.0,     0.0,     0.0,    29.6,    32.8,    27.2,    16.3,    37.4
Pasir Panjang,2023,11,4,     7.6,     5.4,     6.2,     7.6,    29.2,    33.1,    26.7,    16.4,    54.1
Pasir Panjang,2023,11,5,     0.0,     0.0,     0.0,     0.0,    28.8,    32.0,    26.3,    14.9,    37.4
Pasir Panjang,2023,11,6,     0.2,     0.2,     0.2,     0.2,    28.7,    32.1,    26.7,    14.3,    35.0
Pasir Panjang,2023,11,7,    21.0,    15.0,    20.6,    21.0,    28.2,    32.4,    23.1,    17.7,    72.8
Pasir Panjang,2023,11,8,     0.0,     0.0,     0.0,     0.0,    28.4,    30.6,    25.7,    17.2,    53.0
Pasir Panjang,2023,11,9,     2.2,     2.2,     2.2,     2.2,    28.5,    30.5,    26.1,    16.2,    43.9
Pasir Panjang,2023,11,10,     0.6,     0.6,     0.6,     0.6,    29.1,    31.8,    27.3,    17.0,    41.5
Pasir Panjang,2023,11,11,     0.0,     0.0,     0.0,     0.0,    29.4,    32.0,    27.0,    19.1,    40.4
Pasir Panjang,2023,11,12,     1.6,     0.6,     0.8,     0.8,    28.6,    32.0,    26.5,    16.7,    37.4
Pasir Panjang,2023,11,13,     2.4,     1.8,     2.4,     2.4,    29.3,    33.9,    26.4,    13.5,    51.5
Pasir Panjang,2023,11,14,     1.8,     0.6,     0.8,     1.4,    27.6,    31.8,    26.2,    18.3,    70.6
Pasir Panjang,2023,11,15,     0.0,     0.0,     0.0,     0.0,    28.4,    31.7,    26.2,    18.5,    48.9
Pasir Panjang,2023,11,16,     3.6,     3.0,     3.4,     3.4,    28.0,    33.0,    25.8,    17.1,    51.9
Pasir Panjang,2023,11,17,    16.0,    14.2,    15.8,    15.8,    27.9,    33.4,    24.5,    12.2,    62.6
Pasir Panjang,2023,11,18,     0.2,     0.2,     0.2,     0.2,    28.6,    33.2,    26.6,    18.0,    48.5
Pasir Panjang,2023,11,19,     0.0,     0.0,     0.0,     0.0,    27.9,    29.7,    26.3,    22.4,    53.0
Pasir Panjang,2023,11,20,     3.0,     3.0,     3.0,     3.0,    28.3,    31.5,    26.0,    18.5,    48.5
Pasir Panjang,2023,11,21,    33.6,    11.4,    17.2,    26.4,    27.3,    30.0,    25.6,    19.0,    46.5
Pasir Panjang,2023,11,22,     0.0,     0.0,     0.0,     0.0,    28.2,    30.8,    25.9,    20.0,    41.1
Pasir Panjang,2023,11,23,     0.8,     0.8,     0.8,     0.8,    27.9,    31.0,    25.4,    18.6,    44.3
Pasir Panjang,2023,11,24,    15.6,    10.8,    12.8,    13.0,    27.5,    31.6,    25.2,    20.6,    63.3
Pasir Panjang,2023,11,25,     1.6,     0.6,     0.8,     1.0,    27.4,    29.8,    26.3,    17.5,    44.6
Pasir Panjang,2023,11,26,     3.6,     3.4,     3.6,     3.6,    27.1,    30.6,    25.2,    16.3,    40.0
Pasir Panjang,2023,11,27,     0.0,     0.0,     0.0,     0.0,    27.5,    30.7,    25.7,    18.5,    40.0
Pasir Panjang,2023,11,28,    64.8,    43.8,    59.2,    64.6,    27.9,    32.5,    23.9,    15.9,    46.5
Pasir Panjang,2023,11,29,     5.6,     4.0,     4.4,     4.8,    27.5,    30.3,    25.9,    15.9,    47.8
Pasir Panjang,2023,11,30,    56.6,    17.8,    20.2,    23.2,    27.2,    33.0,    24.6,    16.2,    42.8
