Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Choa Chu Kang (South),2020,7,1,     0.0,     0.0,     0.0,     0.0,    28.9,    31.6,    27.2,     7.5,    24.1
Choa Chu Kang (South),2020,7,2,     0.0,     0.0,     0.0,     0.0,    29.4,    32.4,    27.4,     8.4,    33.2
Choa Chu Kang (South),2020,7,3,     0.0,     0.0,     0.0,     0.0,    29.6,    33.0,    27.7,     8.1,    27.4
Choa Chu Kang (South),2020,7,4,    54.2,    40.8,    53.4,    54.0,    28.0,    32.9,    21.5,     6.7,    29.8
Choa Chu Kang (South),2020,7,5,    23.2,    21.8,    22.4,    23.2,    26.7,    32.6,    23.2,     5.6,    44.6
Choa Chu Kang (South),2020,7,6,    11.0,     9.0,     9.0,     9.0,    27.3,    32.3,    24.7,     5.7,    25.2
Choa Chu Kang (South),2020,7,7,     6.0,     3.8,     5.2,     5.2,    26.5,    31.3,    24.6,     4.9,    28.9
Choa Chu Kang (South),2020,7,8,     0.2,     0.2,     0.2,     0.2,    26.7,    29.9,    24.4,     5.3,    21.3
Choa Chu Kang (South),2020,7,9,    12.8,     4.6,     6.2,    11.2,    25.5,    27.6,    23.7,     7.5,    29.1
Choa Chu Kang (South),2020,7,10,     0.0,     0.0,     0.0,     0.0,    27.7,    31.6,    24.8,     5.6,    19.1
Choa Chu Kang (South),2020,7,11,     1.4,     1.2,     1.4,     1.4,    27.5,    30.3,    24.9,     5.5,    28.5
Choa Chu Kang (South),2020,7,12,     5.0,     4.2,     5.0,     5.0,    28.0,    31.3,    24.3,     7.0,    31.3
Choa Chu Kang (South),2020,7,13,    18.2,     7.6,     8.6,    16.6,    25.5,    28.1,    23.7,     6.8,    45.4
Choa Chu Kang (South),2020,7,14,     0.2,     0.2,     0.2,     0.2,    26.7,    28.9,    24.6,     5.6,    23.0
Choa Chu Kang (South),2020,7,15,     1.6,     1.4,     1.6,     1.6,    27.3,    30.8,    25.0,     5.7,    23.3
Choa Chu Kang (South),2020,7,16,    14.2,-,-,-,    27.6,    33.2,    23.8,     5.4,    25.2
Choa Chu Kang (South),2020,7,17,     0.0,     0.0,     0.0,     0.0,    28.5,    33.2,    24.8,     5.5,    22.6
Choa Chu Kang (South),2020,7,18,     0.0,     0.0,     0.0,     0.0,    27.8,    32.6,    25.6,     5.1,    28.2
Choa Chu Kang (South),2020,7,19,     0.0,     0.0,     0.0,     0.0,    28.6,    32.6,    24.9,     6.3,    24.8
Choa Chu Kang (South),2020,7,20,     0.0,     0.0,     0.0,     0.0,    29.2,    33.5,    26.1,     5.7,    29.4
Choa Chu Kang (South),2020,7,21,     0.0,     0.0,     0.0,     0.0,    29.2,    33.3,    26.3,     6.0,    29.8
Choa Chu Kang (South),2020,7,22,    41.4,    24.0,    38.8,    41.0,    27.0,    31.4,    23.2,     4.8,    36.3
Choa Chu Kang (South),2020,7,23,     8.2,     6.0,     6.0,     6.0,    27.5,    30.8,    24.9,     5.5,    28.9
Choa Chu Kang (South),2020,7,24,    16.8,     9.6,    15.4,    15.6,    26.8,    31.0,    23.3,     5.0,    29.4
Choa Chu Kang (South),2020,7,25,    13.0,    11.8,    12.0,    12.0,    26.5,    31.8,    24.1,     5.4,    33.5
Choa Chu Kang (South),2020,7,26,     3.0,     1.8,     1.8,     2.0,    26.8,    31.3,    24.9,     6.0,    43.9
Choa Chu Kang (South),2020,7,27,    27.6,    12.2,    13.0,    16.2,    26.0,    30.7,    23.2,     5.8,    40.4
Choa Chu Kang (South),2020,7,28,     0.2,     0.2,     0.2,     0.2,    27.6,    32.2,    24.6,     6.9,    30.6
Choa Chu Kang (South),2020,7,29,    29.2,    15.4,    16.4,    17.8,    25.8,    28.7,    23.8,     5.4,    27.0
Choa Chu Kang (South),2020,7,30,     0.2,     0.2,     0.2,     0.2,    28.1,    31.8,    25.0,     6.9,    24.1
Choa Chu Kang (South),2020,7,31,     7.0,     6.6,     6.6,     7.0,    28.0,    31.0,    23.7,     7.8,    33.5
