Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Choa Chu Kang (South),2019,9,1,0,0,0,0,29.4,33.5,25.6,6.8,27.4
Choa Chu Kang (South),2019,9,2,0,0,0,0,29.6,33.6,26.5,7.2,31.7
Choa Chu Kang (South),2019,9,3,0,0,0,0,29.6,33.3,27.1,7.6,32.4
Choa Chu Kang (South),2019,9,4,30.4,19.6,23.2,30,28.4,33.1,23,6.5,33.8
Choa Chu Kang (South),2019,9,5,0,0,0,0,29.1,32.8,26.5,7.2,27
Choa Chu Kang (South),2019,9,6,0,0,0,0,29.3,33,26.1,7.2,29.2
Choa Chu Kang (South),2019,9,7,0,0,0,0,29.3,33.1,26.3,7.9,31.3
Choa Chu Kang (South),2019,9,8,0,0,0,0,29.2,33,26.4,8.3,31.7
Choa Chu Kang (South),2019,9,9,0,0,0,0,29.4,32.8,26.7,7.2,26.3
Choa Chu Kang (South),2019,9,10,0,0,0,0,29.3,33.1,27,8.3,35.6
Choa Chu Kang (South),2019,9,11,0,0,0,0,29.3,33.2,26.2,7.2,27.4
Choa Chu Kang (South),2019,9,12,0,0,0,0,29.3,33.3,26.1,6.1,29.2
Choa Chu Kang (South),2019,9,13,0,0,0,0,29.2,33.4,25.9,7.6,26.6
Choa Chu Kang (South),2019,9,14,0.4,0.4,0.4,0.4,28,30.2,25.7,6.5,25.2
Choa Chu Kang (South),2019,9,15,0,0,0,0,28.6,32.1,26.1,6.5,24.8
Choa Chu Kang (South),2019,9,16,0,0,0,0,28.8,32.4,25.8,7.2,25.9
Choa Chu Kang (South),2019,9,17,0,0,0,0,29.1,32.7,26.2,7.6,28.4
Choa Chu Kang (South),2019,9,18,0,0,0,0,29.3,32.8,26.9,8.3,31.7
Choa Chu Kang (South),2019,9,19,0,0,0,0,29.3,33.2,26.9,7.2,33.1
Choa Chu Kang (South),2019,9,20,0,0,0,0,28.9,32.7,26.6,7.2,30.6
Choa Chu Kang (South),2019,9,21,0,0,0,0,29.3,33.5,26,7.6,29.9
Choa Chu Kang (South),2019,9,22,0,0,0,0,29.4,34.5,25.7,6.8,27.7
Choa Chu Kang (South),2019,9,23,0,0,0,0,29,32.4,26.9,6.5,31
Choa Chu Kang (South),2019,9,24,0,0,0,0,29.5,34.2,26,6.5,32.8
Choa Chu Kang (South),2019,9,25,60.8,27.2,37.2,43.4,26.3,30.4,23.4,4.7,36.7
Choa Chu Kang (South),2019,9,26,0,0,0,0,28.2,33.1,24.5,5.4,24.5
Choa Chu Kang (South),2019,9,27,4.4,4.2,4.2,4.2,27.8,33,26,4.7,27
Choa Chu Kang (South),2019,9,28,0.2,0.2,0.2,0.2,28.1,32.9,24.7,5,23.4
Choa Chu Kang (South),2019,9,29,10.6,4.8,5,9.4,26.9,33,24.5,4.3,31.3
Choa Chu Kang (South),2019,9,30,23.6,12.6,14.2,17,26,30.4,23.4,4.7,31.7
