Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Newton,2021,1,1,    90.6,    15.6,    19.6,    33.8,    23.7,    25.7,    21.2,    10.2,    48.5
Newton,2021,1,2,   117.0,    11.4,    20.6,    38.0,    22.5,    24.0,    21.1,    12.6,    46.1
Newton,2021,1,3,     3.4,     0.6,     1.2,     1.8,    23.5,    24.6,    22.8,     5.7,    30.9
Newton,2021,1,4,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Newton,2021,1,5,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Newton,2021,1,6,     1.2,     1.2,     1.2,     1.2,    26.5,    29.7,    24.7,     6.3,    34.3
Newton,2021,1,7,     1.0,     0.4,     0.6,     0.6,    24.3,    25.2,    23.3,     6.0,    29.8
Newton,2021,1,8,     4.0,     2.0,     2.2,     3.4,    25.3,    27.5,    24.2,     6.2,    33.5
Newton,2021,1,9,    55.0,    23.4,    31.2,    32.8,    24.9,    27.2,    23.0,     7.5,    42.0
Newton,2021,1,10,    95.4,    12.2,    18.4,    25.2,    23.3,    23.7,    23.0,    12.8,    47.8
Newton,2021,1,11,     2.8,     0.8,     1.2,     3.2,    25.2,    28.3,    23.6,     9.7,    45.4
Newton,2021,1,12,    20.6,    11.0,    11.8,    14.2,    24.7,    27.7,    23.2,     9.5,    52.6
Newton,2021,1,13,     1.0,     0.4,     0.6,     0.8,    24.8,    27.3,    23.1,     7.6,    40.7
Newton,2021,1,14,     0.0,     0.0,     0.0,     0.0,    25.5,    28.5,    23.3,     7.2,    38.2
Newton,2021,1,15,     0.0,     0.0,     0.0,     0.0,    26.6,    31.4,    24.2,     6.7,    29.1
Newton,2021,1,16,     0.0,     0.0,     0.0,     0.0,    26.7,    31.1,    24.7,     6.8,    32.8
Newton,2021,1,17,     0.0,     0.0,     0.0,     0.0,    26.8,    30.7,    24.7,     9.8,    52.2
Newton,2021,1,18,     0.0,     0.0,     0.0,     0.0,    25.9,    28.3,    24.6,    10.5,    55.4
Newton,2021,1,19,     0.0,     0.0,     0.0,     0.0,    25.9,    29.2,    23.9,     8.1,    42.4
Newton,2021,1,20,     0.0,     0.0,     0.0,     0.0,    26.1,    30.1,    23.8,     7.4,    34.6
Newton,2021,1,21,    10.6,     5.6,     8.6,    10.4,    26.1,    31.6,    23.9,     6.5,    32.8
Newton,2021,1,22,    13.4,    12.8,    13.4,    13.4,    26.0,    32.6,    24.0,     5.0,    27.0
Newton,2021,1,23,    20.4,    17.0,    18.8,    20.2,    25.4,    31.4,    22.8,     6.4,    36.3
Newton,2021,1,24,     0.2,     0.2,     0.2,     0.2,    26.4,    31.4,    23.8,     6.9,    31.7
Newton,2021,1,25,     0.2,     0.2,     0.2,     0.2,    26.9,    32.0,    24.8,     6.5,    34.6
Newton,2021,1,26,     0.0,     0.0,     0.0,     0.0,    27.0,    32.2,    24.4,     6.5,    30.9
Newton,2021,1,27,     0.0,     0.0,     0.0,     0.0,    26.6,    32.0,    24.2,     6.1,    31.7
Newton,2021,1,28,     8.6,     4.4,     4.6,     5.0,    25.8,    30.0,    23.5,     6.9,    40.0
Newton,2021,1,29,     0.0,     0.0,     0.0,     0.0,    26.6,    31.7,    24.1,     8.7,    41.9
Newton,2021,1,30,     0.0,     0.0,     0.0,     0.0,    26.4,    30.5,    24.3,     8.9,    42.0
Newton,2021,1,31,    10.0,     9.8,     9.8,     9.8,    26.1,    29.9,    24.0,     7.4,    33.2
