Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Jurong (West),2021,6,1,     4.4,     4.2,     4.4,     4.4,    28.2,    31.5,    26.3,     4.4,    39.6
Jurong (West),2021,6,2,    10.2,     3.8,     6.6,     7.0,    28.1,    31.9,    25.1,     6.8,    28.2
Jurong (West),2021,6,3,     0.0,     0.0,     0.0,     0.0,    29.3,    33.1,    25.2,     7.9,    29.1
Jurong (West),2021,6,4,     0.0,     0.0,     0.0,     0.0,    29.6,    33.8,    27.5,     6.9,    32.0
Jurong (West),2021,6,5,     0.0,     0.0,     0.0,     0.0,    29.2,    31.7,    26.8,     6.3,    29.4
Jurong (West),2021,6,6,     0.0,     0.0,     0.0,     0.0,    29.2,    32.5,    26.0,     7.2,    28.2
Jurong (West),2021,6,7,     0.6,     0.6,     0.6,     0.6,    29.4,    32.2,    26.0,     7.1,    37.8
Jurong (West),2021,6,8,     0.2,     0.2,     0.2,     0.2,    28.9,    33.0,    25.7,     6.3,    26.3
Jurong (West),2021,6,9,     5.0,     5.0,     5.0,     5.0,    28.7,    31.6,    23.9,     5.6,    48.2
Jurong (West),2021,6,10,     7.0,     5.2,     6.4,     6.8,    27.6,    32.3,    23.8,     5.8,    35.2
Jurong (West),2021,6,11,     0.0,     0.0,     0.0,     0.4,    28.1,    31.6,    24.9,     6.1,    26.7
Jurong (West),2021,6,12,     0.0,     0.0,     0.0,     0.0,    29.3,    33.4,    26.8,     7.4,    29.4
Jurong (West),2021,6,13,    60.0,    32.4,    54.2,    59.4,    28.0,    31.3,    23.5,     7.5,    30.6
Jurong (West),2021,6,14,     4.0,     2.2,     3.2,     4.0,    27.4,    32.1,    24.2,     5.3,    43.5
Jurong (West),2021,6,15,    55.6,    26.8,    41.8,    54.8,    26.2,    31.9,    22.7,     5.7,    32.0
Jurong (West),2021,6,16,     0.0,     0.0,     0.0,     0.0,    27.2,    30.9,    24.3,     5.9,    30.2
Jurong (West),2021,6,17,     0.0,     0.0,     0.0,     0.0,    28.5,    33.3,    25.2,     6.4,    26.7
Jurong (West),2021,6,18,    20.4,     7.0,    11.4,    14.0,    26.1,    28.7,    23.9,     4.9,    32.4
Jurong (West),2021,6,19,     0.4,     0.4,     0.4,     0.4,    27.5,    31.6,    25.3,     4.7,    24.8
Jurong (West),2021,6,20,    27.2,    21.6,    24.2,    24.8,    27.2,    32.0,    22.7,     5.9,    31.7
Jurong (West),2021,6,21,     0.0,     0.0,     0.0,     0.4,    28.2,    32.7,    23.9,     5.5,    23.3
Jurong (West),2021,6,22,     6.6,     6.4,     6.6,     6.6,    27.7,    30.7,    23.5,     6.3,    35.2
Jurong (West),2021,6,23,     0.2,     0.2,     0.2,     0.2,    28.0,    31.7,    23.5,     8.2,    35.9
Jurong (West),2021,6,24,     0.8,     0.4,     0.6,     0.8,    28.5,    32.2,    26.1,     6.3,    24.8
Jurong (West),2021,6,25,     1.6,     1.2,     1.2,     1.2,    27.8,    31.4,    24.5,     5.8,    25.9
Jurong (West),2021,6,26,    10.8,     7.8,     8.2,    10.8,    27.1,    30.7,    23.8,     6.4,    30.9
Jurong (West),2021,6,27,    40.0,    20.2,    34.4,    39.8,    27.1,    29.1,    23.7,     5.8,    25.2
Jurong (West),2021,6,28,     0.0,     0.0,     0.0,     0.0,    28.5,    32.7,    25.4,     6.4,    27.0
Jurong (West),2021,6,29,    29.6,    20.2,    23.0,    23.8,    26.8,    30.7,    23.1,     6.8,    31.7
Jurong (West),2021,6,30,     0.0,     0.4,     0.8,    23.2,    27.6,    31.7,    23.3,     7.6,    30.9
