Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Marina Barrage,2023,5,1,0,0,0,0,-,-,-,4.4,20.9
Marina Barrage,2023,5,2,0,0,0,0,-,-,-,5.2,19.1
Marina Barrage,2023,5,3,0,0,0,0,-,-,-,4.9,30.6
Marina Barrage,2023,5,4,0,0,0,0,-,-,-,4,25.6
Marina Barrage,2023,5,5,0,0,0,0,-,-,-,5.4,25.6
Marina Barrage,2023,5,6,2.2,1.4,1.4,1.4,-,-,-,7.9,30.9
Marina Barrage,2023,5,7,8.6,6.6,7.6,8.4,-,-,-,9.2,29.1
Marina Barrage,2023,5,8,0,0,0,0,-,-,-,9.3,31.7
Marina Barrage,2023,5,9,0.2,0.2,0.2,0.2,-,-,-,7.8,23.7
Marina Barrage,2023,5,10,0,0,0,0,-,-,-,4,17.6
Marina Barrage,2023,5,11,0,0,0,0,-,-,-,6.1,26.3
Marina Barrage,2023,5,12,0,0,0,0,-,-,-,6.1,24.4
Marina Barrage,2023,5,13,0,0,0,0,-,-,-,4.4,18.7
Marina Barrage,2023,5,14,0,0,0,0,-,-,-,4.2,23.7
Marina Barrage,2023,5,15,0,0,0,0,-,-,-,4.3,39.3
Marina Barrage,2023,5,16,23,18.4,22,22.6,-,-,-,4.6,43.2
Marina Barrage,2023,5,17,0,0,0,0,-,-,-,3.3,20.9
Marina Barrage,2023,5,18,0,0,0,0,-,-,-,6.1,25.2
Marina Barrage,2023,5,19,3.6,2.6,3.2,3.6,-,-,-,6.8,27.4
Marina Barrage,2023,5,20,0,0,0,0,-,-,-,8.4,29.4
Marina Barrage,2023,5,21,11.4,8.4,10.4,10.4,-,-,-,5.9,44.6
Marina Barrage,2023,5,22,0,0,0,0,-,-,-,5.8,21.7
Marina Barrage,2023,5,23,4.6,3.2,3.2,3.4,-,-,-,7.2,35.6
Marina Barrage,2023,5,24,0,0,0,0,-,-,-,7.4,22
Marina Barrage,2023,5,25,0,0,0,0,-,-,-,7.6,24.1
Marina Barrage,2023,5,26,24.2,13.6,14.2,14.4,-,-,-,5.5,34.3
Marina Barrage,2023,5,27,0.4,0.4,0.4,0.4,-,-,-,5.5,29.4
Marina Barrage,2023,5,28,25.4,25.2,25.4,25.4,-,-,-,6.7,31.7
Marina Barrage,2023,5,29,11.6,8.4,11,11,-,-,-,7.5,35.9
Marina Barrage,2023,5,30,0,0,0,0,-,-,-,7.1,23
Marina Barrage,2023,5,31,0,0,0,0,-,-,-,8.6,22.4
