Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Pasir Panjang,2023,2,1,     0.0,     0.0,     0.0,     0.0,    26.6,    30.5,    24.3,    21.6,    50.4
Pasir Panjang,2023,2,2,    81.8,    65.6,    80.6,    81.4,    26.5,    31.5,    22.8,    17.2,    47.8
Pasir Panjang,2023,2,3,     1.4,     0.6,     0.8,     1.2,    26.4,    30.5,    24.2,    16.1,    48.9
Pasir Panjang,2023,2,4,     6.4,     2.0,     2.2,     3.0,    25.3,    27.3,    24.2,    17.5,    46.1
Pasir Panjang,2023,2,5,    33.8,    27.2,    32.6,    33.8,    26.1,    30.7,    24.0,    19.0,    50.4
Pasir Panjang,2023,2,6,     0.0,     0.0,     0.0,     0.0,    26.6,    29.7,    24.5,    24.3,    48.5
Pasir Panjang,2023,2,7,     0.0,     0.0,     0.0,     0.0,    27.1,    32.1,    24.8,    17.5,    45.0
Pasir Panjang,2023,2,8,    14.8,     9.8,    13.2,    14.2,    27.0,    31.5,    25.3,    15.8,    50.7
Pasir Panjang,2023,2,9,     0.4,     0.2,     0.2,     0.2,    27.3,    30.8,    25.6,    14.5,    39.3
Pasir Panjang,2023,2,10,    11.8,     9.4,     9.8,    10.0,    26.9,    30.3,    24.0,    14.9,    48.9
Pasir Panjang,2023,2,11,     2.6,     2.4,     2.6,     2.6,    27.4,    31.2,    25.2,    20.6,    56.1
Pasir Panjang,2023,2,12,    17.2,     9.8,    10.8,    11.6,    25.8,    31.0,    23.1,    16.3,    58.3
Pasir Panjang,2023,2,13,     0.0,     0.0,     0.0,     0.0,    27.2,    31.1,    25.0,    13.4,    35.0
Pasir Panjang,2023,2,14,     0.8,     0.8,     0.8,     0.8,    27.3,    31.7,    25.7,    14.1,    35.6
Pasir Panjang,2023,2,15,    25.0,    18.4,    23.8,    24.4,    26.2,    29.5,    22.5,    16.2,    69.5
Pasir Panjang,2023,2,16,     0.0,     0.0,     0.0,     0.0,    27.4,    31.1,    24.6,    18.8,    53.0
Pasir Panjang,2023,2,17,     5.6,     3.0,     5.0,     5.6,    27.1,    31.1,    25.0,    15.3,    46.1
Pasir Panjang,2023,2,18,     8.6,     8.4,     8.6,     8.6,    27.5,    32.0,    25.5,    17.5,    50.7
Pasir Panjang,2023,2,19,    11.4,     8.0,     9.8,    11.2,    27.6,    32.6,    25.3,    16.8,    56.5
Pasir Panjang,2023,2,20,     0.2,     0.2,     0.2,     0.2,    27.0,    30.5,    25.7,    15.6,    49.6
Pasir Panjang,2023,2,21,     0.0,     0.0,     0.0,     0.0,    27.6,    31.6,    25.2,    18.4,    52.6
Pasir Panjang,2023,2,22,     4.2,     4.2,     4.2,     4.2,    27.4,    30.9,    24.9,    17.5,    61.9
Pasir Panjang,2023,2,23,     0.0,     0.0,     0.0,     0.0,    27.8,    31.6,    25.6,    17.8,    48.9
Pasir Panjang,2023,2,24,     0.0,     0.0,     0.0,     0.0,    28.0,    31.9,    25.9,    18.1,    56.5
Pasir Panjang,2023,2,25,     0.0,     0.0,     0.0,     0.0,    27.6,    31.2,    25.6,    16.0,    46.9
Pasir Panjang,2023,2,26,     0.0,     0.0,     0.0,     0.0,    27.5,    31.4,    25.4,    20.2,    55.0
Pasir Panjang,2023,2,27,     0.0,     0.0,     0.0,     0.0,    27.2,    30.7,    24.9,    21.8,    59.1
Pasir Panjang,2023,2,28,   151.6,    23.8,    41.2,    64.8,    24.8,    27.1,    22.3,    23.0,    50.7
