Station,Year,Month,Day,Daily Rainfall Total,Highest 30 Min Rainfall,Highest 60 Min Rainfall,Highest 120 Min Rainfall,Mean Temperature,Maximum Temperature,Minimum Temperature,Mean Wind Speed,Max Wind Speed
Tuas South,2011,4,1,12,,,,28.4,31.9,25.9,8.5,22
Tuas South,2011,4,2,0,,,,,30.4,23,7.1,42.8
Tuas South,2011,4,3,0,,,,,,,10.2,25.6
Tuas South,2011,4,4,0,,,,,,,7.8,24.8
Tuas South,2011,4,5,0,,,,,31.4,25.8,6,32
Tuas South,2011,4,6,10.2,,,,,33.1,23.7,7.3,45
Tuas South,2011,4,7,0,,,,28.6,33.2,25.4,7.7,31.7
Tuas South,2011,4,8,0,,,,,33.4,25.2,8.6,26.3
Tuas South,2011,4,9,6.4,,,,,32.1,25.4,9.1,28.8
Tuas South,2011,4,10,0.4,,,,,30.7,25.6,7.5,29.2
Tuas South,2011,4,11,0,,,,26.6,27.9,25.4,5.5,19.8
Tuas South,2011,4,12,2.4,,,,27.8,33,25.4,7.3,24.8
Tuas South,2011,4,13,1,,,,27.4,32.6,25.3,5.5,27
Tuas South,2011,4,14,0,,,,27.4,32,25.8,7.2,34.6
Tuas South,2011,4,15,8.4,,,,28.1,33.2,24.9,4.8,28.1
Tuas South,2011,4,16,1,,,,26.8,30.4,25.4,4.7,38.2
Tuas South,2011,4,17,26.2,,,,28.2,32.7,24.7,5.4,17.6
Tuas South,2011,4,18,0.8,,,,,29.6,23.3,7.6,48.6
Tuas South,2011,4,19,0,,,,28.8,31.4,26.7,8.9,22.3
Tuas South,2011,4,20,5.6,,,,27,29.1,25.2,5,29.5
Tuas South,2011,4,21,2,,,,27.6,30.8,25.3,5.5,24.8
Tuas South,2011,4,22,0,,,,28.6,33,26.3,4.8,27.4
Tuas South,2011,4,23,0,,,,28.6,32.2,26.4,5.3,21.6
Tuas South,2011,4,24,15.6,,,,,33,24.5,6.4,36.7
Tuas South,2011,4,25,0,,,,28.7,33.2,25.3,5.8,26.3
Tuas South,2011,4,26,19.6,,,,,32.7,24.3,6.3,34.9
Tuas South,2011,4,27,0,,,,28.4,31.7,26.1,6.3,32.8
Tuas South,2011,4,28,55.8,,,,28.4,32.5,24.8,4.6,32
Tuas South,2011,4,29,12.4,,,,,,,5.7,20.5
Tuas South,2011,4,30,20.2,,,,27.8,30.6,24.4,6.6,34.2
Tuas South,2011,5,1,0.2,,,,27.6,29.6,25.6,4.3,21.6
Tuas South,2011,5,2,0,,,,26.7,28,24.4,6.2,41.8
Tuas South,2011,5,3,0,,,,27.9,30.3,25.8,7.8,29.9
Tuas South,2011,5,4,0,,,,27.8,31,26.4,5.9,26.3
Tuas South,2011,5,5,0,,,,28.8,32.5,25.9,7.8,30.2
Tuas South,2011,5,6,0,,,,29.6,33.3,26.7,7.6,29.2
Tuas South,2011,5,7,0,,,,30.3,33.9,27.7,5.8,29.5
Tuas South,2011,5,8,0,,,,30,33.2,27.2,6,18.7
Tuas South,2011,5,9,18.4,,,,30.1,32.1,28.1,5.2,13.7
Tuas South,2011,5,10,0.2,,,,29.2,32.1,23,4.8,45.7
Tuas South,2011,5,11,0,,,,29.9,32.9,27.8,5.4,18.4
Tuas South,2011,5,12,24.4,,,,27.9,29.9,24.3,4.5,26.6
Tuas South,2011,5,13,0,,,,28.5,31,26.3,4.3,14.8
Tuas South,2011,5,14,7.4,,,,27.8,29.3,24.9,5.5,37.1
Tuas South,2011,5,15,0,,,,29.2,32.8,26,5.3,24.8
Tuas South,2011,5,16,0,,,,28.5,32.4,26.5,4.4,23.8
Tuas South,2011,5,17,0,,,,28.3,32,26.2,5.6,29.2
Tuas South,2011,5,18,12.4,,,,27.7,32.3,24.7,5.3,24.8
Tuas South,2011,5,19,0,,,,28.3,30.8,25.7,7.1,19.4
Tuas South,2011,5,20,20.4,,,,28.2,31.4,26.5,5.6,28.4
Tuas South,2011,5,21,18.2,,,,27.1,29.5,24,4.7,28.1
Tuas South,2011,5,22,3.6,,,,29.2,31.3,27.2,8.6,31.3
Tuas South,2011,5,23,0,,,,28.9,31.8,25,7.7,41.8
Tuas South,2011,5,24,32,,,,29.7,33.2,24.7,7.1,40.7
Tuas South,2011,5,25,8.2,,,,28,29.9,24.6,7.9,26.6
Tuas South,2011,5,26,2.6,,,,28.3,31.4,24,6.7,26.6
Tuas South,2011,5,27,4.6,,,,28,30.1,24.7,6.3,26.6
Tuas South,2011,5,28,0,,,,29.1,30.7,27.6,9.2,23.8
Tuas South,2011,5,29,0,,,,29.1,31.2,27.5,6.1,23.4
Tuas South,2011,5,30,0,,,,29.2,31.4,28,7.5,29.5
Tuas South,2011,5,31,3.6,,,,28.3,32.2,25.8,6,47.5
Tuas South,2011,6,1,0.4,,,,27.8,32,26.1,4.5,27
Tuas South,2011,6,2,0,,,,28.4,32.8,26.1,5.2,25.2
Tuas South,2011,6,3,0.2,,,,29,32.4,26.6,4.7,19.8
Tuas South,2011,6,4,3,,,,28.8,30.8,26.5,5.5,34.6
Tuas South,2011,6,5,82.8,,,,27,29.2,23.5,7,42.5
Tuas South,2011,6,6,0.4,,,,,,,7.5,47.2
Tuas South,2011,6,7,0,,,,,31.8,26.2,4,12.2
Tuas South,2011,6,8,26.8,,,,,33.3,27.3,6.6,26.6
Tuas South,2011,6,9,0,,,,,,,4.5,19.8
Tuas South,2011,6,10,0,,,,,30.9,27.2,6.4,37.1
Tuas South,2011,6,11,6.4,,,,,28.6,25.7,4.4,22.7
Tuas South,2011,6,12,0,,,,,,,6.1,16.6
Tuas South,2011,6,13,0,,,,,31.9,27.3,5.5,23
Tuas South,2011,6,14,0,,,,,31.5,27.4,7.4,23.4
Tuas South,2011,6,15,37.8,,,,,32.8,26.9,6,22.7
Tuas South,2011,6,16,0,,,,,30.8,23.8,9,54.7
Tuas South,2011,6,17,29.4,,,,,31.4,28,9.9,26.3
Tuas South,2011,6,18,0,,,,,29.2,23.4,7,45.7
Tuas South,2011,6,19,0,,,,,31.3,26.7,7,29.9
Tuas South,2011,6,20,0,,,,,32.1,27.6,6.5,21.6
Tuas South,2011,6,21,0,,,,,32.3,27.8,7.2,20.9
Tuas South,2011,6,22,0.4,,,,,,,6.7,24.5
Tuas South,2011,6,23,0,,,,,30.1,25.4,9.5,37.1
Tuas South,2011,6,24,0,,,,,31.8,27.5,8.2,28.1
Tuas South,2011,6,25,2,,,,,31.1,27.1,7,35.3
Tuas South,2011,6,26,0,,,,,32.2,27.6,7.4,26.3
Tuas South,2011,6,27,0,,,,,30.9,27,7.3,23.4
Tuas South,2011,6,28,0.6,,,,,30.7,27.8,7.7,23.8
Tuas South,2011,6,29,1.2,,,,,,,8.6,37.4
Tuas South,2011,6,30,44.4,,,,,,,5,22.7
Tuas South,2011,7,1,0,,,,,,,6.6,22
Tuas South,2011,7,2,0,,,,,,,6,19.8
Tuas South,2011,7,3,0,,,,,,,4.6,24.1
Tuas South,2011,7,4,0.4,,,,,,,5.9,20.9
Tuas South,2011,7,5,0.2,,,,,,,6.7,23.4
Tuas South,2011,7,6,0,,,,,32.7,27.3,7.2,21.2
Tuas South,2011,7,7,0,,,,,32.5,27.5,7.4,25.9
Tuas South,2011,7,8,0,,,,,32.4,27.7,7.9,29.2
Tuas South,2011,7,9,0,,,,29.2,31.9,27.2,7.6,31.7
Tuas South,2011,7,10,10.8,,,,28.2,32.2,25.1,5.2,45
Tuas South,2011,7,11,33.8,,,,29,31.8,27,8.3,25.6
Tuas South,2011,7,12,0,,,,27.6,30.8,23.4,8.3,45.4
Tuas South,2011,7,13,0,,,,29.4,32.2,27.7,9.2,25.2
Tuas South,2011,7,14,0,,,,29.3,31.8,27.6,8.4,33.8
Tuas South,2011,7,15,15.6,,,,27.2,30,24.4,8.9,49.7
Tuas South,2011,7,16,0,,,,27,29.9,24.7,12.8,36.7
Tuas South,2011,7,17,0,,,,28.6,31.2,26.4,6.8,19.1
Tuas South,2011,7,18,0,,,,29.3,32.1,27.6,9.4,29.5
Tuas South,2011,7,19,2.2,,,,29,31.8,27,8.8,29.5
Tuas South,2011,7,20,0,,,,29.3,32.5,27.1,7.5,29.2
Tuas South,2011,7,21,0,,,,29.4,32.7,27.1,6.2,21.2
Tuas South,2011,7,22,11.2,,,,27.4,28.9,23.6,7.8,57.6
Tuas South,2011,7,23,0,,,,28.4,31.9,25.5,6,25.2
Tuas South,2011,7,24,1.8,,,,29.1,32.3,26.9,6.6,25.6
Tuas South,2011,7,25,0,,,,27.8,30.5,24.6,6,23
Tuas South,2011,7,26,0,,,,29,32.3,27,7,26.3
Tuas South,2011,7,27,13.6,,,,28.1,31.8,22,6.2,31
Tuas South,2011,7,28,1.6,,,,28.9,31.3,27.3,8.8,34.9
Tuas South,2011,7,29,0.2,,,,29.1,31.7,25.1,8.7,39.2
Tuas South,2011,7,30,0,,,,29.3,32.1,27.5,7.3,29.2
Tuas South,2011,7,31,0,,,,29.2,31.7,27.6,7.6,24.8
Tuas South,2011,8,1,0,,,,29.4,32.6,27.3,8,46.4
Tuas South,2011,8,2,0,,,,29.4,32.4,27.4,7.3,25.2
Tuas South,2011,8,3,37,,,,28.4,32,24.9,6.1,28.8
Tuas South,2011,8,4,25.2,,,,26.2,28.1,22.8,7.1,25.9
Tuas South,2011,8,5,0,,,,27.9,30.2,26.1,7.6,18
Tuas South,2011,8,6,0,,,,28.8,31.9,27,6.6,25.6
Tuas South,2011,8,7,40.6,,,,26.9,28.3,22.3,8.5,32.4
Tuas South,2011,8,8,0,,,,28.6,32.3,26.3,6.7,24.8
Tuas South,2011,8,9,0,,,,29.2,32.5,27.2,6.5,29.2
Tuas South,2011,8,10,0,,,,29.1,32,27.3,7.4,25.2
Tuas South,2011,8,11,0,,,,29.1,32.5,26.2,6.4,23.8
Tuas South,2011,8,12,0,,,,29.4,32.8,26.9,6,23.4
Tuas South,2011,8,13,16.8,,,,27.7,30.4,23.6,5.9,23.8
Tuas South,2011,8,14,0,,,,28.3,31.4,26.5,4.7,22.7
Tuas South,2011,8,15,12,,,,26.1,27.9,23.5,5.1,37.4
Tuas South,2011,8,16,0,,,,28.3,32.2,24.8,5.4,21.6
Tuas South,2011,8,17,5,,,,28.4,32.1,24.8,6,32
Tuas South,2011,8,18,0,,,,28.9,33,26.5,5.5,21.2
Tuas South,2011,8,19,0,,,,29.3,33,26.4,6.2,25.6
Tuas South,2011,8,20,42.2,,,,27.9,32.5,23.5,6.3,24.1
Tuas South,2011,8,21,0,,,,28.5,31.8,25.1,5.8,25.2
Tuas South,2011,8,22,0,,,,29.2,32.8,27.1,6,23.8
Tuas South,2011,8,23,0,,,,28.3,31.1,26.7,6.4,37.1
Tuas South,2011,8,24,0,,,,29.3,32.2,27.3,6.8,25.2
Tuas South,2011,8,25,28,,,,27.8,30.2,25.3,6,27
Tuas South,2011,8,26,43.4,,,,26.5,27.9,24.2,5.2,47.9
Tuas South,2011,8,27,3.2,,,,25.9,27.7,23.7,7.2,30.2
Tuas South,2011,8,28,2.2,,,,28.3,31.3,26.2,7.1,29.2
Tuas South,2011,8,29,20.8,,,,26.7,27.6,23.4,5.7,36.7
Tuas South,2011,8,30,0.2,,,,27.7,31,26,4.9,29.9
Tuas South,2011,8,31,0.2,,,,28.5,32.3,25.8,5.1,22.3
Tuas South,2011,9,1,0,,,,29.2,32.4,26.8,6.6,29.5
Tuas South,2011,9,2,0,,,,29.2,31.7,27,7.8,28.1
Tuas South,2011,9,3,0,,,,28.5,31.1,26.5,6.5,31.3
Tuas South,2011,9,4,1,,,,28.7,31.8,25.5,6.5,29.5
Tuas South,2011,9,5,0,,,,28.9,31.3,27.3,6.8,29.2
Tuas South,2011,9,6,0,,,,29.2,32.7,26.8,7.5,25.9
Tuas South,2011,9,7,1.4,,,,28.8,32.1,27.1,6.6,26.6
Tuas South,2011,9,8,10.8,,,,28.2,30.4,25.5,7.6,38.5
Tuas South,2011,9,9,0,,,,29,32.5,27.4,6,22.7
Tuas South,2011,9,10,37.2,,,,27.2,31.1,24.6,8.7,51.8
Tuas South,2011,9,11,0.2,,,,27.6,30.5,23.4,7.4,23.8
Tuas South,2011,9,12,0,,,,28.2,30.1,26.3,6.6,24.5
Tuas South,2011,9,13,0.2,,,,29,32.9,27.1,6.7,27.4
Tuas South,2011,9,14,20.2,,,,27.6,30.5,24.2,4.6,22
Tuas South,2011,9,15,0,,,,27.5,30.2,25.1,5.8,18.4
Tuas South,2011,9,16,2.8,,,,28.3,32.2,25.2,5.4,23
Tuas South,2011,9,17,0,,,,27.9,30.9,25.9,5.1,30.6
Tuas South,2011,9,18,27.4,,,,27.4,31.5,24.1,5.7,37.1
Tuas South,2011,9,19,1.6,,,,26.9,28.8,24.2,6.8,25.2
Tuas South,2011,9,20,7.8,,,,27.1,28.4,25.2,6.8,80.3
Tuas South,2011,9,21,44.6,,,,27.5,30.9,25.3,4.8,22.7
Tuas South,2011,9,22,6.2,,,,26.1,28,23.2,7.5,57.2
Tuas South,2011,9,23,0,,,,28.8,31.6,25.4,6.3,24.8
Tuas South,2011,9,24,0,,,,29.2,32.5,26.9,5.7,23.8
Tuas South,2011,9,25,74,,,,29.1,31.8,27.2,7,30.6
Tuas South,2011,9,26,0,,,,27.4,29.2,22.6,10.1,55.8
Tuas South,2011,9,27,17.4,,,,28.1,30.1,23.8,8.6,69.5
Tuas South,2011,9,28,0.8,,,,28,31.2,23.6,8,48.2
Tuas South,2011,9,29,26.8,,,,28.6,32.1,24.3,5.3,21.2
Tuas South,2011,9,30,1.2,,,,27.3,28.8,22.9,9.3,59
Tuas South,2011,10,1,67.6,,,,28,30.9,25.5,5.3,17.6
Tuas South,2011,10,2,0,,,,27.4,31.5,22.8,5.4,30.6
Tuas South,2011,10,3,53,,,,29.2,32.2,26.7,6.4,19.1
Tuas South,2011,10,4,5.4,,,,26.1,29.1,22.4,8.7,52.6
Tuas South,2011,10,5,0,,,,27.8,30.2,25.3,7.1,25.2
Tuas South,2011,10,6,1,,,,28.3,31.8,26,5.7,18
Tuas South,2011,10,7,0.2,,,,28,31.4,26.4,6.1,27.4
Tuas South,2011,10,8,57,,,,27.7,30.1,24.2,5.2,42.5
Tuas South,2011,10,9,0.2,,,,27.4,29.6,23.1,8.9,38.9
Tuas South,2011,10,10,0.6,,,,28,29.9,24.9,6.1,24.5
Tuas South,2011,10,11,21.2,,,,26.4,28.3,23.9,7.1,33.1
Tuas South,2011,10,12,0,,,,27.2,29.2,25.7,6.6,24.5
Tuas South,2011,10,13,0,,,,28.6,32.3,25.2,5.4,20.9
Tuas South,2011,10,14,0,,,,29.4,33.3,27.2,5.3,23
Tuas South,2011,10,15,0,,,,29.4,32.9,27.2,6.5,40.7
Tuas South,2011,10,16,0,,,,29.2,33.7,26.7,5.4,26.6
Tuas South,2011,10,17,0,,,,29.2,33.8,27.1,4.7,25.2
Tuas South,2011,10,18,8.6,,,,,30.4,25.3,4.3,27.4
Tuas South,2011,10,19,3.8,,,,,29.8,25.2,6.7,24.1
Tuas South,2011,10,20,0.8,,,,,29.4,24.4,8.5,27
Tuas South,2011,10,21,1.8,,,,,28.5,25.4,7.2,31
Tuas South,2011,10,22,0,,,,,29,25.4,7,25.6
Tuas South,2011,10,23,0,,,,28.3,31.8,25.3,5.2,21.6
Tuas South,2011,10,24,10.8,,,,28.1,32.8,24.9,4.2,23
Tuas South,2011,10,25,13,,,,27.2,29.3,24.7,6.4,25.6
Tuas South,2011,10,26,14.2,,,,26.9,30.5,24.9,5.1,30.6
Tuas South,2011,10,27,14.6,,,,26,29.9,24.6,6.1,30.6
Tuas South,2011,10,28,22,,,,26.3,30,23.8,4.8,21.6
Tuas South,2011,10,29,0,,,,27.7,31.2,24.4,4.4,25.9
Tuas South,2011,10,30,1,,,,28.2,31.1,25.7,6.6,19.8
Tuas South,2011,10,31,37.8,,,,26.4,28.9,23.7,6.4,29.5
Tuas South,2011,11,1,4.2,,,,27.2,31.2,25.1,6.1,29.2
Tuas South,2011,11,2,13.4,,,,26.7,30.4,24.5,6.1,31.7
Tuas South,2011,11,3,1.2,,,,26.8,29,25.7,6.9,27.4
Tuas South,2011,11,4,5.2,,,,26.7,28.6,25.3,7.6,64.4
Tuas South,2011,11,5,22.2,,,,27.4,29.9,25.1,5.7,21.2
Tuas South,2011,11,6,0,,,,28,29.8,24.4,8.4,51.5
Tuas South,2011,11,7,0,,,,28.4,31,25.4,9.2,37.4
Tuas South,2011,11,8,27.6,,,,27.8,29.4,24.4,8.8,42.1
Tuas South,2011,11,9,0,,,,28.4,31.1,25.8,8.8,34.6
Tuas South,2011,11,10,0,,,,28.8,32.1,26.1,5.7,20.2
Tuas South,2011,11,11,0,,,,28.4,31.8,26.4,4,20.5
Tuas South,2011,11,12,8.6,,,,26.3,29.1,24.6,5.9,38.5
Tuas South,2011,11,13,22.4,,,,26.5,31.8,24,5.5,25.2
Tuas South,2011,11,14,2.8,,,,26.7,29.9,24.7,8.6,79.6
Tuas South,2011,11,15,4.8,,,,27.1,30.5,24.9,6.7,24.1
Tuas South,2011,11,16,0,,,,27.4,30.6,25.5,7.5,24.8
Tuas South,2011,11,17,0,,,,27.9,32.3,25.7,7.1,23
Tuas South,2011,11,18,0,,,,27,29.3,25.6,6.3,21.2
Tuas South,2011,11,19,0,,,,27.8,31.4,25.1,6.2,17.6
Tuas South,2011,11,20,30.6,,,,27.4,32,23.9,8.2,32.8
Tuas South,2011,11,21,33.6,,,,26.7,30.5,24.3,5.5,34.9
Tuas South,2011,11,22,0,,,,28.2,32.1,25.4,6.3,20.5
Tuas South,2011,11,23,9,,,,26.5,28.9,24.9,6.1,20.2
Tuas South,2011,11,24,22.4,,,,26.8,32.5,24.6,5.1,20.5
Tuas South,2011,11,25,9,,,,27.5,31.6,25.8,5.4,22.3
Tuas South,2011,11,26,14.4,,,,27.3,32.7,25.6,5.3,22.7
Tuas South,2011,11,27,27.2,,,,27.3,30.6,25.1,6.1,27
Tuas South,2011,11,28,2.6,,,,27.1,30.9,25.5,7.2,23.8
Tuas South,2011,11,29,0,,,,27.2,31.1,25.5,5.5,25.2
Tuas South,2011,11,30,51.6,,,,27.2,32.3,24.3,6.5,26.3
Tuas South,2011,12,1,1,,,,27.3,30,25.5,7.7,23.8
Tuas South,2011,12,2,6.2,,,,26,27.5,25.1,7.5,35.6
Tuas South,2011,12,3,1.4,,,,26.9,31.4,24.7,5.9,22.7
Tuas South,2011,12,4,0,,,,27.1,31.3,25,4.6,21.2
Tuas South,2011,12,5,0,,,,26.9,29.6,24.6,6.3,22
Tuas South,2011,12,6,0,,,,28.3,31.5,25.6,5.3,18
Tuas South,2011,12,7,21,,,,27.6,31,24.5,5.1,24.1
Tuas South,2011,12,8,0,,,,27.8,31.7,25.4,5.5,19.8
Tuas South,2011,12,9,0,,,,27.8,32.6,25.6,7.3,23.4
Tuas South,2011,12,10,0,,,,27.8,32.3,25.6,6.6,26.3
Tuas South,2011,12,11,0.8,,,,26,27.1,24,5.5,18.4
Tuas South,2011,12,12,0.2,,,,26.5,29.7,24.2,6.5,21.2
Tuas South,2011,12,13,0,,,,27.4,31.4,25.4,6.6,26.3
Tuas South,2011,12,14,0.6,,,,27.5,31.2,25.7,6.8,27
Tuas South,2011,12,15,3.4,,,,27.5,30.2,25.8,6.5,24.5
Tuas South,2011,12,16,3,,,,27.4,30.8,25.8,7.8,24.1
Tuas South,2011,12,17,18,,,,26.2,30.1,24.2,6.4,31.3
Tuas South,2011,12,18,54.2,,,,25.5,28.6,24.4,6.7,27
Tuas South,2011,12,19,57.8,,,,24.7,25.4,23.9,8.1,37.1
Tuas South,2011,12,20,9.8,,,,25.9,28.3,24.2,5.3,22.7
Tuas South,2011,12,21,0,,,,27.3,30,25.2,6.8,22.7
Tuas South,2011,12,22,0.4,,,,26.1,28.7,25,6.9,24.5
Tuas South,2011,12,23,29.8,,,,25.8,29.5,24.2,7.3,24.5
Tuas South,2011,12,24,80,,,,25.7,27.4,24.3,6.9,80.3
Tuas South,2011,12,25,1.4,,,,26.1,28.7,23.9,8.4,29.2
Tuas South,2011,12,26,0,,,,27.1,30.3,25.3,8.1,25.9
Tuas South,2011,12,27,0,,,,27.4,31.6,25.7,8,29.9
Tuas South,2011,12,28,3,,,,26.2,28.6,25.2,8.1,25.6
Tuas South,2011,12,29,0,,,,26.4,29,24.8,7.7,23.8
Tuas South,2011,12,30,0,,,,27.2,32.1,24.3,6.2,70.2
Tuas South,2011,12,31,0,,,,27.7,31.9,25.3,8.7,27.4
Tuas South,2012,1,1,0,,,,28,30.9,25.7,6.9,23
Tuas South,2012,1,2,0,,,,28.1,32.1,25.8,7.4,25.9
Tuas South,2012,1,3,0,,,,28.2,32.5,25.9,7.2,29.5
Tuas South,2012,1,4,0,,,,27.6,31.2,25,7.6,28.8
Tuas South,2012,1,5,0,,,,27.2,31.2,24.8,7.6,25.6
Tuas South,2012,1,6,0,,,,28,32.5,24.9,8.1,25.6
Tuas South,2012,1,7,0,,,,27.5,32.3,25.2,8.5,28.8
Tuas South,2012,1,8,8.2,,,,25.7,27.7,24.3,9.2,37.4
Tuas South,2012,1,9,7.6,,,,25.5,27.6,24.5,7.6,23.4
Tuas South,2012,1,10,13.2,,,,25.2,27.3,23.5,7.9,28.8
Tuas South,2012,1,11,0,,,,26.7,29.7,24.6,8.2,27
Tuas South,2012,1,12,10.8,,,,26.2,29.7,24.7,8.5,40.3
Tuas South,2012,1,13,0,,,,27,31.3,24.1,7.7,29.9
Tuas South,2012,1,14,17.2,,,,27.4,30.5,24.8,6.3,20.5
Tuas South,2012,1,15,0,,,,27.3,30.5,23,6.3,46.4
Tuas South,2012,1,16,0,,,,28.3,30.6,25.9,5.3,15.8
Tuas South,2012,1,17,0.2,,,,28.6,31.8,26,6,37.8
Tuas South,2012,1,18,0,,,,27.8,30.9,25.6,5.3,24.1
Tuas South,2012,1,19,0,,,,28.4,32.2,26.2,5.1,19.8
Tuas South,2012,1,20,0,,,,26.8,30.4,25.2,5,22.7
Tuas South,2012,1,21,72.2,,,,26.4,30.3,23.6,6.7,25.9
Tuas South,2012,1,22,7.4,,,,27.3,32,24.1,8.4,30.2
Tuas South,2012,1,23,3.6,,,,26.1,30.3,23.8,7.1,39.2
Tuas South,2012,1,24,0,,,,27,30.2,24.5,7.8,26.6
Tuas South,2012,1,25,0,,,,27.9,31.8,25.1,8.1,25.2
Tuas South,2012,1,26,0,,,,27.8,31.1,25.5,7.9,26.6
Tuas South,2012,1,27,15.8,,,,26.8,31.5,23.9,8.1,28.4
Tuas South,2012,1,28,0,,,,26.6,29.3,25.2,7.1,21.2
Tuas South,2012,1,29,0,,,,27.5,31.4,25,7.2,21.6
Tuas South,2012,1,30,0,,,,27.4,30.8,25,7.8,22.3
Tuas South,2012,1,31,15,,,,26.5,30.8,24.5,6.4,40.7
Tuas South,2012,2,1,0,,,,27.8,31.7,25.3,7.1,25.9
Tuas South,2012,2,2,23.8,,,,25.7,28.5,23.9,6.5,41.8
Tuas South,2012,2,3,8.2,,,,25.5,28.5,24.7,4.6,19.4
Tuas South,2012,2,4,0.2,,,,26.9,30.6,24.4,5.4,26.6
Tuas South,2012,2,5,3,,,,27.1,30.7,25.1,6.1,20.2
Tuas South,2012,2,6,0,,,,27.3,32,24.8,7,24.8
Tuas South,2012,2,7,1.8,,,,27.6,32.4,24.8,5.4,20.2
Tuas South,2012,2,8,0,,,,28.3,33.5,24.7,6.3,24.1
Tuas South,2012,2,9,0,,,,27.2,31.7,24.1,6.5,22.3
Tuas South,2012,2,10,0,,,,28.2,32.8,25.2,7.2,24.5
Tuas South,2012,2,11,66.8,,,,27.5,33.6,24.2,6.7,31.3
Tuas South,2012,2,12,19.6,,,,27,31.8,24.7,6.2,26.3
Tuas South,2012,2,13,12.8,,,,26.9,30.3,24.9,6.1,25.2
Tuas South,2012,2,14,1,,,,27.4,31.4,25.1,5.8,56.9
Tuas South,2012,2,15,0,,,,27.6,31.9,24.8,6,20.2
Tuas South,2012,2,16,0,,,,28,31.6,24.8,8.2,28.1
Tuas South,2012,2,17,0,,,,27.7,30.8,26.1,7,20.5
Tuas South,2012,2,18,4.2,,,,26.3,28.8,23.7,5.2,47.2
Tuas South,2012,2,19,0.2,,,,26.5,29,23.8,7.4,38.5
Tuas South,2012,2,20,1,,,,27.5,30.7,25.6,4.8,27
Tuas South,2012,2,21,1,,,,27.3,30.9,25.7,3.9,20.2
Tuas South,2012,2,22,0.4,,,,27.6,30.8,25.3,4,18.7
Tuas South,2012,2,23,2,,,,28.2,32.1,25.7,5.1,18.7
Tuas South,2012,2,24,0,,,,28.4,33.6,26.1,5.2,24.8
Tuas South,2012,2,25,0.4,,,,28.5,31.9,25.6,4.9,18.7
Tuas South,2012,2,26,33.8,,,,27.2,31.7,23.7,4.7,55.1
Tuas South,2012,2,27,2.4,,,,27.5,29.8,26.1,7,26.3
Tuas South,2012,2,28,5.8,,,,27.6,32.3,25.2,6.2,24.1
Tuas South,2012,2,29,2,,,,27.3,32,25.6,7.1,40.7
Tuas South,2012,3,1,39,,,,26.2,32.1,22.5,5.9,47.2
Tuas South,2012,3,2,7.6,,,,25.9,28.5,24.5,4.8,23.4
Tuas South,2012,3,3,0.4,,,,27.1,29.9,24.9,6.8,29.2
Tuas South,2012,3,4,0,,,,28.1,31.7,25.7,5.5,23.4
Tuas South,2012,3,5,22.6,,,,26.2,28.3,22.1,4,42.8
Tuas South,2012,3,6,0,,,,28,31.1,25.3,5.6,17.3
Tuas South,2012,3,7,16,,,,27.8,29.9,26.1,5.4,33.8
Tuas South,2012,3,8,21.6,,,,27.5,30.3,24.8,11.1,34.9
Tuas South,2012,3,9,0,,,,27.3,29.3,24.4,6.8,57.6
Tuas South,2012,3,10,1.4,,,,27.6,31.5,25.4,6.4,24.8
Tuas South,2012,3,11,9.8,,,,27.3,31.9,25.3,6.5,26.3
Tuas South,2012,3,12,0,,,,26.2,28.8,25,8.2,27
Tuas South,2012,3,13,25.4,,,,26.5,31.1,23.9,6.6,28.8
Tuas South,2012,3,14,4.2,,,,25.1,26.5,22.9,6.5,31.3
Tuas South,2012,3,15,0,,,,27.4,31.4,25,7.4,25.9
Tuas South,2012,3,16,0,,,,28.9,33.8,25.6,6.1,24.8
Tuas South,2012,3,17,0,,,,28.1,32.8,25.3,6.6,22
Tuas South,2012,3,18,0,,,,27.7,32,25.2,6.4,37.1
Tuas South,2012,3,19,0,,,,28,30.5,25.9,4.9,16.9
Tuas South,2012,3,20,0,,,,28.3,30.8,25.8,5.1,20.2
Tuas South,2012,3,21,0,,,,28.2,31.3,26.2,7.5,26.3
Tuas South,2012,3,22,0,,,,28.2,30.7,26.5,6.5,28.8
Tuas South,2012,3,23,0,,,,28.6,31.2,26.4,5.7,20.5
Tuas South,2012,3,24,0,,,,28.2,30.3,26.1,6.7,20.9
Tuas South,2012,3,25,8.4,,,,27.3,33.4,23.7,5.1,29.2
Tuas South,2012,3,26,2.4,,,,27.6,32.2,25.2,4.9,41.8
Tuas South,2012,3,27,0,,,,28,31.3,26.1,5.5,26.3
Tuas South,2012,3,28,8,,,,27.6,32.2,23.8,5.4,37.1
Tuas South,2012,3,29,0,,,,28.1,31.2,25.9,7.8,26.3
Tuas South,2012,3,30,108.2,,,,27.9,30.1,25.8,6.9,33.5
Tuas South,2012,3,31,2.2,,,,26.1,29.2,21.9,7.7,62.6
Tuas South,2012,4,1,14.6,,,,28.4,30.6,25.9,8.1,21.6
Tuas South,2012,4,2,3.8,,,,27.1,28.9,23.2,8.1,54.4
Tuas South,2012,4,3,18.2,,,,28,31.2,26.1,6.5,36.7
Tuas South,2012,4,4,0,,,,27.6,31,24.1,8.6,59.8
Tuas South,2012,4,5,0,,,,28.5,31.3,25.8,5,17.6
